case,problem,cores,makespan,speedup,original_bytes,added_bytes,scheduled_bytes,modeled_pre_spill_bytes,inferred_spill_bytes,spill_model_checked_against_record,root_read_bytes,root_replication_bytes,root_replication_fraction,active_cores,subgraphs,fixed_core_compute_fraction,global_compute_floor_fraction,heaviest_subgraph_compute_fraction,original_compute_path_fraction,logical_ddr_volume_over_time,hit_rate_if_available,cache_record_available,plan_sha256
case_017,2,5,28295,5.754020144901926,643862,340992,984854,984854,0,True,876110,340992,0.3462360918471164,5,1373,0.7844495493903516,0.781763562466867,0.09203039406255523,0.21134476055840254,0.5801107380573718,,False,81d0c4bce566bdccddb60cb8b470d4a443eb4526990a8728d0e79cef3846e281
case_017,3,5,28045,5.805312889998217,643862,340992,984854,984854,0,True,876110,340992,0.3462360918471164,5,1373,0.7914423248350865,0.7887323943661971,0.09285077553931181,0.21322873952576216,0.5852819872823438,0.21958886441200307,True,ee6eaf016b38e8cc9f322a374a5ae2ae6f04c353de6ee3d063b7ad969b9413a0
case_018,1,5,205917,4.8775331808447095,1592848,5320704,6913552,6274576,638976,False,6274324,4681728,0.7461425281963275,5,5,0.9441085485899658,0.9434092377025695,0.9441085485899658,0.017186536322887375,0.5595743268728015,,False,33ea34e455f3d047a0bb92fd7b874a2ade45b2639659a20fc34fc4df468789b3
case_018,2,5,197737,5.079307362810197,1592848,4825088,6417936,6274576,143360,False,6274324,4681728,0.7461425281963275,5,2727,0.9831645063898006,0.9824362663537932,0.0052392824812756335,0.0178975103293769,0.540948836080248,,False,d4d3a4bc2f47aeac916b52cd8b823f129d7b4f241803c757029adf19fcd9a17b
case_018,3,5,196701,5.106059450638279,1592848,4825088,6417936,6274576,143360,False,6274324,4681728,0.7461425281963275,5,2727,0.9883427130517892,0.9876106374649849,0.005266877138397873,0.017991774317364935,0.5437979471380421,,False,b3edf39f764db5aa9035257284d7460ec9d26fb69265c33b54dd83584dc6d3fe
case_019,1,5,18981,4.275011853959223,186984,289924,476908,476908,0,False,453812,274560,0.57570852239845,5,37,0.7561245455982298,0.510362994573521,0.5057689268215584,0.6445392761182235,0.41875910998718013,,False,1cc61976a0f637ce6787fde99a9273f9d38722097ef01ba461b62f5c00da45a1
case_019,2,5,16220,5.002712700369914,186984,379948,566932,566932,0,True,279636,100384,0.17706532705862432,5,81,0.7146732429099877,0.5972379778051788,0.2959309494451295,0.7542540073982738,0.582544184134813,,False,50f36456b6787f96befb5a443ea2388151650d6b7609adf005504514ced32a42
case_019,3,5,15396,5.270459859703819,186984,272468,459452,459452,0,True,261236,81984,0.17843866171003717,5,72,0.8464536243180046,0.6292023902312289,0.1558846453624318,0.7946219797349962,0.49737161167402794,0.16104219615235724,True,d07ae9ae54b934692207eadd7e4357fef7a581a92fa71886bc08dcfbbfd86d43
case_020,1,5,107494,4.95605336111783,2359296,0,2359296,2359296,0,False,1179648,0,0.0,5,10,0.9926507526001451,0.9909539137068116,0.5090516680000744,0.016968388933335816,0.36580274247864997,,False,0b84c2b8325700c09af637a0efa8252ea91118b73f6b976111afd4317536a447
case_020,2,5,107187,4.97024825771782,2359296,0,2359296,2359296,0,False,1179648,0,0.0,5,10,0.9954938565311092,0.9937921576310561,0.5105096700159534,0.01701698900053178,0.36685045761146406,,False,0b84c2b8325700c09af637a0efa8252ea91118b73f6b976111afd4317536a447
