case,problem,cores,makespan,speedup,original_bytes,added_bytes,scheduled_bytes,modeled_pre_spill_bytes,inferred_spill_bytes,spill_model_checked_against_record,root_read_bytes,root_replication_bytes,root_replication_fraction,active_cores,subgraphs,fixed_core_compute_fraction,global_compute_floor_fraction,heaviest_subgraph_compute_fraction,original_compute_path_fraction,logical_ddr_volume_over_time,hit_rate_if_available,cache_record_available,plan_sha256
case_029,3,5,9238,4.065273868802771,430164,0,430164,430164,0,True,258132,0,0.0,5,44,0.9661182074042001,0.8115392942195281,0.77289456592336,0.044057155228404414,0.776077072959515,0.0,True,8764f19bc2c3e00a850ebb1085cffaa3a7672beadb43cb1b780d42d271c465e5
case_030,1,5,558846,5.024700901500593,2394060,10872832,13266892,12636108,630784,False,12635136,10242048,0.8105381815350107,5,10,0.9962673079882473,0.9936476238534409,0.505412940237561,0.002673366186749122,0.39566332525716685,,False,a274018608ce4f15eea05c180c444ce2e3f113c7adde545bbc8d8699518252ac
case_030,2,5,560451,5.010311338546992,2394060,7257600,9651660,8386508,1265152,False,8385536,5992448,0.7145343449263984,5,10,0.993414232466353,0.9908020504914792,0.49975466187052925,0.0026657102940310573,0.2870206315984805,,False,6bf2ed242fbe5bccf640bd8eda1acc1be4962b332303fb368e68015063fd2a40
case_030,3,5,557851,5.033663110758966,2394060,6481920,8875980,8875980,0,True,8875008,6481920,0.7302765441111855,5,486,0.9980442806412465,0.9954199239581896,0.03635379339644457,0.0026781344839392597,0.2651837139307808,0.6648205838236991,True,e9d94dfe5fce4b48e3f6c83be41487a1cf6d0eb39c5bd4bfe20644b20d57c9db
case_031,1,5,296108,4.77653086036176,2185040,8707608,10892648,9081704,1810944,False,8926728,6741908,0.7423615656268912,5,17,0.9149972307401354,0.9013549110459698,0.9052372782903535,0.04409539762519081,0.6131010757336287,,False,1e2e3564f1e0f48b9fd55b1ca0786122f25bc374c6475a0f84b201a1828e0d16
case_031,2,5,273240,5.176288244766505,2185040,7215360,9400400,8449616,950784,False,8435572,6250752,0.7397675823374695,5,6135,0.9809983896940419,0.9767910993997951,0.004787000439174352,0.04778582930756844,0.5733909139706241,,False,db1a721a153dead8a160be8f4c27f4efad5f669f5069fd969750f85c5ef558f2
case_031,3,5,273059,5.179719401301551,2185040,7215360,9400400,8449616,950784,False,8435572,6250752,0.7397675823374695,5,6135,0.9816486546863499,0.9774385755459444,0.0047901735522359636,0.047817504641853956,0.5737709921054913,,False,8a654a58ce5321ab7e0e6b6d7a1a532011f773f5f5ff710076a82dd59ca152d0
case_032,1,5,10110,4.099208704253215,293088,55440,348528,348528,0,True,334596,55440,0.15906899876050132,5,25,0.9406528189910979,0.6725024727992087,0.9406528189910979,0.11335311572700296,0.5745598417408506,,False,aed1ab03e9f3c216547191e62390902f009383f66a66641ffc48d9b8e3ea0097
case_032,2,5,9948,4.165963007639727,293088,10240,303328,303328,0,False,281204,2048,0.006751767064036291,4,827,0.9559710494571774,0.6834539605950944,0.02694008845999196,0.11519903498190591,0.5081892507706741,,False,12f12af628c31b10c864fa30ba610c6560602a841d4812a1107444ace14686d2
case_032,3,5,9829,4.216400447654899,293088,92342,385430,385430,0,True,367302,88146,0.22869522351659186,5,137,0.8425068674331061,0.6917285583477465,0.3057279479092481,0.11659375317936718,0.6535591955777121,0.2386193827828912,True,9c74831b83ff8ac8615f79b66b8f144372f7b5f0274cf8a82c6c357c0985b671
case_033,1,5,368019,4.8209358755933795,2972910,6668352,9641262,9533742,107520,False,9450608,6560832,0.6881696609788686,5,10,0.9402558020102223,0.939140642195104,0.5459718112380068,0.01711868137242914,0.4366288153600765,,False,98dfffce625603425a704bbe48284c92fc76c6fc019c575f8593d21eec0c9ab1
case_033,2,5,359574,4.934160979381157,2972910,7665792,10638702,9071982,1566720,True,8988848,6099072,0.6722976302201658,5,95,0.99247442807322,0.9611974169433829,0.10459043201121326,0.01752073286722622,0.49311602062440557,,False,1e5cb62a601da34f36d6da42ec189c86e73615607132ea8c8afb494cd0f3e39d
case_033,3,5,356432,4.977656327153566,2972910,16531092,19504002,19504002,0,True,9750196,6860420,0.3517442215192554,5,1439,0.9707209229249899,0.9696705121874578,0.01639583426852808,0.017675180679624727,0.9120020087983122,0.4203971442385509,True,84dd04564208035556dd346c978626b9f396e465773ada18f37104d60cdcaae8
case_034,1,5,165049,5.107549879126805,2280386,2903040,5183426,5183426,0,True,5183024,2903040,0.5600620130392524,5,11,0.9086756054262674,0.9078031372501499,0.4800756139085968,0.02227823252488655,0.5234229430855887,,False,02b6ad0f7279e339aa545d9b164e16a12fb5e4a14a9f5854511b5a69c67a8f1b
case_034,2,5,158846,5.30700175012276,2280386,2807808,5088194,5088194,0,True,5087792,2807808,0.5518280159915286,5,3745,0.9441597522128351,0.9432532138045654,0.0055147753169736725,0.02314820643894086,0.5338707511258284,,False,45949321f64018065e17af17a2f0b8521057419ddcaa6e4a84122c7c366dc74b
case_034,3,5,158621,5.3145296020073,2280386,2807808,5088194,5088194,0,True,5087792,2807808,0.5518280159915286,5,3745,0.945499019675831,0.9445911953650525,0.005522597890569345,0.02318104160230991,0.5346280336987747,0.5112158673153305,True,45949321f64018065e17af17a2f0b8521057419ddcaa6e4a84122c7c366dc74b
case_035,1,5,90079,1.8824698320363236,410854,1379966,1790820,1790820,0,False,589724,192846,0.10768586457600429,5,158,0.5502392344497608,0.3195173125811787,0.17247083115931572,0.19094350514548342,0.3313424882603048,,False,e09bfe32477592dbc6ae6088b58500405d40e4589ef5effdde3d398db3fbe1cb
case_035,2,5,51821,3.2722448428243376,410854,1130532,1541386,1541386,0,False,673390,276512,0.17939179413852208,5,3857,0.6790490341753344,0.5554080392119025,0.050249898689720386,0.3319117732193512,0.49574046557701834,,False,bf4b5621ddbb4b9576345e6785c43b9944f529ae60de1aea0e9a2151a3f304ff
case_035,3,5,51103,3.318220065358198,410854,1130532,1541386,1541386,0,False,673390,276512,0.17939179413852208,5,3857,0.6885897109758723,0.5632115531377806,0.05095591256873373,0.33657515214370975,0.5027056467656824,,False,bf4b5621ddbb4b9576345e6785c43b9944f529ae60de1aea0e9a2151a3f304ff
case_036,1,5,187182,4.976493466252097,6554752,4608,6559360,6559360,0,False,3282560,4608,0.0007025075617133378,5,5,0.9949674648203353,0.9949674648203353,0.9949674648203353,0.007030590548236476,0.5840447621388096,,False,a8ec22794d86949a719bf8210c3210fda5bfb9c3340186eb2d8fe2ac97ccdf9a
case_036,2,5,187182,4.976493466252097,6554752,4608,6559360,6559360,0,False,3282560,4608,0.0007025075617133378,5,5,0.9949674648203353,0.9949674648203353,0.9949674648203353,0.007030590548236476,0.5840447621388096,,False,a8ec22794d86949a719bf8210c3210fda5bfb9c3340186eb2d8fe2ac97ccdf9a
case_036,3,5,187182,4.976493466252097,6554752,4608,6559360,6559360,0,False,3282560,4608,0.0007025075617133378,5,5,0.9949674648203353,0.9949674648203353,0.9949674648203353,0.007030590548236476,0.5840447621388096,,False,a8ec22794d86949a719bf8210c3210fda5bfb9c3340186eb2d8fe2ac97ccdf9a
case_037,1,5,43013,4.882268151489085,614400,778240,1392640,1392640,0,False,1310720,778240,0.5588235294117647,5,5,0.9745890777206891,0.9745890777206891,0.9745890777206891,0.021016901866877456,0.5396198048651958,,False,0129dade4fa999336c74537531636ff56a00988ae8d4de5bbb996c7d6e4aa628
case_037,2,5,43013,4.882268151489085,614400,778240,1392640,1392640,0,False,1310720,778240,0.5588235294117647,5,10,0.9745890777206891,0.9745890777206891,0.4872945388603446,0.021016901866877456,0.5396198048651958,,False,4aa7e2d81681ee56802a32a8224932b5ae960a12353369f4a7f1d735b45ec629
case_037,3,5,43013,4.882268151489085,614400,778240,1392640,1392640,0,False,1310720,778240,0.5588235294117647,5,10,0.9745890777206891,0.9745890777206891,0.4872945388603446,0.021016901866877456,0.5396198048651958,,False,4aa7e2d81681ee56802a32a8224932b5ae960a12353369f4a7f1d735b45ec629
case_038,1,5,276053,4.943090638391903,2802950,8454144,11257094,11247878,9216,False,11239434,8444928,0.750801884586586,5,10,0.9644669682995657,0.9599605872785298,0.5272900493745766,0.03171130181523113,0.6796456960559506,,False,3ad1de6cb3c1c8e2c32d98a152828d9f3c194160769a690a97161aa3e47aaaef
case_038,2,5,274362,4.973556833672301,2802950,7547392,10350342,10276614,73728,True,10042890,7248384,0.7053280389824897,5,223,0.9706446227976178,0.9658771987374345,0.05357884838279354,0.031906750934896234,0.6287521595556236,,False,2a61b3a0c29fd0cc262213cb60913c7b017f52b6aff95e1aee67aed0cff9ffcb
case_038,3,5,274634,4.968630977956116,2802950,7870464,10673414,10423046,250368,True,10414602,7620096,0.7310814899982212,5,130,0.9786260987350437,0.9649205852152319,0.09730768950676173,0.03187515019990242,0.6477356530266949,0.6272197671442113,True,303893a128886491d391457de1d400f1f2c2618be9e6bd617b3db83fd4ccd8a4
case_039,1,5,316542,4.534191355333573,4489216,9805824,14295040,14295040,0,False,14008320,9805824,0.6859598853868195,5,10,0.870582734676599,0.870582734676599,0.4352913673382995,0.0024767645367755305,0.7526668393662347,,False,a28b86e7ea3726b18e3f03a26ad1bac6fe282b4bc0e9e752e8ab0683b0bb0906
case_039,2,5,308167,4.657416271047841,4489216,10448896,14938112,11960320,2977792,False,11673600,7471104,0.6246575342465753,5,10,0.8942424075257895,0.8942424075257895,0.44712120376289477,0.00254407512809613,0.8079013435355937,,False,67e1e61de5fcb983ea1ed7e6206c7aecc963b2906b64bb43510e782cba445622
case_039,3,5,298213,4.81287536089976,4489216,16588800,21078016,19423232,1654784,True,18923520,14721024,0.7579080556727119,5,218,0.9501463718885494,0.9240911697343844,0.0660065121238846,0.00262899337051034,1.1780179491392617,0.5833663366336633,True,14b988fd97ee5b05ac535becbfb025315932e83b9b8d08b6c005c0e11eb980f0
case_040,1,5,87145,2.908417006139193,911238,1855276,2766514,2766514,0,False,1961156,1049982,0.37953250914327563,5,115,0.9185036433530323,0.42630328762407477,0.34771931837741693,0.18497905789201904,0.5291016887562874,,False,6febde3fa92419eeec9ed90565efab667b614e755afc5e9db66a2220b7e45bd8
case_040,2,5,68324,3.70958960248229,911238,2162492,3073730,3073730,0,False,1454682,543508,0.17682359868954006,5,3083,0.5858409929161056,0.5437357297582108,0.006498448568584977,0.23593466424682397,0.7497926546064829,,False,4bedb25d822d9369f7ebbe4a7021c32cd87b8f59ab5ca779a5a0b1c7b062453b
case_040,3,5,63092,4.0172129588537375,911238,2162492,3073730,3073730,0,False,1454682,543508,0.17682359868954006,5,3083,0.6344227477334686,0.5888258416280986,0.0070373422937931905,0.25549990490077984,0.8119703501764619,,False,4bedb25d822d9369f7ebbe4a7021c32cd87b8f59ab5ca779a5a0b1c7b062453b
case_041,1,5,1196379,5.018440644645217,4949980,40630272,45580252,22970332,22609920,False,22969344,18020352,0.784505509106268,5,5,0.989034411336207,0.985513787854852,0.989034411336207,0.0014769567168932253,0.6349750928983764,,False,ee2b0fb75db635e5ccf37b108c71488da6356c0b47e1790e84c246cbef384fc7
case_041,2,5,1194924,5.02455135221989,4949980,18518016,23467996,20260828,3207168,False,20259840,15310848,0.7556871811951614,5,494,0.9902387097422095,0.9867137993713407,0.024152163652249013,0.001478755134217741,0.32732899051878334,,False,1ce59d7fe6acfbefc992652909d1e5e860680fddf393ba0a2e03f5a3d0818e8f
case_041,3,5,1191935,5.037151354729914,4949980,40630272,45580252,22970332,22609920,False,22969344,18020352,0.784505509106268,5,16594,0.9927219185609953,0.9891881688179305,0.0006543981005675645,0.001482463389362675,0.6373425284656182,,False,f4279e3316d6c7fdbcae9d0738c9176f4276c3d379c3cf2e4ec8e4ee9ea17926
case_042,1,5,337038,5.004598887959221,2388964,11748480,14137444,14076004,61440,True,14051232,11687040,0.8302810939809337,5,12,0.9844587257223221,0.9488995306167257,0.5216029053103804,0.01686753422462749,0.6991023761910131,,False,3275d119612e30036848625cefd5cbf6c1ce2bc415695c1bb3d837bb06fe4816
case_042,2,5,347174,4.858485946528254,2388964,10476936,12865900,12865900,0,True,9400448,7036256,0.5468918614321578,5,2057,0.9247466688173653,0.9211957116604355,0.032833679941470274,0.01637507417030077,0.617648979090216,,False,80a87ac36dccf500482b6fe7a1b54ee7b94cc4c486ca2a291ada4d138d3ea0b6
case_042,3,5,348844,4.8352272075770255,2388964,10597376,12986340,9675748,3310592,True,9650976,7286784,0.7530977450012133,5,4733,0.9238972148008852,0.9167857265711894,0.00251115111625827,0.01629668275790898,0.6204463886436344,0.3087474767147155,True,3de989e7ff0840be58c03c4d639fc8046be58219987e41135186de126c931ba9
case_043,1,5,200786,3.375016186387497,1431122,7616098,9047220,9047220,0,False,4462738,3031742,0.3351020534484626,5,301,0.571080653033578,0.5157251999641409,0.09160001195302461,0.1368322492604066,0.7509836343171337,,False,cf9a3ff4e3f9b27adf44d13d8f68e7b0bc9a5ee047576818ec94361998fd9628
case_043,2,5,169778,3.99142409499464,1431122,6691004,8122126,8122126,0,True,2530504,1099508,0.13537194571963054,5,9309,0.6406837163825702,0.609916479166912,0.012133491971869147,0.16182308661899658,0.7973280794135086,,False,c963ffc19db25a25796fdfca0170b5acc6de2598fbecf049df266d836ecca621
case_043,3,5,158316,4.280401222870714,1431122,6691004,8122126,8122126,0,True,2530504,1099508,0.13537194571963054,5,9309,0.6870689001743349,0.6540741302205715,0.013011950781980343,0.17353899795346017,0.8550542375165281,0.31206146460963546,True,c963ffc19db25a25796fdfca0170b5acc6de2598fbecf049df266d836ecca621
case_044,1,5,96349,1.6025802032195455,975456,222208,1197664,1138784,58880,False,1026656,73728,0.06474274313653862,1,2,0.7722342733188721,0.1544468546637744,0.40926216151698513,0.07962718865789993,0.2071746117413431,,False,62e76af8e1f9642199d51e389029cabc72df13cb41e78dd4c3588d4569eb5809
case_044,2,5,44806,3.446123287059769,975456,1020512,1995968,1995968,0,False,1883328,930400,0.46613973771122585,2,1242,0.8421193590144177,0.33211623443288846,0.0033477659242065793,0.17122706780341918,0.7424481840229731,,False,2582ed07cc3e9416ae0b4c2b0c58e60f0cbf583fc780c5e8e51857d2932f8b08
case_044,3,5,43210,3.5734089331173338,975456,1021280,1996736,1996736,0,False,1883328,930400,0.4659604474502388,2,1364,0.8836380467484378,0.3443832446193011,0.0034714186530895625,0.17755149271002083,0.7701673995217156,,False,e997b80bc15e95db58b1d933663ff3f529b56f8e6e152d7c25243a63b84d8254
case_045,1,5,26153,4.8030436278820785,557056,0,557056,557056,0,False,278528,0,0.0,5,10,0.9618781784116545,0.9595533973157956,0.5230757465682713,0.0697434328757695,0.3549981519009929,,False,a42dd59c93a57f988db6d6d76ddc50c4bb293ca5c3cfabc2086a7f010b00f534
case_045,2,5,25770,4.874427629025999,557056,0,557056,557056,0,False,278528,0,0.0,5,68,0.976173845556849,0.973814512999612,0.08257663950329841,0.07077997671711292,0.36027422067002973,,False,b82ef62a788bb03c13e7d2bb0509d911f446b50925294af9c8067ef00f132bac
case_045,3,5,25770,4.874427629025999,557056,0,557056,557056,0,False,278528,0,0.0,5,10,0.976173845556849,0.973814512999612,0.5308498253783469,0.07077997671711292,0.36027422067002973,,False,a42dd59c93a57f988db6d6d76ddc50c4bb293ca5c3cfabc2086a7f010b00f534
case_046,1,5,123920,2.2309151065203356,1061472,5365312,6426784,5565408,861376,True,4938720,3942784,0.7084447357678,5,25,0.4221433182698515,0.3377146546158812,0.4221433182698515,0.22963202065848934,0.8643727135786529,,False,3636da249fa5bda5ae95799883be85279f89d8c9ea16865705db4086d0c1217f
case_046,2,5,76824,3.5985499323128187,1061472,2512672,3574144,3574144,0,False,3492224,2496288,0.6984296099989257,4,992,0.6960845569092992,0.5447464334062272,0.007575757575757576,0.3704050817452879,0.7753965774584332,,False,688ef1bb5c04cce9974ec3b986016a6e205ae575468753f8f7017ba788240b9e
case_046,3,5,58678,4.711390981287706,1061472,2582304,3643776,3643776,0,False,3565952,2570016,0.7053166824744441,4,992,0.9113466716657009,0.7132076757899042,0.009918538464160333,0.484951770680664,1.0349637001942806,,False,6f851b43e331babdbafcb6a1e7e817e1e7f457b3252b9bd8779266b2eaf4f7ca
case_047,1,5,190683,1.7123078617391168,463942,3231082,3695024,3695024,0,False,898048,440762,0.1192852874568609,4,533,0.4516343879632689,0.27204312917250095,0.09556174383662938,0.10483367683537599,0.322963941900082,,False,18a5418c9e5c70b6606a9e42ca6b943ec3a9ad0a8bddbf7eae5f038b75b4da98
case_047,2,5,95409,3.422192874886017,463942,2658872,3122814,3122814,0,True,993630,536344,0.17175022271579415,5,13710,0.5811087004370656,0.5437013279669632,0.002808959322495781,0.2095190181219801,0.5455135259776331,,False,cc7d559c37ede0b5b6f6af3a5c1d19a9f6fc0cee6984b765e17e1b23a93027b0
case_047,3,5,92870,3.515753203402606,463942,2658872,3122814,3122814,0,True,993630,536344,0.17175022271579415,5,13710,0.596995800581458,0.5585657370517928,0.002885754280176591,0.21524711962958976,0.5604274792721008,0.46391784685730747,True,cc7d559c37ede0b5b6f6af3a5c1d19a9f6fc0cee6984b765e17e1b23a93027b0
case_048,1,5,119999,1.8518487654063784,414790,1391956,1806746,1806746,0,False,557866,147684,0.08174032210393713,4,183,0.3914699289160743,0.23256193801615013,0.0348169568079734,0.6330052750439586,0.25093903560307446,,False,d5c30a8ce148278187bfd4243587c95351743994684cabe20ef4faf9d458ab36
case_048,2,5,98594,2.25388968902773,414790,1236440,1651230,1651230,0,False,562526,152344,0.09226092064703281,5,1728,0.317747530275676,0.283051707000426,0.010629450067955454,0.7704322778262369,0.27912956163661073,,False,d525dc2b8013bff3b5a9a0382714b22e81f9154d5d6b9fc655c2fc96bcb6bfc4
case_048,3,5,98366,2.259113921476933,414790,1236440,1651230,1651230,0,False,562526,152344,0.09226092064703281,5,1728,0.31848402903442247,0.2837077852103369,0.010654087794563161,0.7722180428196734,0.2797765488075148,,False,d525dc2b8013bff3b5a9a0382714b22e81f9154d5d6b9fc655c2fc96bcb6bfc4
case_049,1,5,86941,2.257576977490482,152540,2643504,2796044,2796044,0,False,250088,97584,0.0349007383288675,5,361,0.49118367628621706,0.38121254643953945,0.10862538963204932,0.10260981585212961,0.5360041100669802,,False,3b2cd8d49dbf2d34a7063583ca442f7052830286334a13cb9f4c7f552dc6118f
case_049,2,5,59914,3.2759622125045897,152540,1782112,1934652,1934652,0,False,219344,66840,0.03454884909534118,5,2140,0.6480956036986347,0.5531762192475882,0.021030143205260875,0.14889675201121608,0.5381747170945022,,False,c3e6fcd858c88ba13a8dbc54b682259c136bc45c88162bb736c46386551a7e89
case_049,3,5,59456,3.301197524219591,152540,1786208,1938748,1938748,0,False,219344,66840,0.034475857615327,5,4303,0.6530879978471474,0.5574374327233584,0.009889666307857911,0.15004372981700753,0.543468559382849,,False,dd826fe6e507ec1754234f9b5891b5249bdbf35a77b9a8ee484a761d9c4d2d3d
case_050,1,5,77776,1.9246297058218473,319376,907036,1226412,1226412,0,False,442032,122732,0.10007403710987825,5,99,0.48394106150997734,0.3430646986216828,0.17232822464513475,0.08780343550709731,0.2628085784817939,,False,6222853cabacbd20f99bd10f956d54d93725c6a7c03260e6a182abc409ff4019
case_050,2,5,48502,3.0862644839388067,319376,1481220,1800596,1800596,0,False,650464,331164,0.18391910234166908,5,4555,0.5965733371819719,0.5501257680095666,0.01080367819883716,0.1407983175951507,0.6187359971410114,,False,092bb3ad07cb6c11787b90bfe9d1df4ad3d60b053544255bd61cf42b3fc71080
case_050,3,5,45172,3.313778446825467,319376,1481220,1800596,1800596,0,False,650464,331164,0.18391910234166908,5,4555,0.6405516691755955,0.5906800672983264,0.011600106260515363,0.15117772071194546,0.6643481212550548,,False,092bb3ad07cb6c11787b90bfe9d1df4ad3d60b053544255bd61cf42b3fc71080
case_051,1,5,259576,2.3408481523715596,393218,9111024,9504242,9504242,0,True,9437184,9043968,0.9515717297602481,5,194,0.5879896446512775,0.4677474034579468,0.016149412888710822,0.19860079514284834,0.6102414450231659,,False,f276716f9195a534c26de2e842d8deafd464756f9a8736624af53ebb7fc1ddec
case_051,2,5,162296,3.7439493271553212,393218,3507604,3900822,3900822,0,False,753664,360448,0.09240308837470666,5,1416,0.7804875043131069,0.7481145561196826,0.0032286686055109184,0.3176418396017154,0.400587198698674,,False,66be6762f6a74731bf33b9d4a4ef2cb0394a49a1f31c0455971678bfd7ef1ae3
case_051,3,5,159635,3.806358254768691,393218,3507604,3900822,3900822,0,False,753664,360448,0.09240308837470666,5,1416,0.7934976665518213,0.7605850847245278,0.0032824881761518462,0.32293669934538166,0.40726469759138034,,False,66be6762f6a74731bf33b9d4a4ef2cb0394a49a1f31c0455971678bfd7ef1ae3
case_052,1,5,44240,4.075519891500904,810204,854016,1664220,1664220,0,False,1664060,854016,0.5131629231712154,5,52,0.7220614828209765,0.6398191681735985,0.13860759493670885,0.08284358047016274,0.6269665461121158,,False,570bbbcbdb9d4119d81df279525fa129f67695954f5aec7203625890287811b1
case_052,2,5,32948,5.472289668568654,810204,328704,1138908,1138908,0,False,1138748,328704,0.28861330326944756,5,1008,0.8653636032536117,0.859099186597062,0.03969891950953017,0.11123588685200923,0.5761138764113147,,False,2d02815a662c8d6b93a573b90c3f994f2cd51f9795064b33779fc57c3e558a35
case_052,3,5,32186,5.601845522898154,810204,328704,1138908,1138908,0,False,1138748,328704,0.28861330326944756,5,1008,0.886223824022867,0.8794382650841981,0.040638787050270304,0.11386938420431243,0.5897533088920649,,False,39db1943f515170d19d7c20608cf3e7d9d37a05279dc4573c17413ce1eed33bf
case_053,1,5,470274,3.1315488417390713,2995288,15299978,18295266,18295266,0,False,14930992,12034074,0.6577698296378965,5,249,0.5766404266448921,0.515752944028375,0.4401540378587802,0.1210188103105849,0.648390300122907,,False,8ee481aa4bc646f86c4c3f1798b66494bb8327f69c218c1f50e79113cdfddcf3
case_053,2,5,418489,3.5190554590443237,2995288,5518068,8513356,6099544,2413812,False,6001174,3104256,0.5089324710175056,5,11670,0.8350757128622258,0.5795736566552526,0.004922471080482402,0.13599401656913324,0.33905136495025356,,False,4c32ff9607717e32e5dac6f2cb4a2577a110e9cd94468b8e6833deed933356bb
case_053,3,5,380122,3.8742456369270917,2995288,21711392,24706680,24706680,0,False,8576494,5679576,0.22988017815424816,5,11670,0.6516302660724714,0.6380719874145669,0.005419312746960186,0.14972035293931948,1.0832785263678504,,False,ac7401875e6693bf8d4a47ec0f8c76ed3cf81cc9743eb95e1eb5017d1491bbf3
case_054,1,5,387450,2.1036288553361726,1606276,13481052,15087328,15087328,0,True,3284214,1678000,0.11121916352584102,5,2325,0.37400438766292426,0.296407794554136,0.01609497999741902,0.05237062846818944,0.6490010754075795,,False,441def937e7b6c81dff3a008c7e1f28a597d4e6197a7198c465ccdcc2784aa75
case_054,2,5,217984,3.739040480035232,1606276,6504128,8110404,8110404,0,False,2302302,696088,0.08582655068724074,5,15751,0.5516184674104522,0.5268423370522607,0.009450234879624193,0.09308481356429829,0.6201069803288315,,False,9cf151ba81591e3d62ab724b7c3ecf3e0ec381890aa930ff688940469f06c041
case_054,3,5,212882,3.8286515534427523,1606276,6504128,8110404,8110404,0,False,2302302,696088,0.08582655068724074,5,15751,0.5648387369528659,0.5394688137090031,0.009676722315649046,0.0953157148091431,0.6349686680884246,,False,9cf151ba81591e3d62ab724b7c3ecf3e0ec381890aa930ff688940469f06c041
case_055,1,5,26781,4.437287629289422,625810,198656,824466,824466,0,False,824348,198656,0.24095111259894283,5,5,0.5677159180015683,0.5156566222321795,0.5677159180015683,0.25996041970053396,0.5130913707479183,,False,2fe97b140612725b59f4855d6592f43840c70e2f01bfaeb47879a7edaa769665
case_055,2,5,20296,5.855094599921166,625810,198656,824466,824466,0,False,824348,198656,0.24095111259894283,5,1236,0.7491131257390619,0.6804197871501774,0.10149783208513993,0.3430232558139535,0.6770348837209302,,False,2ca82d775896c1862608274ebf18148300c212997b356e82b5e165a7259a218e
case_055,3,5,20015,5.937297027229578,625810,198656,824466,824466,0,False,824348,198656,0.24095111259894283,5,1236,0.759630277292031,0.6899725206095428,0.10292280789407944,0.3478391206595054,0.6865400949288034,,False,b8f5ce7706007d861975e3575ccde8deef5ccf606fc26671622e3adc5aebadfa
case_056,1,5,138785,1.9979464639550384,221600,4461966,4683566,4683566,0,False,342368,120842,0.02580128047731152,5,388,0.3938321864754837,0.354437439204525,0.07685989119861657,0.09898043736715063,0.5624486315764192,,False,b16f7e3f823c121b111ee6156c1fb7f3d30198794b6fde5209df42dedb884bd8
case_056,2,5,92521,2.9969952767479815,221600,2734524,2956124,2956124,0,False,471538,250012,0.08457426007839997,5,7678,0.6040250321548621,0.5316695669091341,0.0028966396818019694,0.14847440040639423,0.5325140598710922,,False,113b80ab57b1b16262fa0a4bc473eca5c267aea7d8e6d1ffbbcf137f0e68601c
case_056,3,5,91897,3.0173455063821453,221600,2734524,2956124,2956124,0,False,471538,250012,0.08457426007839997,5,7678,0.6081264894392635,0.5352797153334712,0.0029163084757935515,0.14948257288050754,0.5361299425806428,,False,113b80ab57b1b16262fa0a4bc473eca5c267aea7d8e6d1ffbbcf137f0e68601c
case_057,1,5,14028,4.257627601938979,342460,14400,356860,356860,0,True,350988,14400,0.04035195875133105,5,5,0.9230824066153408,0.6781437125748503,0.9230824066153408,0.5837610493299116,0.42398536260811714,,False,e5b2f2ad92b6ea48ba2321ee5fa27e79340b57933cfa175da245b59da852b7ca
case_057,2,5,14028,4.257627601938979,342460,14112,356572,356572,0,True,350700,14112,0.03957685965246851,5,21,0.9230824066153408,0.6781437125748503,0.9230824066153408,0.5837610493299116,0.42364318981085447,,False,7609a693c051df78a2606146066ef251e8021ebc6af5daec6597e6e76bc10fa5
case_057,3,5,14028,4.257627601938979,342460,14112,356572,356572,0,True,350700,14112,0.03957685965246851,5,21,0.9230824066153408,0.6781437125748503,0.9230824066153408,0.5837610493299116,0.42364318981085447,0.0008212147134302823,True,7609a693c051df78a2606146066ef251e8021ebc6af5daec6597e6e76bc10fa5
case_058,1,5,943984,4.8091037559958645,7667712,36671488,44339200,33484800,10854400,False,32440320,25817088,0.7710091743119266,5,10,0.9235262462075629,0.9235262462075629,0.4708173019881693,0.0007902676316547738,0.782838127199896,,False,a1c3fbb7cc7b6397115e848a785f6b0460a87948229ef637f82b62bb144e3314
case_058,2,5,911208,4.982086417151737,7667712,36388864,44056576,25104384,18952192,False,24059904,17436672,0.6945668135095447,5,237,0.9567453314720679,0.9567453314720679,0.037519424763610504,0.0008186934267477898,0.8058272827572484,,False,37655385be65ab03b37c4be1a5d8dbdc9b1a23a97f9b503b55f24549c7d8b1ad
case_058,3,5,880410,5.156366919957747,7667712,18444288,26112000,26112000,0,True,25026560,18403328,0.7047843137254902,5,8415,0.9902136504583092,0.9902136504583092,0.000588362240319851,0.0008473324928158472,0.49431514862393655,0.0,True,38075010f0195653bb099beabf7d385d97e912803cfae1d246b674450f867013
case_059,1,5,150782,5.501140719714555,1343488,4325376,5668864,5668864,0,False,5406720,4325376,0.7630057803468208,5,5,0.993911740128132,0.9786207902800068,0.993911740128132,0.014060033691024128,0.6266070662722782,,False,d2c49cbd893d8ef50523efe08eaa45282f905df615791c8640e801357da6e5a9
case_059,2,5,148571,5.583007450983032,1343488,4087808,5431296,5431296,0,True,3645440,2564096,0.4720965309200603,5,1408,0.9945951767168559,0.9931844034165482,0.0035269332507689927,0.014269271930592107,0.6092817575435314,,False,21789ef4f82e01ed4e4b85a2e8798f27bca57376a2c2c45dce9549a774204e3d
case_059,3,5,150528,5.51042330994898,1343488,4362240,5705728,5705728,0,True,5386240,4304896,0.7544867193108399,5,290,0.9955888605442177,0.9802721088435373,0.9955888605442177,0.01408375850340136,0.6317460317460317,0.7575642965204236,True,8bbd79ec1c3026291363d72abd40144241b5f5e2ea03f7f2894e65b4dbe9f6a9
