case,method,name,predicted,status,makespan,added_copy,seconds,record_path
case_047,cpsat_warm,cpsat_warm_raw,154315.6000000001,success,158234,3966906,3.5309851249912754,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/run_v2/arms/case_047/cpsat_warm/evaluations/call_01/attempts/20260926T174004-35387af972034c308d33efa7310a77d8/record.json
case_047,cpsat_intact,cpsat_intact_raw,153853.66666666672,success,159834,3887038,3.297859041020274,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/run_v2/arms/case_047/cpsat_intact/evaluations/call_01/attempts/20260926T173955-42632eac14284f72aec15b4bd20a78a1/record.json
case_075,cpsat_warm,cpsat_warm_raw,391440.99999999936,success,425665,10767500,2.5269245830131695,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/run_v2/arms/case_075/cpsat_warm/evaluations/call_01/attempts/20260926T174016-1af083ffdf364a2fab403cfcaae29e5f/record.json
case_075,cpsat_intact,cpsat_intact_raw,389382.09999999934,success,423477,10638860,2.227505667018704,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/run_v2/arms/case_075/cpsat_intact/evaluations/call_01/attempts/20260926T174008-60f13a4dc8954fd58ebede29643e6787/record.json
case_085,cpsat_warm,cpsat_warm_raw,799949.9666666666,success,875536,23758708,5.76065120799467,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/run_v2/arms/case_085/cpsat_warm/evaluations/call_01/attempts/20260926T174029-543d21334eed48b4b9f6c572768ab39c/record.json
case_085,cpsat_intact,cpsat_intact_raw,792877.7,success,872469,23398256,6.1631297919666395,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/run_v2/arms/case_085/cpsat_intact/evaluations/call_01/attempts/20260926T174020-d9b894ad7ed244d1ac4e57db6524e9bf/record.json
