case,cores,p2_makespan,p3_makespan,p2_over_p3,p2_added_copy,p3_added_copy,p2_cache_hit_rate,p3_cache_hit_rate,p3_hit_bytes,p3_miss_bytes,relation
case_092,3,1294505,1291687,1.0021816430760704,10282176,10282176,N/A,0.08682361332648798,708928,7456224,faster
case_093,3,25103,25103,1.0,16384,16384,N/A,0.0,0,589824,equal
case_094,3,25046,25046,1.0,212544,212544,N/A,0.1670488044546348,114240,569632,equal
case_095,3,361155,361155,1.0,0,0,N/A,0.0,0,8516508,equal
case_096,3,24231,24072,1.00660518444666,764004,764004,N/A,0.26298804839157974,179776,503814,faster
case_097,3,3539857,3539857,1.0,8544256,8589312,N/A,0.5394820971867008,6912000,5900288,equal
case_098,3,63811,62695,1.0178004625568227,1054616,1054616,N/A,0.34341463546546924,507970,971204,faster
case_099,3,533822,533576,1.000461040226697,8986624,8986624,N/A,0.530121552854381,6107136,5413120,faster
case_100,3,57811,57811,1.0,0,0,N/A,0.0,0,436006,equal
case_001,4,58984,58984,1.0,3456,3456,N/A,0.0,0,823808,equal
case_002,4,62314,63304,0.9843611778086693,595968,595968,N/A,0.0,0,1520640,slower
case_003,4,173817,168221,1.0332657634896951,4750638,4750638,N/A,0.4483146667323797,1964826,2417868,faster
case_004,4,100126,100126,1.0,331776,1093632,N/A,0.09498680738786279,110592,1053696,equal
case_005,4,35287,31233,1.1297986104440816,1555314,1553010,N/A,0.39349887541042844,505262,778762,faster
case_006,4,31151,31151,1.0,0,0,N/A,0.0,0,543264,equal
case_007,4,246030,246030,1.0,82944,82944,N/A,0.0,0,963072,equal
case_008,4,67332,67332,1.0,0,0,N/A,0.0,0,1990872,equal
case_009,4,44749,42444,1.0543068513806428,1352596,1340300,N/A,0.3483650686742746,476886,892040,faster
case_010,4,29617,29582,1.001183151916706,133632,133632,N/A,0.19381587011644816,96768,402510,faster
case_011,4,46880,46880,1.0,540672,540672,N/A,0.0,0,1081344,equal
case_012,4,13059,13059,1.0,39168,39168,N/A,0.049168297455968686,25728,497536,equal
case_013,4,66946,66946,1.0,24576,24576,N/A,0.006,12288,2035712,equal
case_014,4,4407508,4396449,1.0025154391646531,89135112,89135112,N/A,0.2551893335199598,25203552,73560576,faster
case_015,4,44529,44529,1.0,219648,219648,N/A,0.050544772807549834,55808,1048322,equal
case_016,4,2240038,2239547,1.0002192407661015,212460,212460,N/A,0.33094772061898786,197824,399926,faster
case_017,4,29762,29762,1.0,259200,259200,N/A,0.1406791738321428,111744,682574,equal
case_018,4,247668,244826,1.0116082442224275,4198144,3919616,N/A,0.6705142191248648,3641088,1789204,faster
case_019,4,22103,22103,1.0,51744,51744,N/A,0.03546381755528234,8192,222804,equal
case_020,4,133704,133704,1.0,0,0,N/A,0.0,0,1179648,equal
case_021,4,1550324,1550324,1.0,4608000,4608000,N/A,0.0,0,6963200,equal
case_022,4,14333,14333,1.0,13824,13824,N/A,0.060801182245210326,13824,213540,equal
case_023,4,19331,19279,1.0026972353337829,281280,281280,N/A,0.08360054906192602,59808,655594,faster
case_024,4,744106,743615,1.000660287917807,201852,201852,N/A,0.33253326041529524,197008,395438,faster
case_025,4,1177396,1177396,1.0,82944,82944,N/A,0.0,0,4205568,equal
case_026,4,41655,41655,1.0,95664,95664,N/A,0.16365409289196817,95664,488886,equal
case_027,4,559196,559196,1.0,1843200,1843200,N/A,0.0,0,3686400,equal
case_028,4,10044660,10033676,1.0010947134430093,25172352,25172352,N/A,0.10820630081300812,2146536,17690904,faster
case_029,4,11028,11028,1.0,0,0,N/A,0.0,0,258132,equal
case_030,4,695057,695057,1.0,4761600,4761600,N/A,0.6533562330041506,4674560,2480128,equal
case_031,4,347666,344645,1.008765541354147,7232130,7232130,N/A,0.5089649236622593,4567552,4406646,faster
case_032,4,9948,9917,1.003125945346375,10240,10240,N/A,0.007178408692604276,2048,283252,faster
case_033,4,434989,434850,1.0003196504541796,7229024,7229024,N/A,0.4380591157500622,4313088,5532816,faster
case_034,4,192378,192378,1.0,2357760,2357760,N/A,0.49579968191431006,2299392,2338352,equal
case_035,4,57103,56560,1.0096004243281471,1119718,1119718,N/A,0.3805024636837397,428738,698030,faster
case_036,4,233584,233584,1.0,3456,3456,N/A,0.0,0,3281408,equal
case_037,4,53320,53320,1.0,614400,614400,N/A,0.0,0,1146880,equal
case_038,4,334329,333874,1.0013627895553412,6673920,6676992,N/A,0.6642356508323328,6250496,3159562,faster
case_039,4,373028,363337,1.0266722078951498,12165120,17469440,N/A,0.605893536121673,13053952,8491008,faster
case_040,4,100050,100050,1.0,0,0,N/A,0.0,0,911174,equal
case_041,4,1485492,1483911,1.0010654277783506,36000768,36000768,N/A,0.4334136546184739,16576512,21669888,faster
case_042,4,430772,426450,1.010134834095439,8766464,7608608,N/A,0.6439130100990361,5904672,3265312,faster
case_043,4,219424,219046,1.0017256649288278,1434420,1443636,N/A,0.2597756463255572,644108,1835370,faster
case_044,4,44806,43790,1.023201644211007,1020512,930400,N/A,0.0015122166717640262,2848,1880480,faster
case_045,4,31878,31878,1.0,0,0,N/A,0.0,0,278528,equal
case_046,4,77846,58678,1.3266641671495278,2791200,2582304,N/A,0.5752320206399828,2054784,1517312,faster
case_047,4,91661,90017,1.0182632169479098,2114482,2114418,N/A,0.3829318319667008,661648,1066200,faster
case_048,4,96007,97526,0.9844246662428481,1005518,788560,N/A,0.21129278058773696,186064,694534,slower
case_049,4,93550,88719,1.0544528229578782,4523478,4523478,N/A,0.15952433564945534,389836,2053904,faster
case_050,4,56006,44303,1.26415818341873,1214252,1237226,N/A,0.3175604745403032,337596,725496,faster
case_051,4,179465,178974,1.0027434152446724,197848,197848,N/A,0.3331391291976885,196700,393744,faster
case_052,4,36758,36746,1.0003265661568606,259584,259584,N/A,0.2039138840793248,218112,851516,faster
case_053,4,372834,372834,1.0,2212940,2212940,N/A,1.5878857023992556e-06,8,5038138,equal
case_054,4,252914,250944,1.0078503570517725,5695422,5695422,N/A,0.18622028997167386,870286,3803136,faster
case_055,4,21855,21340,1.024133083411434,115712,115712,N/A,0.13397284071842072,99328,642076,faster
case_056,4,125443,122012,1.028120184899846,5730556,6410910,N/A,0.150507343832647,527546,2977572,faster
case_057,4,14026,14026,1.0,288,288,N/A,0.0008549139742813379,288,336588,equal
case_058,4,1131299,1115407,1.0142477140631179,34217984,43626496,N/A,0.27267441860465114,13447168,35868672,faster
case_059,4,185216,185216,1.0,1081344,1081344,N/A,0.0,0,2162688,equal
case_060,4,194109,188051,1.0322146651706186,3814784,3704196,N/A,0.4464897717861883,2547968,3158698,faster
case_061,4,21539,21539,1.0,62208,62208,N/A,0.07812036077882832,47360,558884,equal
case_062,4,837097,837097,1.0,10033152,10033152,N/A,0.0,0,18416640,equal
case_063,4,263190,272966,0.9641860158408007,6047232,6474240,N/A,0.025541795665634675,253440,9669120,slower
case_064,4,8662,9079,0.9540698314792379,119534,122668,N/A,0.36610509061105545,40202,69608,slower
case_065,4,9773,9505,1.0281956864807995,41616,41616,N/A,0.06792134436449715,23184,318152,faster
case_066,4,121966,120257,1.014211230947055,2619424,2619424,N/A,0.3613385116974029,964432,1704622,faster
case_067,4,14818727,14790697,1.0018951101493054,68594816,68594816,N/A,0.24004539892735027,10747520,34025344,faster
case_068,4,129343,114757,1.1271033575293883,4068370,4068370,N/A,0.24924633097423524,1420402,4278386,faster
case_069,4,10455,9422,1.1096370197410317,433744,433744,N/A,0.4658758587705445,187024,214422,faster
case_070,4,24990,24990,1.0,360960,360960,N/A,0.15671769861862817,122368,658450,equal
case_071,4,8852,8316,1.0644540644540645,302060,318862,N/A,0.40833736914651864,131532,190584,faster
case_072,4,5882529,5854470,1.0047927481052938,121713128,121721176,N/A,0.31959612665061266,42444280,90361710,faster
case_073,4,2152516,2120862,1.0149250634883364,19069056,19694720,N/A,0.28328068297522385,5555456,14055680,faster
case_074,4,402467,400221,1.0056118994255674,6586368,6586368,N/A,0.6063388632557075,6189056,4018200,faster
case_075,4,432473,424548,1.018666911633078,12219250,12223346,N/A,0.27435972221843635,2415632,6388984,faster
case_076,4,1533060,1530771,1.0014953249049008,33171456,33171456,N/A,0.3236058310313705,12115968,25324544,faster
case_077,4,118637,115215,1.0297009937942108,188416,221184,N/A,0.07008094554525747,163840,2174028,faster
case_078,4,515192,515192,1.0,6445440,6445440,N/A,0.0,0,8692224,equal
case_079,4,7465676,7473390,0.9989678044368084,52277248,40062976,N/A,0.07339285714285715,3366912,42508288,slower
case_080,4,85451,84651,1.0094505676247179,1650688,4190208,N/A,0.5,3047424,3047424,faster
case_081,4,39588,39588,1.0,0,0,N/A,0.0,0,1044820,equal
case_082,4,206265,203902,1.0115889005502643,6538482,6530034,N/A,0.2258402066997475,923728,3166456,faster
case_083,4,210367,210367,1.0,2791200,2791200,N/A,0.7018738529894717,2790336,1185216,equal
case_084,4,319932,319932,1.0,0,0,N/A,0.0,0,9927786,equal
case_085,4,929675,958408,0.9700200749576381,33196594,30035794,N/A,0.15771894546145795,2754574,14710506,slower
case_086,4,43989,38497,1.1426604670493805,1946800,1780850,N/A,0.3873788339634441,545104,862056,faster
case_087,4,956871,954587,1.002392657767181,12125012,12125012,N/A,0.2041455633609321,3649538,14227598,faster
case_088,4,85296,77521,1.10029540382606,2703122,2703122,N/A,0.2444758329785999,934990,2889478,faster
case_089,4,147992,147992,1.0,716160,716160,N/A,0.0,0,1118720,equal
case_090,4,285675,255669,1.117362683782547,7641072,7641072,N/A,0.36868807643602886,3256200,5575656,faster
case_091,4,2286955,2263593,1.0103207599599398,69345792,69345792,N/A,0.46660860641903296,35386880,40451584,faster
case_092,4,971654,957768,1.0144982918619123,6264608,6264608,N/A,0.2586650171077304,1712768,4908800,faster
case_093,4,19545,19475,1.003594351732991,28672,28672,N/A,0.017064846416382253,10240,589824,faster
case_094,4,18815,18815,1.0,318816,318816,N/A,0.1993763162157784,157536,632608,equal
case_095,4,273250,273250,1.0,0,0,N/A,0.0,0,8516508,equal
case_096,4,24231,24072,1.00660518444666,764004,764004,N/A,0.26298804839157974,179776,503814,faster
case_097,4,2577788,2583365,0.9978411877531824,7667712,7718912,N/A,0.6302895322939867,7534592,4419584,slower
case_098,4,52286,52728,0.9916173570019724,809756,921372,N/A,0.21230909922267946,278592,1033608,slower
case_099,4,400362,400362,1.0,5652480,5652480,N/A,0.6614754354692435,5414912,2771200,equal
case_100,4,57811,57811,1.0,0,0,N/A,0.0,0,436006,equal
case_001,5,47502,47502,1.0,4608,4608,N/A,0.0,0,824960,equal
case_002,5,51207,51207,1.0,642048,642048,N/A,0.0,0,1543680,equal
case_003,5,148821,132837,1.120327920684749,5783280,5783280,N/A,0.4519169174218999,2284318,2770412,faster
case_004,5,81107,81107,1.0,2863104,2863104,N/A,0.08080808080808081,172032,1956864,equal
case_005,5,35106,31056,1.1304095826893354,1546098,1546098,N/A,0.4161517336079643,533390,748330,faster
case_006,5,20866,19386,1.0763437532239761,355106,355106,N/A,0.3391513671808025,296712,578154,faster
case_007,5,196870,196870,1.0,110592,110592,N/A,0.0,0,990720,equal
case_008,5,55855,55855,1.0,0,0,N/A,0.0,0,1990872,equal
case_009,5,39975,37274,1.0724633792992435,1207674,1327286,N/A,0.36854246992413386,502588,861130,faster
case_010,5,19138,18544,1.0320319240724762,554512,554512,N/A,0.36276850228766283,295110,518384,faster
case_011,5,39795,38462,1.0346575841089907,1601536,1558528,N/A,0.676153091265947,1411072,675840,faster
case_012,5,12090,12045,1.00373599003736,61824,61824,N/A,0.08637326429748177,46976,496896,faster
case_013,5,53708,53418,1.00542888165038,45056,45056,N/A,0.014895729890764648,30720,2031616,faster
case_014,5,3584500,3574405,1.002824246273156,88929456,88929456,N/A,0.2673517905952803,26425344,72415752,faster
case_015,5,33367,32109,1.039179046373291,313344,313344,N/A,0.23231420924241084,278272,919554,faster
case_016,5,1971422,1969193,1.0011319357726745,40388464,40388464,N/A,0.015878725214550537,329504,20421784,faster
case_017,5,27307,25560,1.0683489827856025,340992,330624,N/A,0.2683478449699795,232320,633422,faster
case_018,5,196754,196222,1.002711214848488,4681728,4681728,N/A,0.6895812202238839,4326656,1947668,faster
case_019,5,14954,15394,0.9714174353644277,379948,789864,N/A,0.21508768902747138,139616,509496,slower
case_020,5,107187,107187,1.0,0,0,N/A,0.0,0,1179648,equal
case_021,5,1244571,1244853,0.9997734672286608,6553600,7360512,N/A,0.5997048903878583,5826560,3889152,slower
case_022,5,11576,11576,1.0,13824,13824,N/A,0.060801182245210326,13824,213540,equal
case_023,5,17020,16213,1.0497748720162832,267168,280992,N/A,0.16382283104512008,117152,597962,faster
case_024,5,658886,656657,1.0033944662129544,13637536,13637536,N/A,0.044507569594936104,328280,7047544,faster
case_025,5,942179,942350,0.9998185387594842,125952,118272,N/A,0.010873504893077202,46080,4191744,slower
case_026,5,27772,24235,1.145945945945946,765184,765184,N/A,0.29469073820961406,310040,742046,faster
case_027,5,448117,448117,1.0,16119808,16119808,N/A,0.2401134953005852,2772992,8775680,equal
case_028,5,7891254,7864808,1.0033625741403986,95173632,88390656,N/A,0.19078738128139325,10020312,42500520,faster
case_029,5,9383,9238,1.0156960381034856,0,0,N/A,0.0,0,258132,faster
case_030,5,558438,557851,1.0010522523039307,7669760,6481920,N/A,0.6648205838236991,5900288,2974720,faster
case_031,5,273131,273027,1.0003809147080691,7215360,7217408,N/A,0.42688383404925023,4008960,5382260,faster
case_032,5,9948,9829,1.0121070302167057,10240,92342,N/A,0.2386193827828912,88146,281254,faster
case_033,5,349438,349144,1.000842059436794,7936128,7934592,N/A,0.42679368570382714,4495872,6038192,faster
case_034,5,150655,150655,1.0,2807808,2807808,N/A,0.5130272621207785,2610176,2477616,equal
case_035,5,41448,40174,1.0317120525713148,1126424,1132564,N/A,0.33757454040979973,371810,729606,faster
case_036,5,187182,187182,1.0,4608,4608,N/A,0.0,0,3282560,equal
case_037,5,43013,43013,1.0,778240,778240,N/A,0.3421875,448512,862208,equal
case_038,5,269823,267123,1.010107703192911,8643072,8640000,N/A,0.6048890962145632,6916608,4517898,faster
case_039,5,308167,288160,1.0694301776790671,10448896,20160512,N/A,0.6485984464707869,15732736,8523776,faster
case_040,5,62862,56079,1.12095436794522,2162492,2162492,N/A,0.2439830154396261,552420,1711754,faster
case_041,5,1194924,1189899,1.004223047502351,18518016,36806656,N/A,0.4226160824309798,16505856,22550528,faster
case_042,5,346660,343838,1.008207353462968,14267176,14425492,N/A,0.04162900757418816,408728,9409618,faster
case_043,5,157061,140740,1.1159656103453177,6691004,6691004,N/A,0.31648070725906324,1685656,3640596,faster
case_044,5,43839,43210,1.0145568155519555,930400,1021280,N/A,0.15612038358164382,301120,1627648,faster
case_045,5,25770,25770,1.0,0,0,N/A,0.0,0,278528,equal
case_046,5,74332,56262,1.3211759269133696,2443040,2582304,N/A,0.5752320206399828,2054784,1517312,faster
case_047,5,86880,83320,1.042726836293807,2648760,2648760,N/A,0.4415777198652474,903128,1142102,faster
case_048,5,94648,96737,0.9784053671294334,880530,1236440,N/A,0.2373620961565273,262184,842390,slower
case_049,5,53502,52472,1.019629516694618,1789276,1778976,N/A,0.23404223648711509,251572,823328,faster
case_050,5,38837,34788,1.1163907094400367,1481220,1481220,N/A,0.35690155464091156,437380,788112,faster
case_051,5,162296,159635,1.016669276787672,3507604,3507604,N/A,0.15494134258491382,360586,1966656,faster
case_052,5,30009,31139,0.9637111018337133,328704,328704,N/A,0.1895133954132082,215808,922940,slower
case_053,5,344470,316525,1.0882868651765263,10036070,15784344,N/A,0.5253706073271627,7976020,7205682,faster
case_054,5,197734,192011,1.0298055840550802,6504128,6504128,N/A,0.2476051231560399,1289112,3917210,faster
case_055,5,18793,19462,0.9656253211386291,157184,198656,N/A,0.19750881909096643,162816,661532,slower
case_056,5,82790,79581,1.0403236953544188,2734524,2734524,N/A,0.29249839829057633,501282,1212512,faster
case_057,5,14028,14028,1.0,14112,14112,N/A,0.0008212147134302823,288,350412,equal
case_058,5,911208,880410,1.0349814291068933,36388864,18444288,N/A,0.0,0,25047040,faster
case_059,5,148571,150528,0.9869990965136054,4087808,4362240,N/A,0.7575642965204236,4102144,1312768,slower
case_060,5,161681,153683,1.0520421907432833,3521920,3508608,N/A,0.4167797328356995,2337024,3270312,faster
case_061,5,19442,18480,1.0520562770562771,305762,305762,N/A,0.16458557335363413,125826,638676,faster
case_062,5,644927,644927,1.0,7099392,7099392,N/A,0.0,0,16949760,equal
case_063,5,206194,206181,1.0000630513965885,3164160,3164160,N/A,0.018612132352941176,124416,6560256,faster
case_064,5,8539,8510,1.0034077555816687,127474,127410,N/A,0.2420233601595328,27186,85142,faster
case_065,5,8456,8163,1.0358936665441627,55584,55584,N/A,0.10456397901515323,37152,318152,faster
case_066,5,89276,79059,1.1292325984391405,3267848,3261704,N/A,0.4015519316419276,1257182,1873626,faster
case_067,5,11912490,11868839,1.0036777817948326,77927936,77927936,N/A,0.22809604830814378,11720064,39662080,faster
case_068,5,130506,114148,1.1433051827452079,4092568,4188824,N/A,0.2503727047267238,1439608,4310252,faster
case_069,5,10453,9107,1.1477983968375975,433744,426832,N/A,0.36484409255162054,144784,252054,faster
case_070,5,22310,20916,1.066647542551157,462848,462848,N/A,0.2215732078404361,195584,687122,faster
case_071,5,8107,7473,1.0848387528435701,304174,361106,N/A,0.314134394505418,108306,236470,faster
case_072,5,4633832,4625733,1.0017508576478582,182240480,182240480,N/A,0.12966674767508915,16097280,108046190,faster
case_073,5,1783283,1713089,1.04097510403721,22805504,14886400,N/A,0.7909809511468188,14844928,3922816,faster
case_074,5,327231,324586,1.008148841909386,4554752,4554752,N/A,0.4606727787259638,3694592,4325400,faster
case_075,5,384301,367706,1.0451311645716959,12764184,12764184,N/A,0.32901909374640037,2999190,6116360,faster
case_076,5,1231756,1223447,1.0067914670598725,35959808,18843648,N/A,0.6022329537902619,13919232,9193472,faster
case_077,5,102246,101185,1.0104857439343777,1165830,1165830,N/A,0.033018342199395624,94208,2758994,faster
case_078,5,469283,454208,1.0331896399887277,11867136,11867136,N/A,0.4466950374619894,5471664,6777552,faster
case_079,5,5958084,5941538,1.002784800837763,136581120,143093760,N/A,0.17983231361885338,16252928,74125312,faster
case_080,5,73895,71695,1.0306855429248902,1921024,1904640,N/A,0.3387096774193548,1290240,2519040,faster
case_081,5,30943,30943,1.0,0,0,N/A,0.0,0,1044820,equal
case_082,5,204047,191965,1.0629385565076968,8262966,8262966,N/A,0.29902528725437166,1510354,3540570,faster
case_083,5,169639,169444,1.0011508226906825,3768704,3754368,N/A,0.5547024827236499,2730432,2191904,faster
case_084,5,256584,256584,1.0,0,0,N/A,0.0,0,9927786,equal
case_085,5,869620,815053,1.0669490204931458,38726264,38726264,N/A,0.25080711537789807,5557520,16601022,faster
case_086,5,42744,37482,1.1403873859452538,1797234,2115702,N/A,0.4087658082158697,649936,940060,faster
case_087,5,735998,735938,1.0000815286070295,7311380,7311380,N/A,0.3777418410672101,4935176,8129768,faster
case_088,5,82028,71111,1.1535205523758632,2475026,2468858,N/A,0.27118645907739874,999244,2685468,faster
case_089,5,118946,118946,1.0,954880,954880,N/A,0.0,0,1357440,equal
case_090,5,235842,194575,1.2120878838494153,7279104,7130112,N/A,0.5883316480250939,5473800,3830136,faster
case_091,5,1860293,1818751,1.022840949640715,75841024,74685440,N/A,0.5271122394896742,42772704,38372640,faster
case_092,5,777353,750838,1.035313875962591,3950976,4540800,N/A,0.45188585646208496,2812928,3411936,faster
case_093,5,15630,15630,1.0,32768,32768,N/A,0.0,0,606208,equal
case_094,5,17170,16243,1.0570707381641322,304256,259200,N/A,0.22195453151693023,162144,568384,faster
case_095,5,217302,217302,1.0,0,0,N/A,0.0,0,8516508,equal
case_096,5,24231,21779,1.112585518159695,764004,235312,N/A,0.22790087821075172,96640,327404,faster
case_097,5,2094984,2094984,1.0,17039360,17039360,N/A,0.7840384615384616,16699392,4599808,equal
case_098,5,45492,42646,1.0667354499835857,909044,926452,N/A,0.31506833412178537,434236,943992,faster
case_099,5,321604,321604,1.0,7065600,7065600,N/A,0.7104568365469237,6819840,2779392,equal
case_100,5,57811,57811,1.0,0,0,N/A,0.0,0,436006,equal
