case,problem,cores,variant,original_singlecore,makespan,speedup,added_copy,scheduled_copy,spill,hit_bytes,miss_bytes,byte_hit_rate,calls,failed_calls,seconds,generation_seconds,generation_error_count,recovered_with_extended_time,recovery_calls,recovery_elapsed_seconds,plan,plan_sha256,source_export,python,B8_prefix_makespan,B12_prefix_makespan,B16_prefix_makespan,B24_prefix_makespan
case_019,3,4,frontier,81144,22103,3.671175858480749,51744,238728,0,8192,222804,0.03546381755528234,24,0,6.659911644004751,0.019553020014427602,0,False,0,0,plans/p3/n4/case_019.json,259d9734e1bc8eeaa0c79192c6b0fbf299620862b9e8cfebc20c848c44233bce,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,22443,22443,22443,22103
case_019,3,5,frontier,81144,22206,3.6541475276952173,80224,267208,0,16736,239668,0.06527199263662033,24,0,5.464209908008343,0.011561168008483946,0,False,0,0,plans/p3/n5/case_019.json,adf2a40e409992dfdeb74bc07791531d083d46d76370fcd55381b79e8f91634f,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,22546,22546,22546,22206
case_020,1,1,mature,532746,532746,1.0,0,2359296,0,0,0,,4,0,98.7258521040003,0.0,0,False,0,0,plans/p1/n1/case_020.json,860dba223981c94b840d1c38225cfe635e8409f2d40b286814e47ede24e9eb36,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,532746,532746,532746,532746
case_020,1,2,mature,532746,266580,1.9984469952734638,0,2359296,0,0,0,,5,0,85.31472049899821,0.0,0,False,0,0,plans/p1/n2/case_020.json,e292ba1aa71828a65535159d81b736e9dba7bce09d5fcf5479fd4685d65310a3,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,266580,266580,266580,266580
case_020,1,3,mature,532746,177950,2.993796010115201,0,2359296,0,0,0,,8,0,83.26869084600003,0.0,0,False,0,0,plans/p1/n3/case_020.json,b614e7afde2f83a8be0af599e47946b349e972a2936170966e5b78782ed1c343,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,177950,177950,177950,177950
case_020,1,4,mature,532746,133704,3.984518039849219,0,2359296,0,0,0,,9,0,82.34540168000058,0.0,0,False,0,0,plans/p1/n4/case_020.json,946f57f31b6c2264e5b5b4cf2f70e4477e0a885bec4b02f2b1accb4a66f4fd9d,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,133704,133704,133704,133704
case_020,1,5,mature,532746,107187,4.97024825771782,0,2359296,0,0,0,,12,0,109.51503511700139,0.0,0,False,0,0,plans/p1/n5/case_020.json,44636c4b9fffa183ba6833af435b8976eb7770c8abf8eb6ec4363ed29721b2e4,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,107187,107187,107187,107187
case_020,2,1,frontier,532746,532746,1.0,0,2359296,0,0,0,,13,0,32.351963708002586,1.1108541120192967,0,False,0,0,plans/p2/n1/case_020.json,860dba223981c94b840d1c38225cfe635e8409f2d40b286814e47ede24e9eb36,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,532746,532746,532746,532746
case_020,2,2,frontier,532746,266580,1.9984469952734638,0,2359296,0,0,0,,21,0,55.64646250999067,0.6448049170139711,0,False,0,0,plans/p2/n2/case_020.json,e292ba1aa71828a65535159d81b736e9dba7bce09d5fcf5479fd4685d65310a3,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,266580,266580,266580,266580
case_020,2,3,frontier,532746,177950,2.993796010115201,0,2359296,0,0,0,,24,0,57.61815273101092,0.4526954930042848,0,False,0,0,plans/p2/n3/case_020.json,b614e7afde2f83a8be0af599e47946b349e972a2936170966e5b78782ed1c343,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,177950,177950,177950,177950
case_020,2,4,frontier,532746,133704,3.984518039849219,0,2359296,0,0,0,,24,0,71.61347741697682,0.4610370559967123,0,False,0,0,plans/p2/n4/case_020.json,946f57f31b6c2264e5b5b4cf2f70e4477e0a885bec4b02f2b1accb4a66f4fd9d,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,133704,133704,133704,133704
case_020,2,5,frontier,532746,107187,4.97024825771782,0,2359296,0,0,0,,24,0,41.46785725199152,0.31905855902004987,0,False,0,0,plans/p2/n5/case_020.json,0b84c2b8325700c09af637a0efa8252ea91118b73f6b976111afd4317536a447,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,107650,107650,107650,107187
case_020,3,1,frontier,532746,532746,1.0,0,2359296,0,0,1179648,0.0,14,0,41.20420942700002,1.1397023970203009,0,False,0,0,plans/p3/n1/case_020.json,860dba223981c94b840d1c38225cfe635e8409f2d40b286814e47ede24e9eb36,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,532746,532746,532746,532746
case_020,3,2,frontier,532746,266580,1.9984469952734638,0,2359296,0,0,1179648,0.0,22,0,60.58190508201369,0.6119196939980611,0,False,0,0,plans/p3/n2/case_020.json,e292ba1aa71828a65535159d81b736e9dba7bce09d5fcf5479fd4685d65310a3,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,266580,266580,266580,266580
case_020,3,3,frontier,532746,177950,2.993796010115201,0,2359296,0,0,1179648,0.0,24,0,74.2094428880082,0.6861651900107972,0,False,0,0,plans/p3/n3/case_020.json,b614e7afde2f83a8be0af599e47946b349e972a2936170966e5b78782ed1c343,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,177950,177950,177950,177950
case_020,3,4,frontier,532746,133704,3.984518039849219,0,2359296,0,0,1179648,0.0,24,0,61.03378046301077,0.35962316300719976,0,False,0,0,plans/p3/n4/case_020.json,946f57f31b6c2264e5b5b4cf2f70e4477e0a885bec4b02f2b1accb4a66f4fd9d,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,133704,133704,133704,133704
case_020,3,5,frontier,532746,107187,4.97024825771782,0,2359296,0,0,1179648,0.0,24,0,61.12908958600019,0.3119476200081408,0,False,0,0,plans/p3/n5/case_020.json,0b84c2b8325700c09af637a0efa8252ea91118b73f6b976111afd4317536a447,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,107187,107187,107187,107187
case_021,1,1,mature,6567937,6202244,1.0589614017120255,6656000,9994240,0,0,0,,17,0,107.5506204480007,0.0,0,False,0,0,plans/p1/n1/case_021.json,2e828cec88e512c10dee3f983ebc72016d7d2fff4483559ebcaea7b7f44df3a2,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,6212588,6202244,6202244,6202244
case_021,1,2,mature,6567937,3109260,2.11237947292925,9113600,12451840,0,0,0,,15,0,79.05908759700105,0.0,0,False,0,0,plans/p1/n2/case_021.json,b91ca77e8d2a1a0782255f9736d2936500f56a1a6418886d4283dcc2bc5bfb47,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,3109260,3109260,3109260,3109260
case_021,1,3,mature,6567937,2097306,3.1316064513237456,8755200,12093440,0,0,0,,24,0,186.95131507100086,0.0,0,False,0,0,plans/p1/n3/case_021.json,8ef022c7349aaef5b0117ea2c5070a4e333817fbac475052fe07e8c96b33c4d6,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,2117978,2117978,2097306,2097306
case_021,1,4,mature,6567937,1550324,4.236493145948847,4608000,7946240,0,0,0,,18,0,123.71429542700025,0.0,0,False,0,0,plans/p1/n4/case_021.json,420ad363b6f9cfa27bd3da8675618d0a4876e43eaa5de92f75c5de31d16c5733,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,1550324,1550324,1550324,1550324
case_021,1,5,mature,6567937,1243902,5.280108079253832,12800000,16138240,0,0,0,,22,0,192.04317278999952,0.0,0,False,0,0,plans/p1/n5/case_021.json,8ed69d27051411cef634b8d81caf6cdf3ce21c135f13e899e4abfca590efac39,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,1250168,1243902,1243902,1243902
case_021,2,1,frontier,6567937,6199721,1.0593923500751081,26124288,29462528,26124288,0,0,,19,0,29.301557978993515,0.4291062879783567,0,False,0,0,plans/p2/n1/case_021.json,6a8d36444bf6fb88c918ded33098bdabcf84e6263f47f81b4b035765fe83d1e6,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,6391464,6265179,6265179,6199721
case_021,2,2,frontier,6567937,3102874,2.1167269441169703,25079808,28418048,23543808,0,0,,24,0,36.87315206800122,0.25773542298702523,0,False,0,0,plans/p2/n2/case_021.json,f1b4504a980917f8b27a99965a31945d66566dfd93cc67d5d1c27fa67e91f34c,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,3134208,3134208,3134208,3102874
case_021,2,3,frontier,6567937,2095417,3.134429567002654,28008448,31346688,23298048,0,0,,24,0,50.54281083299429,0.20539511300739832,0,False,0,0,plans/p2/n3/case_021.json,bad63974634bfca36760d42f989915749644d1ffdeeb2340db4ed5db19ab32f5,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,2119258,2112350,2112350,2095417
case_021,2,4,frontier,6567937,1550324,4.236493145948847,4608000,7946240,0,0,0,,24,0,41.240742153982865,0.18605847298749723,0,False,0,0,plans/p2/n4/case_021.json,420ad363b6f9cfa27bd3da8675618d0a4876e43eaa5de92f75c5de31d16c5733,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,1550324,1550324,1550324,1550324
case_021,2,5,frontier,6567937,1250168,5.253643510312214,11431936,14770176,2011136,0,0,,24,0,37.76240020399564,0.1359381630027201,0,False,0,0,plans/p2/n5/case_021.json,eaf84907925df6a12e976bb635bff67f52638d57354a7d0ac0192965e8450e10,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,1250168,1250168,1250168,1250168
case_021,3,1,frontier,6567937,6199721,1.0593923500751081,26124288,29462528,26124288,0,15417344,0.0,24,0,36.95502545600175,0.42534558998886496,0,False,0,0,plans/p3/n1/case_021.json,6a8d36444bf6fb88c918ded33098bdabcf84e6263f47f81b4b035765fe83d1e6,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,6381792,6241358,6230239,6199721
case_021,3,2,frontier,6567937,3102874,2.1167269441169703,25079808,28418048,23543808,0,15663104,0.0,24,0,33.67459880601382,0.26192314000218175,0,False,0,0,plans/p3/n2/case_021.json,f1b4504a980917f8b27a99965a31945d66566dfd93cc67d5d1c27fa67e91f34c,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,3133584,3133314,3133176,3102874
case_021,3,3,frontier,6567937,2095417,3.134429567002654,28008448,31346688,23298048,3915776,14798848,0.20923615670825127,24,0,35.97019119199831,0.17874178101192228,0,False,0,0,plans/p3/n3/case_021.json,bad63974634bfca36760d42f989915749644d1ffdeeb2340db4ed5db19ab32f5,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,2118624,2107862,2103704,2095417
case_021,3,4,frontier,6567937,1550324,4.236493145948847,4608000,7946240,0,0,6963200,0.0,24,0,30.32859387699864,0.15547963097924367,0,False,0,0,plans/p3/n4/case_021.json,420ad363b6f9cfa27bd3da8675618d0a4876e43eaa5de92f75c5de31d16c5733,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,1550324,1550324,1550324,1550324
case_021,3,5,frontier,6567937,1248894,5.259002765647044,28798976,32137216,19378176,7550976,14080000,0.34908161333080856,24,0,36.71095794197754,0.150330111006042,0,False,0,0,plans/p3/n5/case_021.json,ace269dbb1bec1db459d2bf8e954f42d596d9f21ecb57071172bef4c07a1c6ff,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,1249380,1249311,1249311,1248894
case_022,1,1,mature,56780,56129,1.0115982825277485,506880,720566,0,0,0,,10,0,15.63304184899971,0.0,0,False,0,0,plans/p1/n1/case_022.json,ad10b83b1fa762c0bc0e982eb15e23c1e93bb84d222e689bcf6fbd7e8e0278be,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,56129,56129,56129,56129
case_022,1,2,mature,56780,28344,2.0032458368614168,6912,220598,0,0,0,,16,0,28.068415540999922,0.0,0,False,0,0,plans/p1/n2/case_022.json,b42c82faecb41d517a51982bfeab402b2ba66e4ecd10ecd18713df66fffbe40d,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,28357,28357,28344,28344
case_022,1,3,mature,56780,19006,2.987477638640429,6912,220598,0,0,0,,15,0,28.48351061500034,0.0,0,False,0,0,plans/p1/n3/case_022.json,f17fdf0647c671bd38f5cfee3eeac6677f36fb956174c529cd91c71c0905c975,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,19115,19006,19006,19006
case_022,1,4,mature,56780,14610,3.886379192334018,6912,220598,0,0,0,,13,0,25.138974895999127,0.0,0,False,0,0,plans/p1/n4/case_022.json,5cd70389051f998c7d09eec87ef3c1fc42d42adf07fdae891ed9d86c6c859c78,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,14610,14610,14610,14610
case_022,1,5,mature,56780,11724,4.8430569771409075,13824,227510,0,0,0,,18,0,34.73813556400091,0.0,0,False,0,0,plans/p1/n5/case_022.json,e4cb2b0a58d0d82d60617a14e99c3abcfa62dc4a051d484c0a53ee060e1ff913,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,11828,11724,11724,11724
case_022,2,1,frontier,56780,54262,1.046404481957908,0,213686,0,0,0,,24,0,9.842453983001178,0.05130257600103505,0,False,0,0,plans/p2/n1/case_022.json,73d44b3160fdb106e51a21279f1574a6fa768689e0064fbfcffd312733394c6c,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,54262,54262,54262,54262
case_022,2,2,frontier,56780,27246,2.0839756294501943,6912,220598,0,0,0,,24,0,9.103296502988087,0.035982790985144675,0,False,0,0,plans/p2/n2/case_022.json,5feecc70c249c3433e9b06157ad13ba2e59b8e994d5326ab5c2b4623607755d5,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,27246,27246,27246,27246
case_022,2,3,frontier,56780,18346,3.094952578218685,13824,227510,0,0,0,,24,0,9.392611718998523,0.033027986995875835,0,False,0,0,plans/p2/n3/case_022.json,8de39257c1040277dc7d6dd36df70c8290c3e84c52dba81d49523e8b909104e7,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,18346,18346,18346,18346
case_022,2,4,frontier,56780,14333,3.9614874764529406,13824,227510,0,0,0,,24,0,10.666049166989978,0.03183377502136864,0,False,0,0,plans/p2/n4/case_022.json,5bbc741775e3eea74a614cd9f8bac71647a09931db319116c1424395b80bbf6d,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,14333,14333,14333,14333
case_022,2,5,frontier,56780,11654,4.872146902351124,20736,234422,0,0,0,,24,0,8.918124018993694,0.02604569899267517,0,False,0,0,plans/p2/n5/case_022.json,b6098c2c7e72faa611b442a712314cfe89cb0b659e6487eb1555f79b9443413b,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,11820,11654,11654,11654
case_022,3,1,frontier,56780,54262,1.046404481957908,0,213686,0,0,213540,0.0,24,0,10.09794741301448,0.05063766898820177,0,False,0,0,plans/p3/n1/case_022.json,73d44b3160fdb106e51a21279f1574a6fa768689e0064fbfcffd312733394c6c,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,54262,54262,54262,54262
case_022,3,2,frontier,56780,27181,2.0889591994407857,6912,220598,0,6912,213540,0.03135376408469871,24,0,9.361959563015262,0.04845452998415567,0,False,0,0,plans/p3/n2/case_022.json,a4e706b508b13d14ab477a5be9e35894a3c23231596b0b69e63697294ac32c4e,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,27246,27181,27181,27181
case_022,3,3,frontier,56780,18320,3.099344978165939,13824,227510,0,4608,222756,0.02026706074840344,24,0,9.193420516006881,0.03187590997549705,0,False,0,0,plans/p3/n3/case_022.json,0e57ac8c88348806a2a66c744d084f7b59b116711d8ffa86f1abcb387feb8b65,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,18336,18320,18320,18320
case_022,3,4,frontier,56780,14333,3.9614874764529406,13824,227510,0,13824,213540,0.060801182245210326,24,0,9.360790559003362,0.028873345989268273,0,False,0,0,plans/p3/n4/case_022.json,5bbc741775e3eea74a614cd9f8bac71647a09931db319116c1424395b80bbf6d,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,14333,14333,14333,14333
case_022,3,5,frontier,56780,11713,4.847605224963716,13824,227510,0,13824,213540,0.060801182245210326,24,0,9.68594199497602,0.023501627991208807,0,False,0,0,plans/p3/n5/case_022.json,b1514b40deca883322e397e9c9c0f45422770cabe3c43a7f45d569fdb68847d5,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,11820,11820,11820,11713
case_023,1,1,mature,122614,119735,1.0240447655238651,206976,650420,0,0,0,,24,0,21.327938356998857,0.0,0,False,0,0,plans/p1/n1/case_023.json,8cab33e24cfc0622287fd764d712b8afa54c3aca145fc370a6df1ab6f9b56c1a,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,119735,119735,119735,119735
case_023,1,2,mature,122614,59249,2.069469526911847,280992,724436,0,0,0,,24,0,24.61188239799958,0.0,0,False,0,0,plans/p1/n2/case_023.json,516b8e7f296c059b4904d987c2963f3b2b8513517f448348a5fa0557c340c716,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,60064,59640,59249,59249
case_023,1,3,mature,122614,40825,3.003404776484997,354720,798164,0,0,0,,24,0,23.801672920000783,0.0,0,False,0,0,plans/p1/n3/case_023.json,6eee6b8a304353804b34714d25a6fe9aaaa3f390fecb1c54b16ac69a501159f6,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,40825,40825,40825,40825
case_023,1,4,mature,122614,29988,4.088768840869681,281280,724724,0,0,0,,24,0,24.298323293000067,0.0,0,False,0,0,plans/p1/n4/case_023.json,0d93295b50c62465e1728a6f8fefbf4424a1b7882e922e6f54146ff321c3709e,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,30772,29988,29988,29988
case_023,1,5,mature,122614,23846,5.141910592971567,355008,798452,0,0,0,,24,0,23.78712346300017,0.0,0,False,0,0,plans/p1/n5/case_023.json,343e1e3de92a24799c670886f68d8db2235e18debe29907fe276febd18689da0,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,23846,23846,23846,23846
case_023,2,1,frontier,122614,69823,1.756068917119001,0,443444,0,0,0,,24,0,8.294535900000483,0.030320161022245884,0,False,0,0,plans/p2/n1/case_023.json,a106305f2bd1057f25afdb00413fbefc1bda019b893ec5ad02e8a9d80c04993e,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,74141,73448,69823,69823
case_023,2,2,frontier,122614,37454,3.2737224328509638,74016,517460,0,0,0,,24,0,7.9569601620023604,0.037069215992232785,0,False,0,0,plans/p2/n2/case_023.json,3194205a7a786da3279828dd7afebe0f0a62b6db0aa96d3dc95222dc611406e0,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,44795,37454,37454,37454
case_023,2,3,frontier,122614,25878,4.738155962593709,225568,669012,28672,0,0,,24,0,7.717833808012074,0.023962704988662153,0,False,0,0,plans/p2/n3/case_023.json,72d3a41478b76a57df9b957e0ce70e168e7a958f32c4909cfd5aefb64e635bd5,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,29841,27184,27184,25878
case_023,2,4,frontier,122614,19331,6.342868966944287,281280,724724,0,0,0,,24,0,8.0605867440172,0.02529168702312745,0,False,0,0,plans/p2/n4/case_023.json,3456616431bc737eba486e29e5de3fdd9033acc1d68834649240ff19145ee4f5,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,24384,21167,21167,19331
case_023,2,5,frontier,122614,17694,6.929693681473946,280992,724436,0,0,0,,24,0,5.039399978006259,0.014826222992269322,0,False,0,0,plans/p2/n5/case_023.json,aa419f2cabd50dc4e40fb3797195d3e2b652aea3b9de413323c89155bd90f98d,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,21082,19915,19769,17694
case_023,3,1,frontier,122614,69823,1.756068917119001,0,443444,0,0,434122,0.0,24,0,8.166625013982411,0.03460437900503166,0,False,0,0,plans/p3/n1/case_023.json,a106305f2bd1057f25afdb00413fbefc1bda019b893ec5ad02e8a9d80c04993e,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,74141,73448,69823,69823
case_023,3,2,frontier,122614,37454,3.2737224328509638,74016,517460,0,74016,434122,0.14566121801557844,24,0,7.8577043089899234,0.028715507010929286,0,False,0,0,plans/p3/n2/case_023.json,3194205a7a786da3279828dd7afebe0f0a62b6db0aa96d3dc95222dc611406e0,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,44795,37454,37454,37454
case_023,3,3,frontier,122614,25878,4.738155962593709,225568,669012,28672,82208,563146,0.12738435029456702,24,0,7.836044513009256,0.022944931988604367,0,False,0,0,plans/p3/n3/case_023.json,72d3a41478b76a57df9b957e0ce70e168e7a958f32c4909cfd5aefb64e635bd5,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,29841,27184,27184,25878
case_023,3,4,frontier,122614,19279,6.359977177239483,281280,724724,0,59808,655594,0.08360054906192602,24,0,8.105783552018693,0.02343673599534668,0,False,0,0,plans/p3/n4/case_023.json,3456616431bc737eba486e29e5de3fdd9033acc1d68834649240ff19145ee4f5,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,24115,21167,21167,19279
case_023,3,5,frontier,122614,16725,7.33118086696562,280992,724436,0,92576,622538,0.129456282494819,24,0,5.1195583079825155,0.011366443010047078,0,False,0,0,plans/p3/n5/case_023.json,aa419f2cabd50dc4e40fb3797195d3e2b652aea3b9de413323c89155bd90f98d,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,19711,19711,18572,16725
case_024,1,1,mature,2555343,2555343,1.0,0,393218,0,0,0,,10,0,120.23630756799867,0.0,0,False,0,0,plans/p1/n1/case_024.json,6be234e511462a2d51b596751a126628373a9ca5d10289914a654a0da2c94ff2,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,2555343,2555343,2555343,2555343
case_024,1,2,mature,2555343,1603352,1.5937504677700218,39393384,39786602,0,0,0,,18,1,240.241265269,0.0,0,False,0,0,plans/p1/n2/case_024.json,386c43c1d24d9fd6ead15a3b3b1f008e8bca2f1f60555ec282b63ea4445d078c,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,1603352,1603352,1603352,1603352
case_024,1,3,mature,2555343,1315117,1.9430537359033455,39393384,39786602,0,0,0,,19,1,240.26191440699768,0.0,0,False,0,0,plans/p1/n3/case_024.json,9417a40adf1b1901407382a042d269f6d08275e5cd551bc1f7ddd9b738146f54,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,1315117,1315117,1315117,1315117
case_024,1,4,mature,2555343,1214157,2.1046232077070757,39393784,39787002,0,0,0,,17,0,240.6350501979996,0.0,0,False,0,0,plans/p1/n4/case_024.json,d746f4f54882baa1da724717e76930d12b1725de2e7d677177235ec24e841f9d,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,1214164,1214157,1214157,1214157
case_024,1,5,mature,2555343,1093563,2.33671311117878,39393584,39786802,0,0,0,,19,1,240.2356505730022,0.0,0,False,0,0,plans/p1/n5/case_024.json,d12ad3792c8e732dc6199b1b36677d6bedd36250f5af3a659ff88b1f11d5a664,A题研究/直接迭代/运行结果/远端P1回收437_v1/cold_export_successful,3.11.4,1094110,1094110,1093563,1093563
case_024,2,1,frontier,2555343,2555343,1.0,0,393218,0,0,0,,9,0,14.708022954000626,0.11202541200327687,0,False,0,0,plans/p2/n1/case_024.json,6be234e511462a2d51b596751a126628373a9ca5d10289914a654a0da2c94ff2,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,2555343,2555343,2555343,2555343
case_024,2,2,frontier,2555343,1335245,1.9137633917370969,396852,790070,0,0,0,,24,0,41.70301771600498,0.10987096998724155,0,False,0,0,plans/p2/n2/case_024.json,aba86b7e3f593a92084e514d09f6124f9c1fcd19beee59a9bdee9f18957b1e7d,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,1335245,1335245,1335245,1335245
case_024,2,3,frontier,2555343,954489,2.6771843363307486,266588,659806,0,0,0,,24,0,40.93349025701173,0.10110209399135783,0,False,0,0,plans/p2/n3/case_024.json,8f5ffc1f6e7c5585c9aaa9b7e6963aaf5a6f84b8146dc74c6a57f36fef886106,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,954489,954489,954489,954489
case_024,2,4,frontier,2555343,744106,3.434111537872292,201852,595070,0,0,0,,24,0,40.047239565989,0.11578878201544285,0,False,0,0,plans/p2/n4/case_024.json,1a9e4b9e4ebdd8905478101e6d7d074255037cf415ed7531d3a64f8c220906ad,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,744106,744106,744106,744106
case_024,2,5,frontier,2555343,746405,3.4235341403125648,235428,628646,0,0,0,,24,0,42.423664755013306,0.10959169099805877,0,False,0,0,plans/p2/n5/case_024.json,aca5957249c3735e652e34aa283d9c62d7d83eca19dc68ace0204e0c74415629,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,746405,746405,746405,746405
case_024,3,1,frontier,2555343,2555343,1.0,0,393218,0,0,393216,0.0,10,0,16.287103984010173,0.10567612401791848,0,False,0,0,plans/p3/n1/case_024.json,6be234e511462a2d51b596751a126628373a9ca5d10289914a654a0da2c94ff2,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,2555343,2555343,2555343,2555343
case_024,3,2,frontier,2555343,1334413,1.9149566138819092,396852,790070,0,393216,395034,0.49884681255946717,24,0,55.52675448500668,0.15248844600864686,0,False,0,0,plans/p3/n2/case_024.json,aba86b7e3f593a92084e514d09f6124f9c1fcd19beee59a9bdee9f18957b1e7d,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,1334413,1334413,1334413,1334413
case_024,3,3,frontier,2555343,953896,2.678848637587326,266588,659806,0,262344,395238,0.39895252607279397,24,0,44.836951974983094,0.10435799599508755,0,False,0,0,plans/p3/n3/case_024.json,8f5ffc1f6e7c5585c9aaa9b7e6963aaf5a6f84b8146dc74c6a57f36fef886106,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,953896,953896,953896,953896
case_024,3,4,frontier,2555343,743615,3.4363790402291507,201852,595070,0,197008,395438,0.33253326041529524,24,0,43.665749998996034,0.10099922900553793,0,False,0,0,plans/p3/n4/case_024.json,1a9e4b9e4ebdd8905478101e6d7d074255037cf415ed7531d3a64f8c220906ad,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,743615,743615,743615,743615
case_024,3,5,frontier,2555343,656897,3.890020809959552,13604768,13997986,0,361048,7014776,0.048950191870088006,24,0,47.01258341502398,0.11580427500302903,0,False,0,0,plans/p3/n5/case_024.json,7a87881ccf8ef1c8b28a1c330511fe77bb295b6d24dfcb86bb7b94f6f6c659b8,A题研究/直接迭代/运行结果/从头全量P23便携1000_v1,3.12.3,746109,746109,746109,656897
