source_revision,config_id,case,problem,cores,variant,call_index,phase,family,name,status,makespan,arm_best_before,arm_best_after,strict_arm_best_update,arm_best_update_scope,added_copy_bytes,evaluation_elapsed_seconds
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,11,joint,phase,p1_joint_r0_phase16_eft_merge8,success,266179,277706,266179,True,current experimental arm only; not historical portfolio best,1676050,4.134526778012514
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,12,joint,phase,p1_joint_r0_phase8_eft_raw,success,256087,266179,256087,True,current experimental arm only; not historical portfolio best,1959572,4.685974160005571
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,13,joint,phase,p1_joint_r0_phase8_eft_raw,success,247291,256087,247291,True,current experimental arm only; not historical portfolio best,2227990,4.485487813974032
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,14,joint,phase,p1_joint_r0_phase8_eft_raw,success,237270,247291,237270,True,current experimental arm only; not historical portfolio best,2535156,5.589039136015344
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,15,joint,phase,p1_joint_r0_phase8_eft_raw,success,227294,237270,227294,True,current experimental arm only; not historical portfolio best,2843278,5.741510127001675
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,16,joint,phase,p1_joint_r0_phase4_eft_raw,success,220389,227294,220389,True,current experimental arm only; not historical portfolio best,3096878,6.290605281013995
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,17,joint,phase,p1_joint_r0_phase2_eft_raw,success,213032,220389,213032,True,current experimental arm only; not historical portfolio best,3239566,5.838238377997186
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,18,joint,phase,p1_joint_r0_phase2_eft_raw,success,202806,213032,202806,True,current experimental arm only; not historical portfolio best,3386416,5.738205617992207
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,19,joint,phase,p1_joint_r0_phase2_eft_raw,success,187134,202806,187134,True,current experimental arm only; not historical portfolio best,3548864,6.290831122023519
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,20,joint,phase,p1_joint_r0_phase2_eft_raw,success,179318,187134,179318,True,current experimental arm only; not historical portfolio best,3670414,6.90924088601605
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,21,joint,phase,p1_joint_r0_phase4_eft_raw,success,173480,179318,173480,True,current experimental arm only; not historical portfolio best,3756668,9.569835970993154
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,22,joint,phase,p1_joint_r0_phase2_eft_raw,success,172640,173480,172640,True,current experimental arm only; not historical portfolio best,3822240,8.04625732099521
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,23,joint,phase,p1_joint_r0_phase4_eft_merge8,success,165270,172640,165270,True,current experimental arm only; not historical portfolio best,3692924,6.791550016991096
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,legacy,24,joint,phase,p1_joint_r0_phase2_eft_merge8,success,160151,165270,160151,True,current experimental arm only; not historical portfolio best,3720028,6.194201316975523
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,1,initialization,tensor_merge,recipe_tensor_merge_8,success,322435,,322435,True,current experimental arm only; not historical portfolio best,619542,3.287543218000792
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,2,initialization,(none),bounded_component_cap512_bands0_critical_path,success,339249,322435,322435,False,current experimental arm only; not historical portfolio best,2436698,3.5345832770108245
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,3,initialization,(none),bounded_component_cap512_bands10_critical_path,success,341752,322435,322435,False,current experimental arm only; not historical portfolio best,1598320,3.3315874800027814
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,4,initialization,whole_component_reference,wcc_start0_simple_a1_per_core_lpt_mv,success,326508,322435,322435,False,current experimental arm only; not historical portfolio best,0,24.584554550994653
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,5,initialization,tensor_work_fraction,recipe_tensor_work_fraction_8,success,325532,322435,322435,False,current experimental arm only; not historical portfolio best,579822,3.0324343829997815
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,6,joint,affinity,p1_region_r0_cap4096_affinity_raw,success,325394,322435,322435,False,current experimental arm only; not historical portfolio best,3423368,6.692189541005064
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,7,joint,affinity,p1_region_r0_cap4096_affinity_raw,success,332537,322435,322435,False,current experimental arm only; not historical portfolio best,3617878,6.542394429008709
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,8,joint,affinity,p1_region_r0_cap4096_affinity_raw,success,341072,322435,322435,False,current experimental arm only; not historical portfolio best,3039252,6.493248123995727
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,9,legacy,(none),merge256,success,322950,322435,322435,False,current experimental arm only; not historical portfolio best,610260,2.8323670259851497
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,10,joint,affinity,p1_region_r0_cap4096_affinity_raw,success,322588,322435,322435,False,current experimental arm only; not historical portfolio best,2217688,10.299414255016018
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,11,legacy,(none),merge256,success,380526,322435,322435,False,current experimental arm only; not historical portfolio best,3209856,4.4378409040218685
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,12,legacy,(none),merge256,success,387477,322435,322435,False,current experimental arm only; not historical portfolio best,2623554,3.7347409710055217
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,13,legacy,(none),merge256,success,358297,322435,322435,False,current experimental arm only; not historical portfolio best,1758012,7.293485065019922
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,14,joint,affinity,p1_region_r0_cap4096_affinity_merge,success,347327,322435,322435,False,current experimental arm only; not historical portfolio best,3504780,4.684844661009265
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,15,joint,affinity,p1_region_r0_cap4096_affinity_raw,success,329761,322435,322435,False,current experimental arm only; not historical portfolio best,3609772,7.646018322993768
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,16,legacy,(none),merge256,success,325012,322435,322435,False,current experimental arm only; not historical portfolio best,578456,2.982757016987307
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,17,joint,affinity,p1_region_r0_cap4096_affinity_merge,success,354604,322435,322435,False,current experimental arm only; not historical portfolio best,2930974,4.333733457984636
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,18,joint,affinity,p1_region_r0_cap4096_affinity_merge,success,339765,322435,322435,False,current experimental arm only; not historical portfolio best,2015956,7.693963366997195
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,19,legacy,(none),local_duration,success,323575,322435,322435,False,current experimental arm only; not historical portfolio best,579822,2.9296557909983676
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,20,insertion,event_frontier,sealed_0_parent_open,success,373439,322435,322435,False,current experimental arm only; not historical portfolio best,2234406,7.644145820988342
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,21,insertion,event_frontier,sealed_0_parent_open,success,377752,322435,322435,False,current experimental arm only; not historical portfolio best,2364842,7.392086069012294
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,22,legacy,(none),merge256,success,325028,322435,322435,False,current experimental arm only; not historical portfolio best,578456,2.6857557840121444
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,23,legacy,(none),local_duration,success,330918,322435,322435,False,current experimental arm only; not historical portfolio best,3039252,5.4877025579917245
fea72e66e7260ba4deecbc28569b641e590f5046,case_047_p1_n5,case_047,1,5,persistent,24,legacy,(none),local_duration,success,317205,322435,317205,True,current experimental arm only; not historical portfolio best,2217688,9.6490393379936
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,1,initialization,tensor_merge,recipe_tensor_merge_8,success,1410559,,1410559,True,current experimental arm only; not historical portfolio best,2251406,2.179611923987977
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,2,initialization,(none),bounded_component_cap512_bands0_critical_path,success,1450841,1410559,1410559,False,current experimental arm only; not historical portfolio best,2756332,1.4770461810112465
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,3,initialization,(none),bounded_component_cap512_bands10_critical_path,success,1452338,1410559,1410559,False,current experimental arm only; not historical portfolio best,1794608,1.3247822069970425
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,4,initialization,whole_component_reference,wcc_start0_simple_a1_per_core_lpt_mv,success,1441809,1410559,1410559,False,current experimental arm only; not historical portfolio best,0,7.188198066985933
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,5,initialization,tensor_work_fraction,recipe_tensor_work_fraction_8,success,1437031,1410559,1410559,False,current experimental arm only; not historical portfolio best,817334,1.3747261459939182
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,6,legacy,(none),merge256,success,1460925,1410559,1410559,False,current experimental arm only; not historical portfolio best,2178810,1.6756523570220452
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,7,joint,phase,p1_joint_r0_phase16_eft_merge8,success,1289135,1410559,1289135,True,current experimental arm only; not historical portfolio best,1921476,1.5272621939948294
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,8,joint,phase,p1_joint_r0_phase16_eft_merge8,success,1176573,1289135,1176573,True,current experimental arm only; not historical portfolio best,2846136,1.8275126660009846
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,9,joint,phase,p1_joint_r0_phase16_eft_merge8,success,1063099,1176573,1063099,True,current experimental arm only; not historical portfolio best,3779828,2.180068902001949
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,10,joint,phase,p1_joint_r0_phase16_eft_merge8,success,943209,1063099,943209,True,current experimental arm only; not historical portfolio best,4786182,2.0303551999968477
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,11,joint,phase,p1_joint_r0_phase16_eft_merge8,success,816856,943209,816856,True,current experimental arm only; not historical portfolio best,5798422,2.2279305449919775
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,12,joint,phase,p1_joint_r0_phase16_eft_merge8,success,722885,816856,722885,True,current experimental arm only; not historical portfolio best,6720134,3.4807115379953757
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,13,joint,phase,p1_joint_r0_phase16_eft_raw,success,645032,722885,645032,True,current experimental arm only; not historical portfolio best,7590086,3.7832049499847926
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,14,joint,phase,p1_joint_r0_phase8_eft_raw,success,601649,645032,601649,True,current experimental arm only; not historical portfolio best,8705060,3.5808737670013215
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,15,joint,phase,p1_joint_r0_phase2_eft_raw,success,563556,601649,563556,True,current experimental arm only; not historical portfolio best,8979904,3.7369469969999045
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,16,joint,phase,p1_joint_r0_phase8_eft_raw,success,530460,563556,530460,True,current experimental arm only; not historical portfolio best,9387870,3.3833655240014195
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,17,joint,phase,p1_joint_r0_phase2_eft_raw,success,497123,530460,497123,True,current experimental arm only; not historical portfolio best,9604212,4.232208249013638
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,18,joint,phase,p1_joint_r0_phase16_eft_raw,success,482970,497123,482970,True,current experimental arm only; not historical portfolio best,9823230,3.784500349982409
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,19,joint,phase,p1_joint_r0_phase16_eft_raw,success,461729,482970,461729,True,current experimental arm only; not historical portfolio best,10042248,4.332105898996815
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,20,joint,phase,p1_joint_r0_phase8_eft_raw,success,454519,461729,454519,True,current experimental arm only; not historical portfolio best,10196884,4.532945960003417
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,21,joint,phase,p1_joint_r0_phase2_eft_raw,success,450557,454519,450557,True,current experimental arm only; not historical portfolio best,10340256,4.3329141789872665
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,22,joint,phase,p1_joint_r0_phase8_eft_raw,success,440279,450557,440279,True,current experimental arm only; not historical portfolio best,10514622,4.331784110981971
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,23,joint,phase,p1_joint_r0_phase2_eft_raw,success,429882,440279,429882,True,current experimental arm only; not historical portfolio best,10568968,4.5826147200132255
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,legacy,24,joint,phase,p1_joint_r0_phase2_eft_raw,success,424934,429882,424934,True,current experimental arm only; not historical portfolio best,10606092,4.644006804010132
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,1,initialization,tensor_merge,recipe_tensor_merge_8,success,1410559,,1410559,True,current experimental arm only; not historical portfolio best,2251406,1.979773731000023
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,2,initialization,(none),bounded_component_cap512_bands0_critical_path,success,1450841,1410559,1410559,False,current experimental arm only; not historical portfolio best,2756332,1.424599454010604
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,3,initialization,(none),bounded_component_cap512_bands10_critical_path,success,1452338,1410559,1410559,False,current experimental arm only; not historical portfolio best,1794608,1.3763515900063794
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,4,initialization,whole_component_reference,wcc_start0_simple_a1_per_core_lpt_mv,success,1441809,1410559,1410559,False,current experimental arm only; not historical portfolio best,0,7.0908608600148
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,5,initialization,tensor_work_fraction,recipe_tensor_work_fraction_8,success,1437031,1410559,1410559,False,current experimental arm only; not historical portfolio best,817334,1.4750398269970901
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,6,joint,affinity,p1_region_r0_cap4096_affinity_raw,success,970568,1410559,970568,True,current experimental arm only; not historical portfolio best,9034464,3.5813434140000027
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,7,joint,affinity,p1_region_r0_cap4096_affinity_raw,success,1002845,970568,970568,False,current experimental arm only; not historical portfolio best,9123326,3.2840239759825636
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,8,joint,affinity,p1_region_r0_cap4096_affinity_raw,success,971667,970568,970568,False,current experimental arm only; not historical portfolio best,8881486,3.4302365760086104
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,9,joint,branch,p1_region_r1_cap4096_branch_raw,success,724319,970568,724319,True,current experimental arm only; not historical portfolio best,17908720,14.514646663010353
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,10,joint,branch,p1_region_r1_cap4096_branch_raw,success,767729,724319,724319,False,current experimental arm only; not historical portfolio best,17470142,14.206866422988242
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,11,joint,branch,p1_region_r1_cap4096_branch_raw,success,736741,724319,724319,False,current experimental arm only; not historical portfolio best,17906646,14.711092610988999
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,12,joint,affinity,p1_region_r0_cap4096_affinity_merge,success,1200199,724319,724319,False,current experimental arm only; not historical portfolio best,7884668,2.4311900189786684
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,13,joint,affinity,p1_region_r0_cap4096_affinity_merge,success,1116930,724319,724319,False,current experimental arm only; not historical portfolio best,7937290,2.2772678729961626
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,14,joint,affinity,p1_region_r0_cap4096_affinity_merge,success,1148105,724319,724319,False,current experimental arm only; not historical portfolio best,7583062,2.3283811429864727
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,15,legacy,(none),local_duration,success,678468,724319,678468,True,current experimental arm only; not historical portfolio best,17908720,14.256021945999237
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,16,joint,affinity,p1_region_r2_cap4096_affinity_raw,success,719861,678468,678468,False,current experimental arm only; not historical portfolio best,15444020,11.35052348501631
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,17,legacy,(none),local_duration,success,706064,678468,678468,False,current experimental arm only; not historical portfolio best,17906646,14.056932909006719
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,18,joint,affinity,p1_region_r0_cap8192_affinity_raw,success,1057851,678468,678468,False,current experimental arm only; not historical portfolio best,9820282,2.6285152990021743
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,19,joint,affinity,p1_region_r0_cap8192_affinity_raw,success,1057851,678468,678468,False,current experimental arm only; not historical portfolio best,9820282,2.833287936024135
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,20,joint,affinity,p1_region_r0_cap8192_affinity_raw,success,1057851,678468,678468,False,current experimental arm only; not historical portfolio best,9820282,2.9321079769870266
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,21,joint,branch,p1_region_r3_cap4096_branch_raw,success,750203,678468,678468,False,current experimental arm only; not historical portfolio best,21301838,23.232550557993818
fea72e66e7260ba4deecbc28569b641e590f5046,case_075_p1_n5,case_075,1,5,persistent,22,joint,branch,p1_region_r3_cap4096_branch_raw,timeout,,678468,678468,False,current experimental arm only; not historical portfolio best,,10.70961614997941
