size,elements,samples,matrix_only_median_us,vector_only_median_us,serial_median_us,parallel_median_us,ratio_of_medians,paired_ratio_median,ci_low,ci_high
512,1048576,30,385.9799951314926,392.4800008535385,661.3099873065948,786.1700057983398,0.8411793663319015,0.8342205589079394,0.814625887584418,0.8626420925942959
512,16777216,30,396.5100049972534,829.9500048160553,1079.2700052261353,1215.3799533843994,0.8880103725758792,0.8857874120604522,0.8804548268690685,0.9001375821025543
1024,1048576,30,423.88999462127686,435.39999425411224,699.8200118541718,825.7700204849243,0.8474756826885168,0.8545473186823039,0.8348062587217815,0.8777750391279698
1024,16777216,30,408.610001206398,811.5900158882141,1068.560004234314,1199.8299956321716,0.8905928407559993,0.8872920664979016,0.8792776102453014,0.899395540788155
2048,1048576,30,1308.7199926376343,383.31998884677887,1378.8500428199768,1336.3699913024902,1.0317876424896997,1.0300695044702044,1.0277770042555623,1.0385675512451347
2048,16777216,30,1316.9400095939636,781.1700105667114,1983.2299947738647,1999.8199939727783,0.9917042537583813,0.9908436222024861,0.987357557084487,0.9945046568141088
