size,elements,mode,repeats,sample,device_envelope_us,host_us,correct
1024,16777216,serial,16,28,1069.7400569915771,1201.566,True
1024,16777216,vector_only,16,28,811.2800121307373,957.825,True
1024,16777216,parallel,16,28,1216.6600227355957,1360.487,True
1024,16777216,matrix_only,16,28,399.6799886226654,532.403,True
1024,16777216,vector_only,16,29,808.1200122833252,929.775,True
1024,16777216,matrix_only,16,29,416.42001271247864,565.953,True
1024,16777216,parallel,16,29,1185.6000423431396,1324.427,True
1024,16777216,serial,16,29,1058.7600469589233,1185.486,True
2048,1048576,vector_only,16,0,374.77999925613403,504.043,True
2048,1048576,serial,16,0,1365.5799627304077,1492.317,True
2048,1048576,matrix_only,16,0,1316.9399499893188,1426.837,True
2048,1048576,parallel,16,0,1330.880045890808,1449.997,True
2048,1048576,matrix_only,16,1,1314.560055732727,1421.877,True
2048,1048576,serial,16,1,1390.4000520706177,1495.367,True
2048,1048576,parallel,16,1,1349.8799800872803,1469.128,True
2048,1048576,vector_only,16,1,388.77999782562256,520.683,True
2048,1048576,matrix_only,16,2,1288.0799770355225,1393.717,True
2048,1048576,parallel,16,2,1335.8800411224365,1453.988,True
2048,1048576,vector_only,16,2,398.66000413894653,519.393,True
2048,1048576,serial,16,2,1374.4800090789795,1498.018,True
2048,1048576,serial,16,3,1386.5400552749634,1504.357,True
2048,1048576,vector_only,16,3,396.2399959564209,520.712,True
2048,1048576,parallel,16,3,1345.2199697494507,1451.188,True
2048,1048576,matrix_only,16,3,1313.3599758148193,1417.577,True
2048,1048576,serial,16,4,1392.2200202941895,1521.048,True
2048,1048576,parallel,16,4,1326.640009880066,1444.188,True
2048,1048576,matrix_only,16,4,1312.2400045394897,1412.827,True
2048,1048576,vector_only,16,4,397.8799879550934,515.653,True
2048,1048576,matrix_only,16,5,1289.9800539016724,1393.677,True
2048,1048576,vector_only,16,5,380.2199959754944,512.303,True
2048,1048576,parallel,16,5,1328.6199569702148,1435.457,True
2048,1048576,serial,16,5,1368.6399459838867,1492.108,True
2048,1048576,vector_only,16,6,380.6000053882599,503.283,True
2048,1048576,serial,16,6,1380.5999755859375,1481.067,True
2048,1048576,matrix_only,16,6,1305.9600591659546,1405.547,True
2048,1048576,parallel,16,6,1314.2600059509277,1482.778,True
2048,1048576,vector_only,16,7,397.3200023174286,524.102,True
2048,1048576,parallel,16,7,1330.1600217819214,1436.707,True
2048,1048576,serial,16,7,1392.680048942566,1532.248,True
2048,1048576,matrix_only,16,7,1315.1400089263916,1419.767,True
2048,1048576,matrix_only,16,8,1306.399941444397,1410.837,True
2048,1048576,vector_only,16,8,377.31999158859253,497.442,True
2048,1048576,parallel,16,8,1328.8999795913696,1454.637,True
2048,1048576,serial,16,8,1385.699987411499,1557.428,True
2048,1048576,parallel,16,9,1338.3599519729614,1458.738,True
2048,1048576,vector_only,16,9,395.79999446868896,532.093,True
2048,1048576,matrix_only,16,9,1294.3799495697021,1393.907,True
2048,1048576,serial,16,9,1383.4199905395508,1489.798,True
2048,1048576,serial,16,10,1391.2400007247925,1545.517,True
2048,1048576,parallel,16,10,1339.7200107574463,1461.857,True
2048,1048576,matrix_only,16,10,1332.0800065994263,1445.887,True
2048,1048576,vector_only,16,10,378.4399926662445,505.943,True
2048,1048576,matrix_only,16,11,1305.1400184631348,1398.917,True
2048,1048576,parallel,16,11,1339.1799926757812,1460.417,True
2048,1048576,vector_only,16,11,387.73998618125916,512.482,True
2048,1048576,serial,16,11,1372.059941291809,1474.428,True
2048,1048576,vector_only,16,12,394.62000131607056,511.093,True
2048,1048576,matrix_only,16,12,1297.0600128173828,1402.997,True
2048,1048576,parallel,16,12,1335.6399536132812,1471.978,True
2048,1048576,serial,16,12,1372.7400302886963,1493.268,True
2048,1048576,parallel,16,13,1344.040036201477,1476.768,True
2048,1048576,vector_only,16,13,389.2199993133545,531.473,True
2048,1048576,matrix_only,16,13,1304.800033569336,1407.537,True
2048,1048576,serial,16,13,1384.2600584030151,1506.657,True
2048,1048576,matrix_only,16,14,1310.7800483703613,1422.437,True
2048,1048576,parallel,16,14,1309.9000453948975,1457.918,True
2048,1048576,vector_only,16,14,384.95999574661255,505.973,True
2048,1048576,serial,16,14,1385.10000705719,1485.257,True
2048,1048576,parallel,16,15,1334.939956665039,1456.137,True
2048,1048576,matrix_only,16,15,1310.539960861206,1420.237,True
2048,1048576,vector_only,16,15,383.9600086212158,519.913,True
2048,1048576,serial,16,15,1391.379952430725,1497.037,True
2048,1048576,serial,16,16,1377.3599863052368,1499.827,True
2048,1048576,matrix_only,16,16,1320.8600282669067,1426.307,True
2048,1048576,vector_only,16,16,364.14000391960144,500.272,True
2048,1048576,parallel,16,16,1340.8399820327759,1471.907,True
2048,1048576,vector_only,16,17,397.3200023174286,499.872,True
2048,1048576,matrix_only,16,17,1316.059947013855,1402.227,True
2048,1048576,parallel,16,17,1336.859941482544,1460.167,True
2048,1048576,serial,16,17,1371.559977531433,1491.577,True
2048,1048576,matrix_only,16,18,1282.8799486160278,1421.837,True
2048,1048576,parallel,16,18,1329.1200399398804,1456.027,True
2048,1048576,serial,16,18,1397.1799612045288,1562.868,True
2048,1048576,vector_only,16,18,390.8799886703491,513.062,True
2048,1048576,serial,16,19,1378.5799741744995,1479.348,True
2048,1048576,parallel,16,19,1339.6999835968018,1465.398,True
2048,1048576,matrix_only,16,19,1314.7799968719482,1428.487,True
2048,1048576,vector_only,16,19,382.9599916934967,518.313,True
2048,1048576,serial,16,20,1363.2400035858154,1483.708,True
2048,1048576,matrix_only,16,20,1306.9000244140625,1415.167,True
2048,1048576,vector_only,16,20,380.3600072860718,497.383,True
2048,1048576,parallel,16,20,1333.6999416351318,1452.328,True
2048,1048576,matrix_only,16,21,1315.9199953079224,1437.917,True
2048,1048576,serial,16,21,1372.059941291809,1497.318,True
2048,1048576,parallel,16,21,1341.3599729537964,1475.368,True
2048,1048576,vector_only,16,21,362.6599907875061,507.452,True
2048,1048576,serial,16,22,1361.5800142288208,1474.987,True
2048,1048576,matrix_only,16,22,1299.6400594711304,1418.327,True
2048,1048576,parallel,16,22,1343.6599969863892,1470.447,True
2048,1048576,vector_only,16,22,349.07999634742737,509.582,True
2048,1048576,matrix_only,16,23,1303.6400079727173,1408.317,True
2048,1048576,serial,16,23,1378.8000345230103,1492.337,True
2048,1048576,vector_only,16,23,377.920001745224,497.272,True
2048,1048576,parallel,16,23,1317.2800540924072,1436.177,True
2048,1048576,parallel,16,24,1341.3200378417969,1477.357,True
2048,1048576,serial,16,24,1388.7399435043335,1563.598,True
2048,1048576,vector_only,16,24,433.9599907398224,575.213,True
2048,1048576,matrix_only,16,24,1279.3200016021729,1403.867,True
2048,1048576,vector_only,16,25,375.3199875354767,495.683,True
2048,1048576,parallel,16,25,1342.419981956482,1447.527,True
2048,1048576,matrix_only,16,25,1317.7200555801392,1423.267,True
2048,1048576,serial,16,25,1378.9000511169434,1492.368,True
2048,1048576,matrix_only,16,26,1313.7999773025513,1432.887,True
2048,1048576,vector_only,16,26,383.67998600006104,518.073,True
2048,1048576,parallel,16,26,1346.7999696731567,1461.247,True
2048,1048576,serial,16,26,1377.940058708191,1499.147,True
2048,1048576,matrix_only,16,27,1287.2400283813477,1400.747,True
2048,1048576,parallel,16,27,1356.9799661636353,1493.917,True
2048,1048576,serial,16,27,1376.5000104904175,1490.907,True
2048,1048576,vector_only,16,27,380.0399899482727,505.592,True
2048,1048576,parallel,16,28,1321.120023727417,1438.827,True
2048,1048576,serial,16,28,1372.2200393676758,1552.058,True
2048,1048576,vector_only,16,28,370.0000047683716,497.713,True
2048,1048576,matrix_only,16,28,1290.4399633407593,1388.487,True
2048,1048576,parallel,16,29,1326.159954071045,1457.207,True
2048,1048576,vector_only,16,29,376.34000182151794,491.532,True
2048,1048576,serial,16,29,1381.4400434494019,1475.057,True
2048,1048576,matrix_only,16,29,1317.4200057983398,1436.557,True
2048,16777216,parallel,16,0,2059.159994125366,2181.271,True
2048,16777216,vector_only,16,0,788.8399958610535,899.045,True
2048,16777216,matrix_only,16,0,1320.0199604034424,1426.578,True
2048,16777216,serial,16,0,1987.2000217437744,2094.981,True
2048,16777216,matrix_only,16,1,1325.8600234985352,1432.377,True
2048,16777216,vector_only,16,1,793.2400107383728,898.085,True
2048,16777216,serial,16,1,1984.5999479293823,2088.8,True
2048,16777216,parallel,16,1,1998.8800287246704,2118.711,True
2048,16777216,serial,16,2,2002.1998882293701,2114.481,True
2048,16777216,vector_only,16,2,781.8199992179871,883.154,True
2048,16777216,parallel,16,2,1997.1799850463867,2118.591,True
2048,16777216,matrix_only,16,2,1319.8200464248657,1429.618,True
2048,16777216,parallel,16,3,2012.9199028015137,2125.021,True
2048,16777216,serial,16,3,1993.9600229263306,2104.15,True
2048,16777216,matrix_only,16,3,1318.160057067871,1420.077,True
2048,16777216,vector_only,16,3,785.9399914741516,894.854,True
2048,16777216,serial,16,4,1976.5199422836304,2089.121,True
2048,16777216,matrix_only,16,4,1319.3800449371338,1429.537,True
2048,16777216,vector_only,16,4,788.4799838066101,902.305,True
2048,16777216,parallel,16,4,1987.8599643707275,2099.961,True
2048,16777216,vector_only,16,5,777.180016040802,885.904,True
2048,16777216,parallel,16,5,1982.759952545166,2094.171,True
2048,16777216,matrix_only,16,5,1312.540054321289,1427.447,True
2048,16777216,serial,16,5,1983.6399555206299,2090.371,True
2048,16777216,matrix_only,16,6,1324.9200582504272,1443.668,True
2048,16777216,parallel,16,6,2034.8598957061768,2152.411,True
2048,16777216,vector_only,16,6,781.3400030136108,887.624,True
2048,16777216,serial,16,6,1968.2400226593018,2079.88,True
2048,16777216,matrix_only,16,7,1305.94003200531,1413.287,True
2048,16777216,serial,16,7,1975.8000373840332,2106.241,True
2048,16777216,vector_only,16,7,780.5600166320801,886.435,True
2048,16777216,parallel,16,7,1996.1800575256348,2124.08,True
2048,16777216,matrix_only,16,8,1317.3199892044067,1451.208,True
2048,16777216,parallel,16,8,1996.2600469589233,2116.131,True
2048,16777216,vector_only,16,8,774.399995803833,879.094,True
2048,16777216,serial,16,8,1965.7200574874878,2078.06,True
2048,16777216,parallel,16,9,2008.3200931549072,2124.211,True
2048,16777216,serial,16,9,1982.800006866455,2108.991,True
2048,16777216,matrix_only,16,9,1313.8600587844849,1416.197,True
2048,16777216,vector_only,16,9,800.7599711418152,915.714,True
2048,16777216,parallel,16,10,1989.4399642944336,2111.141,True
2048,16777216,vector_only,16,10,774.8399972915649,882.065,True
2048,16777216,matrix_only,16,10,1311.3600015640259,1414.808,True
2048,16777216,serial,16,10,1981.4200401306152,2098.581,True
2048,16777216,parallel,16,11,1994.6800470352173,2107.481,True
2048,16777216,vector_only,16,11,774.9800086021423,878.354,True
2048,16777216,matrix_only,16,11,1303.4199476242065,1415.247,True
2048,16777216,serial,16,11,1976.9400358200073,2084.67,True
2048,16777216,matrix_only,16,12,1330.0600051879883,1433.887,True
2048,16777216,serial,16,12,1985.700011253357,2112.16,True
2048,16777216,vector_only,16,12,776.8999934196472,882.895,True
2048,16777216,parallel,16,12,2011.0199451446533,2117.751,True
2048,16777216,serial,16,13,1989.6800518035889,2091.33,True
2048,16777216,parallel,16,13,1998.91996383667,2114.971,True
2048,16777216,vector_only,16,13,777.5800228118896,874.465,True
2048,16777216,matrix_only,16,13,1307.8800439834595,1406.077,True
2048,16777216,serial,16,14,1982.8200340270996,2078.531,True
2048,16777216,vector_only,16,14,774.7200131416321,879.405,True
2048,16777216,parallel,16,14,1988.5799884796143,2098.581,True
2048,16777216,matrix_only,16,14,1333.7199687957764,1435.057,True
2048,16777216,serial,16,15,1986.7000579833984,2093.53,True
2048,16777216,vector_only,16,15,799.5799779891968,899.965,True
2048,16777216,matrix_only,16,15,1301.2399673461914,1404.247,True
2048,16777216,parallel,16,15,1986.9600534439087,2137.931,True
2048,16777216,parallel,16,16,2034.5799922943115,2146.781,True
2048,16777216,vector_only,16,16,781.1599969863892,879.374,True
2048,16777216,serial,16,16,1979.4399738311768,2094.101,True
2048,16777216,matrix_only,16,16,1318.0400133132935,1429.378,True
2048,16777216,serial,16,17,1979.9400568008423,2082.911,True
2048,16777216,vector_only,16,17,781.1800241470337,887.474,True
2048,16777216,matrix_only,16,17,1310.7199668884277,1406.997,True
2048,16777216,parallel,16,17,1995.360016822815,2103.57,True
2048,16777216,serial,16,18,1995.6200122833252,2099.301,True
2048,16777216,parallel,16,18,2000.7200241088867,2105.441,True
2048,16777216,matrix_only,16,18,1323.240041732788,1427.828,True
2048,16777216,vector_only,16,18,798.5799908638,892.685,True
2048,16777216,vector_only,16,19,760.9800100326538,860.245,True
2048,16777216,parallel,16,19,2016.279935836792,2123.141,True
2048,16777216,serial,16,19,1994.1600561141968,2110.851,True
2048,16777216,matrix_only,16,19,1316.5600299835205,1412.467,True
2048,16777216,parallel,16,20,1992.1400547027588,2094.72,True
2048,16777216,serial,16,20,1991.5800094604492,2086.731,True
2048,16777216,vector_only,16,20,790.7800078392029,889.755,True
2048,16777216,matrix_only,16,20,1306.7799806594849,1387.947,True
2048,16777216,matrix_only,16,21,1325.0199556350708,1423.747,True
2048,16777216,vector_only,16,21,791.6799783706665,893.255,True
2048,16777216,parallel,16,21,2006.4001083374023,2110.631,True
2048,16777216,serial,16,21,1981.0600280761719,2121.871,True
2048,16777216,matrix_only,16,22,1322.3199844360352,1431.538,True
2048,16777216,vector_only,16,22,817.5399899482727,923.225,True
2048,16777216,parallel,16,22,2001.6798973083496,2112.361,True
2048,16777216,serial,16,22,1990.6799793243408,2099.831,True
2048,16777216,vector_only,16,23,752.6599764823914,873.274,True
2048,16777216,serial,16,23,1977.560043334961,2089.421,True
2048,16777216,parallel,16,23,2016.5998935699463,2125.231,True
2048,16777216,matrix_only,16,23,1315.4000043869019,1413.967,True
2048,16777216,matrix_only,16,24,1307.0399761199951,1406.518,True
2048,16777216,serial,16,24,1963.2799625396729,2061.391,True
2048,16777216,parallel,16,24,2019.9201107025146,2128.031,True
2048,16777216,vector_only,16,24,773.0000019073486,869.945,True
2048,16777216,matrix_only,16,25,1296.3000535964966,1395.517,True
2048,16777216,serial,16,25,1989.5800352096558,2076.031,True
2048,16777216,vector_only,16,25,786.3199710845947,885.005,True
2048,16777216,parallel,16,25,1990.7399415969849,2095.21,True
2048,16777216,vector_only,16,26,779.5199751853943,886.124,True
2048,16777216,serial,16,26,1967.900037765503,2072.971,True
2048,16777216,matrix_only,16,26,1327.3600339889526,1432.507,True
2048,16777216,parallel,16,26,1983.8800430297852,2096.851,True
2048,16777216,vector_only,16,27,774.619996547699,871.285,True
2048,16777216,matrix_only,16,27,1298.6799478530884,1405.647,True
2048,16777216,serial,16,27,1981.2999963760376,2085.311,True
2048,16777216,parallel,16,27,2011.3399028778076,2121.921,True
2048,16777216,vector_only,16,28,777.0199775695801,883.244,True
2048,16777216,matrix_only,16,28,1309.880018234253,1405.557,True
2048,16777216,parallel,16,28,2024.8401165008545,2136.041,True
2048,16777216,serial,16,28,1994.5199489593506,2097.641,True
2048,16777216,serial,16,29,1997.2800016403198,2093.64,True
2048,16777216,parallel,16,29,2022.8800773620605,2139.251,True
2048,16777216,matrix_only,16,29,1321.9599723815918,1439.517,True
2048,16777216,vector_only,16,29,794.2000031471252,913.825,True
