config,case,cores,method,status,actual_calls,successes,failures,generation_errors,generation_error_details,elapsed_seconds,stop_reason,prefix_calls,best_record_path,makespan,added_copy,simulated_l1,simulated_ub,simulated_memory_by_core
case_048_p1_n5,case_048,5,integrated,success,24,24,0,0,[],9.294011292047799,call_budget,6,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/cold_panel_noop_fix/slots/case_048_p1_n5/integrated/evaluations/attempts/20260926T175610-949e625f88c54d6da80c66353a6e4395/record.json,121708,1391956,12416,10306,"{'0': {'L1': 12416, 'UB': 10240}, '1': {'L1': 8192, 'UB': 10306}, '2': {'L1': 8192, 'UB': 10304}, '3': {'L1': 8192, 'UB': 10306}, '4': {'L1': 8192, 'UB': 8192}}"
case_048_p1_n5,case_048,5,joint_tonight,success,24,24,0,0,[],10.22655024996493,call_budget,6,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/cold_panel_noop_fix/slots/case_048_p1_n5/joint_tonight/evaluations/attempts/20260926T175612-602e2da87047459abcceb479f2c39414/record.json,149554,1177242,16384,15040,"{'0': {'L1': 12416, 'UB': 8194}, '1': {'L1': 10752, 'UB': 10306}, '2': {'L1': 15360, 'UB': 15040}, '3': {'L1': 16384, 'UB': 12820}, '4': {'L1': 13376, 'UB': 12292}}"
