case,problem,cores,makespan,added_copy,original_singlecore,source,plan,speedup,verification,plan_base
case_051,1,3,607628,0,607628,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_051_multicore_res.json,1.0,historical_ledger,repository
case_051,1,4,607628,0,607628,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_051_multicore_res.json,1.0,historical_ledger,repository
case_051,1,5,290405,9046256,607628,unified_v2_best_known_replayed,新增精选方案/p1/n5/case_051_multicore_res.json,2.0923468948537387,independent_official_replay,delivery
case_051,2,1,607628,0,607628,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_051_multicore_res.json,1.0,historical_ledger,repository
case_051,2,2,319230,394080,607628,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_051_multicore_res.json,1.903417598596623,historical_ledger,repository
case_051,2,3,228533,263200,607628,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_051_multicore_res.json,2.6588195140307964,historical_ledger,repository
case_051,2,4,179465,197848,607628,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_051_multicore_res.json,3.385774384977572,historical_ledger,repository
case_051,2,5,162296,3507604,607628,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_051_multicore_res.json,3.7439493271553212,historical_ledger,repository
case_051,3,1,607628,0,607628,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_051_multicore_res.json,1.0,historical_ledger,repository
case_051,3,2,318398,394080,607628,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_051_multicore_res.json,1.9083913843679923,historical_ledger,repository
case_051,3,3,227940,263200,607628,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_051_multicore_res.json,2.66573659735018,historical_ledger,repository
case_051,3,4,178974,197848,607628,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_051_multicore_res.json,3.395062970040341,historical_ledger,repository
case_051,3,5,159635,3507604,607628,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_051_multicore_res.json,3.806358254768691,historical_ledger,repository
case_052,1,1,180301,0,180301,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_052_multicore_res.json,1.0,historical_ledger,repository
case_052,1,2,86401,135168,180301,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_052_multicore_res.json,2.0867929769331375,historical_ledger,repository
case_052,1,3,63144,181248,180301,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_052_multicore_res.json,2.8553940200177372,historical_ledger,repository
case_052,1,4,47938,259584,180301,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_052_multicore_res.json,3.7611289582377236,historical_ledger,repository
case_052,1,5,44240,854016,180301,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_052_multicore_res.json,4.075519891500904,historical_ledger,repository
case_052,2,1,180301,0,180301,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_052_multicore_res.json,1.0,historical_ledger,repository
case_052,2,2,85972,102912,180301,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_052_multicore_res.json,2.0972060670916113,historical_ledger,repository
case_052,2,3,54776,181248,180301,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_052_multicore_res.json,3.2916058127647143,historical_ledger,repository
case_052,2,4,40702,259584,180301,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_052_multicore_res.json,4.429782320279101,historical_ledger,repository
case_052,2,5,32948,328704,180301,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_052_multicore_res.json,5.472289668568654,historical_ledger,repository
case_052,3,1,180301,0,180301,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_052_multicore_res.json,1.0,historical_ledger,repository
case_052,3,2,85972,102912,180301,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_052_multicore_res.json,2.0972060670916113,historical_ledger,repository
case_052,3,3,54776,181248,180301,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_052_multicore_res.json,3.2916058127647143,historical_ledger,repository
case_052,3,4,40702,259584,180301,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_052_multicore_res.json,4.429782320279101,historical_ledger,repository
case_052,3,5,32948,328704,180301,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_052_multicore_res.json,5.472289668568654,historical_ledger,repository
case_053,1,1,1471981,6711364,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_053_multicore_res.json,1.0004789463994441,historical_ledger,repository
case_053,1,2,770331,6759168,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_053_multicore_res.json,1.9117574133716546,historical_ledger,repository
case_053,1,3,546106,5882944,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_053_multicore_res.json,2.6967035703691224,historical_ledger,repository
case_053,1,4,492232,6360992,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_053_multicore_res.json,2.991853434965626,historical_ledger,repository
case_053,1,5,470274,15299978,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_053_multicore_res.json,3.1315488417390713,historical_ledger,repository
case_053,2,1,1472686,5405536,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_053_multicore_res.json,1.0,historical_ledger,repository
case_053,2,2,709198,10834526,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_053_multicore_res.json,2.076551259309812,historical_ledger,repository
case_053,2,3,526435,5882944,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_053_multicore_res.json,2.7974697730963936,historical_ledger,repository
case_053,2,4,432146,17979556,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_053_multicore_res.json,3.4078436454346446,historical_ledger,repository
case_053,2,5,420197,13948808,1472686,unified_v2_best_known_replayed,新增精选方案/p2/n5/case_053_multicore_res.json,3.504751342822533,independent_official_replay,delivery
case_053,3,1,1428109,5405536,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_053_multicore_res.json,1.0312140039730862,historical_ledger,repository
case_053,3,2,707962,10834526,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_053_multicore_res.json,2.080176619649077,historical_ledger,repository
case_053,3,3,526435,5882944,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_053_multicore_res.json,2.7974697730963936,historical_ledger,repository
case_053,3,4,402244,17995940,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_053_multicore_res.json,3.661175803741013,historical_ledger,repository
case_053,3,5,380122,21711392,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_053_multicore_res.json,3.8742456369270917,historical_ledger,repository
case_054,1,1,813161,1156360,815051,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_054_multicore_res.json,1.002324262968834,historical_ledger,repository
case_054,1,2,517960,49152,815051,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_054_multicore_res.json,1.5735790408525754,historical_ledger,repository
case_054,1,3,517960,49152,815051,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_054_multicore_res.json,1.5735790408525754,historical_ledger,repository
case_054,1,4,517960,49152,815051,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_054_multicore_res.json,1.5735790408525754,historical_ledger,repository
case_054,1,5,387450,13481052,815051,unified_v2_best_known_replayed,新增精选方案/p1/n5/case_054_multicore_res.json,2.1036288553361726,independent_official_replay,delivery
case_054,2,1,815051,0,815051,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_054_multicore_res.json,1.0,historical_ledger,repository
case_054,2,2,467888,8232922,815051,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_054_multicore_res.json,1.7419788496392299,historical_ledger,repository
case_054,2,3,306968,4800036,815051,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_054_multicore_res.json,2.655166010789398,historical_ledger,repository
case_054,2,4,252914,5695422,815051,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_054_multicore_res.json,3.2226408976964502,historical_ledger,repository
case_054,2,5,217984,6504128,815051,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_054_multicore_res.json,3.739040480035232,historical_ledger,repository
case_054,3,1,815051,0,815051,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_054_multicore_res.json,1.0,historical_ledger,repository
case_054,3,2,467045,8232922,815051,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_054_multicore_res.json,1.7451230609470179,historical_ledger,repository
case_054,3,3,306732,4800036,815051,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_054_multicore_res.json,2.657208898973697,historical_ledger,repository
case_054,3,4,250944,5695422,815051,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_054_multicore_res.json,3.247939779393012,historical_ledger,repository
case_054,3,5,212882,6504128,815051,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_054_multicore_res.json,3.8286515534427523,historical_ledger,repository
case_055,1,1,120124,86016,118835,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_055_multicore_res.json,0.9892694215976824,historical_ledger,repository
case_055,1,2,60867,74240,118835,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_055_multicore_res.json,1.9523715642302069,historical_ledger,repository
case_055,1,3,43004,74240,118835,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_055_multicore_res.json,2.763347595572505,historical_ledger,repository
case_055,1,4,31367,115712,118835,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_055_multicore_res.json,3.788535722255874,historical_ledger,repository
case_055,1,5,26781,198656,118835,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_055_multicore_res.json,4.437287629289422,historical_ledger,repository
case_055,2,1,118835,69632,118835,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_055_multicore_res.json,1.0,historical_ledger,repository
case_055,2,2,51558,16384,118835,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_055_multicore_res.json,2.3048799410372784,historical_ledger,repository
case_055,2,3,40867,68608,118835,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_055_multicore_res.json,2.9078474074436587,historical_ledger,repository
case_055,2,4,29477,197632,118835,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_055_multicore_res.json,4.031448247786409,historical_ledger,repository
case_055,2,5,26309,157184,118835,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_055_multicore_res.json,4.516895359002623,historical_ledger,repository
case_055,3,1,118835,69632,118835,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_055_multicore_res.json,1.0,historical_ledger,repository
case_055,3,2,51557,16384,118835,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_055_multicore_res.json,2.304924646507749,historical_ledger,repository
case_055,3,3,40867,68608,118835,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_055_multicore_res.json,2.9078474074436587,historical_ledger,repository
case_055,3,4,29504,197632,118835,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_055_multicore_res.json,4.027758947939263,historical_ledger,repository
case_055,3,5,26309,157184,118835,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_055_multicore_res.json,4.516895359002623,historical_ledger,repository
case_056,1,1,277456,432166,277285,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_056_multicore_res.json,0.9993836860619342,historical_ledger,repository
case_056,1,2,265710,0,277285,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_056_multicore_res.json,1.0435625305784502,historical_ledger,repository
case_056,1,3,244205,1764804,277285,本轮从头_new,A题研究/直接迭代/闭环验证_20260925/下一阶段攻坚/重划实证_v1/精选方案/case_056_p1_n3.json,1.1354599619172416,historical_ledger,repository
case_056,1,4,222412,952620,277285,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_056_multicore_res.json,1.2467178029962411,historical_ledger,repository
case_056,1,5,174670,5343558,277285,unified_v2_best_known_replayed,新增精选方案/p1/n5/case_056_multicore_res.json,1.5874792465792638,independent_official_replay,delivery
case_056,2,1,277285,0,277285,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_056_multicore_res.json,1.0,historical_ledger,repository
case_056,2,2,172826,3631650,277285,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_056_multicore_res.json,1.6044171594551746,historical_ledger,repository
case_056,2,3,125443,5730556,277285,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_056_multicore_res.json,2.2104461787425365,historical_ledger,repository
case_056,2,4,125443,5730556,277285,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_056_multicore_res.json,2.2104461787425365,historical_ledger,repository
case_056,2,5,92627,2734524,277285,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_056_multicore_res.json,2.9935655910263748,historical_ledger,repository
case_056,3,1,277285,0,277285,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_056_multicore_res.json,1.0,historical_ledger,repository
case_056,3,2,172496,3631650,277285,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_056_multicore_res.json,1.6074865504127631,historical_ledger,repository
case_056,3,3,122694,5730556,277285,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_056_multicore_res.json,2.2599719627691655,historical_ledger,repository
case_056,3,4,122455,5819338,277285,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_056_multicore_res.json,2.2643828345106365,historical_ledger,repository
case_056,3,5,91994,2734524,277285,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_056_multicore_res.json,3.014163967215253,historical_ledger,repository
case_057,1,1,59726,94216,59726,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_057_multicore_res.json,1.0,historical_ledger,repository
case_057,1,2,33201,70272,59726,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_057_multicore_res.json,1.7989217192253246,historical_ledger,repository
case_057,1,3,22973,70272,59726,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_057_multicore_res.json,2.599834588429896,historical_ledger,repository
case_057,1,4,18187,70272,59726,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_057_multicore_res.json,3.2839940616924177,historical_ledger,repository
case_057,1,5,14268,70272,59726,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_057_multicore_res.json,4.186010653209981,historical_ledger,repository
case_057,2,1,59726,94216,59726,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_057_multicore_res.json,1.0,historical_ledger,repository
case_057,2,2,32260,1186582,59726,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_057_multicore_res.json,1.8513949163050216,historical_ledger,repository
case_057,2,3,22235,57640,59726,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_057_multicore_res.json,2.686125477850236,historical_ledger,repository
case_057,2,4,17942,288,59726,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_057_multicore_res.json,3.3288373648422693,historical_ledger,repository
case_057,2,5,14028,14112,59726,unified_v2_best_known_replayed,新增精选方案/p2/n5/case_057_multicore_res.json,4.257627601938979,independent_official_replay,delivery
case_057,3,1,59726,94216,59726,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_057_multicore_res.json,1.0,historical_ledger,repository
case_057,3,2,29663,1186582,59726,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_057_multicore_res.json,2.013484812729663,historical_ledger,repository
case_057,3,3,22235,57640,59726,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_057_multicore_res.json,2.686125477850236,historical_ledger,repository
case_057,3,4,17942,288,59726,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_057_multicore_res.json,3.3288373648422693,historical_ledger,repository
case_057,3,5,14028,14112,59726,unified_v2_best_known_replayed,新增精选方案/p3/n5/case_057_multicore_res.json,4.257627601938979,independent_official_replay,delivery
case_058,1,1,4365891,32440320,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_058_multicore_res.json,1.0398145533179826,historical_ledger,repository
case_058,1,2,2260323,30367744,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_058_multicore_res.json,2.0084372897147884,historical_ledger,repository
case_058,1,3,1516388,31899648,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_058_multicore_res.json,2.993770064126068,historical_ledger,repository
case_058,1,4,1134997,35819520,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_058_multicore_res.json,3.9997612328490737,historical_ledger,repository
case_058,1,5,943984,36671488,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_058_multicore_res.json,4.8091037559958645,historical_ledger,repository
case_058,2,1,4539717,28696576,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_058_multicore_res.json,1.0,historical_ledger,repository
case_058,2,2,2263305,29569024,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_058_multicore_res.json,2.005791088695514,historical_ledger,repository
case_058,2,3,1554261,30400512,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_058_multicore_res.json,2.9208202483366694,historical_ledger,repository
case_058,2,4,1131299,34217984,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_058_multicore_res.json,4.012835687117199,historical_ledger,repository
case_058,2,5,911208,36388864,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_058_multicore_res.json,4.982086417151737,historical_ledger,repository
case_058,3,1,4539717,28696576,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_058_multicore_res.json,1.0,historical_ledger,repository
case_058,3,2,2262720,29569024,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_058_multicore_res.json,2.0063096627068306,historical_ledger,repository
case_058,3,3,1554261,30400512,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_058_multicore_res.json,2.9208202483366694,historical_ledger,repository
case_058,3,4,1126957,34217984,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_058_multicore_res.json,4.028296554349456,historical_ledger,repository
case_058,3,5,880410,18444288,4539717,unified_v2_best_known_replayed,新增精选方案/p3/n5/case_058_multicore_res.json,5.156366919957747,independent_official_replay,delivery
case_059,1,1,795946,2621440,829473,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_059_multicore_res.json,1.042122204270139,historical_ledger,repository
case_059,1,2,369318,360448,829473,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_059_multicore_res.json,2.2459587672412393,historical_ledger,repository
case_059,1,3,254768,2117632,829473,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_059_multicore_res.json,3.2557974313885576,historical_ledger,repository
case_059,1,4,185216,1081344,829473,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_059_multicore_res.json,4.478408992743607,historical_ledger,repository
case_059,1,5,150782,4325376,829473,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_059_multicore_res.json,5.501140719714555,historical_ledger,repository
case_059,2,1,829473,1691648,829473,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_059_multicore_res.json,1.0,historical_ledger,repository
case_059,2,2,369318,360448,829473,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_059_multicore_res.json,2.2459587672412393,historical_ledger,repository
case_059,2,3,253549,1183744,829473,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_059_multicore_res.json,3.2714504888601414,historical_ledger,repository
case_059,2,4,185216,1081344,829473,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_059_multicore_res.json,4.478408992743607,historical_ledger,repository
case_059,2,5,148571,4087808,829473,unified_v2_best_known_replayed,新增精选方案/p2/n5/case_059_multicore_res.json,5.583007450983032,independent_official_replay,delivery
case_059,3,1,815938,1691648,829473,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_059_multicore_res.json,1.0165882701871956,historical_ledger,repository
case_059,3,2,369318,360448,829473,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_059_multicore_res.json,2.2459587672412393,historical_ledger,repository
case_059,3,3,253549,1183744,829473,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_059_multicore_res.json,3.2714504888601414,historical_ledger,repository
case_059,3,4,185216,1081344,829473,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_059_multicore_res.json,4.478408992743607,historical_ledger,repository
case_059,3,5,150528,4362240,829473,unified_v2_best_known_replayed,新增精选方案/p3/n5/case_059_multicore_res.json,5.51042330994898,independent_official_replay,delivery
case_060,1,1,867900,3635336,888789,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_060_multicore_res.json,1.0240684410646388,historical_ledger,repository
case_060,1,2,457717,3319936,888789,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_060_multicore_res.json,1.9417871741709396,historical_ledger,repository
case_060,1,3,312009,8109056,888789,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_060_multicore_res.json,2.8486005211388132,historical_ledger,repository
case_060,1,4,231814,3975424,888789,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_060_multicore_res.json,3.83406092815792,historical_ledger,repository
case_060,1,5,183430,3628416,888789,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_060_multicore_res.json,4.845385160551709,historical_ledger,repository
case_060,2,1,888789,2068520,888789,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_060_multicore_res.json,1.0,historical_ledger,repository
case_060,2,2,427562,2034816,888789,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_060_multicore_res.json,2.078737118827211,historical_ledger,repository
case_060,2,3,298513,1904640,888789,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_060_multicore_res.json,2.977387919454094,historical_ledger,repository
case_060,2,4,228155,3979520,888789,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_060_multicore_res.json,3.8955490784773508,historical_ledger,repository
case_060,2,5,171445,3393792,888789,unified_v2_best_known_replayed,新增精选方案/p2/n5/case_060_multicore_res.json,5.184105689871387,independent_official_replay,delivery
case_060,3,1,887801,2068520,888789,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_060_multicore_res.json,1.001112862003985,historical_ledger,repository
case_060,3,2,427523,2034816,888789,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_060_multicore_res.json,2.078926747800703,historical_ledger,repository
case_060,3,3,298485,1904640,888789,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_060_multicore_res.json,2.9776672194582643,historical_ledger,repository
case_060,3,4,226610,3979520,888789,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_060_multicore_res.json,3.922108468293544,historical_ledger,repository
case_060,3,5,180655,3641728,888789,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_060_multicore_res.json,4.919814010129805,historical_ledger,repository
case_061,1,1,77396,15360,77191,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_061_multicore_res.json,0.9973512843040984,historical_ledger,repository
case_061,1,2,39298,34560,77191,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_061_multicore_res.json,1.9642475444042953,historical_ledger,repository
case_061,1,3,28342,43008,77191,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_061_multicore_res.json,2.723555147837132,historical_ledger,repository
case_061,1,4,26992,278016,77191,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_061_multicore_res.json,2.859773266152934,historical_ledger,repository
case_061,1,5,22272,204420,77191,unified_v2_best_known_replayed,新增精选方案/p1/n5/case_061_multicore_res.json,3.4658315373563218,independent_official_replay,delivery
case_061,2,1,77191,0,77191,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_061_multicore_res.json,1.0,historical_ledger,repository
case_061,2,2,38566,34560,77191,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_061_multicore_res.json,2.00152984494114,historical_ledger,repository
case_061,2,3,25837,43008,77191,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_061_multicore_res.json,2.9876146611448697,historical_ledger,repository
case_061,2,4,23801,62208,77191,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_061_multicore_res.json,3.2431830595353137,historical_ledger,repository
case_061,2,5,21254,305762,77191,unified_v2_best_known_replayed,新增精选方案/p2/n5/case_061_multicore_res.json,3.631834007716195,independent_official_replay,delivery
case_061,3,1,77191,0,77191,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_061_multicore_res.json,1.0,historical_ledger,repository
case_061,3,2,38566,34560,77191,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_061_multicore_res.json,2.00152984494114,historical_ledger,repository
case_061,3,3,25837,43008,77191,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_061_multicore_res.json,2.9876146611448697,historical_ledger,repository
case_061,3,4,23801,62208,77191,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_061_multicore_res.json,3.2431830595353137,historical_ledger,repository
case_061,3,5,20986,305762,77191,unified_v2_best_known_replayed,新增精选方案/p3/n5/case_061_multicore_res.json,3.6782140474602114,independent_official_replay,delivery
case_062,1,1,2977362,10254336,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_062_multicore_res.json,0.9588383945250863,historical_ledger,repository
case_062,1,2,2784050,43739136,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_062_multicore_res.json,1.025415851008423,historical_ledger,repository
case_062,1,3,2784050,43739136,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_062_multicore_res.json,1.025415851008423,historical_ledger,repository
case_062,1,4,2127630,5597184,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_062_multicore_res.json,1.3417788807264421,historical_ledger,repository
case_062,1,5,789139,23235072,2854809,previous_joint_delivery,A题研究/直接迭代/联合推进成果_20260925/方案/case_062_p1_n5.json,3.6176250318384975,historical_ledger,repository
case_062,2,1,2854809,0,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_062_multicore_res.json,1.0,historical_ledger,repository
case_062,2,2,1578487,10948608,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_062_multicore_res.json,1.80857301960675,historical_ledger,repository
case_062,2,3,1083732,10716672,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_062_multicore_res.json,2.6342389077742467,historical_ledger,repository
case_062,2,4,837097,10033152,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_062_multicore_res.json,3.410368213002794,historical_ledger,repository
case_062,2,5,644927,7099392,2854809,unified_v2_best_known_replayed,新增精选方案/p2/n5/case_062_multicore_res.json,4.426561455792671,independent_official_replay,delivery
case_062,3,1,2854809,0,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_062_multicore_res.json,1.0,historical_ledger,repository
case_062,3,2,1578487,10948608,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_062_multicore_res.json,1.80857301960675,historical_ledger,repository
case_062,3,3,1083732,10716672,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_062_multicore_res.json,2.6342389077742467,historical_ledger,repository
case_062,3,4,837097,10033152,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_062_multicore_res.json,3.410368213002794,historical_ledger,repository
case_062,3,5,644927,7099392,2854809,unified_v2_best_known_replayed,新增精选方案/p3/n5/case_062_multicore_res.json,4.426561455792671,independent_official_replay,delivery
case_063,1,1,1102415,2949120,1070397,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_063_multicore_res.json,0.9709564909766286,historical_ledger,repository
