id,size,mode,kernel_span_us,overlap_cube_vector_us,kernel_union_us,gap_us,first_vector_us,last_matrix_end_us
m512_serial,512,serial,237.70499999999998,0.0,181.00400000000002,56.700999999999965,158.243,102.342
m512_parallel,512,parallel,193.36399999999998,0.0,181.08299999999997,12.281000000000006,113.123,101.60199999999999
m1024_serial,1024,serial,355.74699999999996,0.0,299.246,56.500999999999976,277.825,222.10399999999998
m1024_parallel,1024,parallel,261.406,77.721,261.086,0.3199999999999932,161.644,239.70499999999998
