Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,0,46,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363509291444.563	,12.180,0,40,0,NO,"""2;""",INT64;FLOAT16,ND;ND,"""512,512""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.406,677230,0.056,0.006,2.697,0.287,1.924,0.205,0.724,0.077,0.237,0.000
0,4294967295,1,46,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363509291905.172	,5.840,448.570000,40,0,NO,"""2;""",INT64;FLOAT16,ND;ND,"""512,512""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.222,303986,0.056,0.013,2.411,0.571,1.362,0.323,0.36,0.085,0.0,0.000
0,4294967295,2,46,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363509296490.104	,10.120,4578.910000,40,0,NO,"""1;""",INT64;FLOAT,ND;ND,"""1048576""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.127,585140,0.27,0.033,0.238,0.029,0.114,0.014,2.19,0.269,0.195,0.000
0,4294967295,3,46,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363509296585.786	,5.340,85.630000,40,0,NO,"""1;""",INT64;FLOAT,ND;ND,"""1048576""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.479,250454,0.27,0.078,1.037,0.298,0.857,0.246,1.438,0.413,0.0,0.000
0,4294967295,4,46,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1790363509593815.104	,7.860,297223.910000,16,0,NO,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT16,ND,N/A,6.142,176884,1.288,0.21,1.492,0.243,1.419,0.231,1.941,0.316,0.301,0.049,0.062,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.512
0,4294967295,5,46,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1790363509596375.255	,9.381,2552.390000,40,0,NO,"""1048576;1048576""",FLOAT;FLOAT,ND;ND,"""1048576""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.071,581102,0.414,0.051,0.293,0.036,4.741,0.587,1.766,0.219,0.093,0.000
0,4294967295,6,46,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1790363509596527.318	,6.001,142.619000,16,0,NO,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT16,ND,N/A,4.77,137372,1.284,0.269,2.011,0.422,1.412,0.296,1.722,0.361,0.303,0.064,0.016,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.588
0,4294967295,7,46,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1790363509596571.739	,4.820,38.499000,40,0,NO,"""1048576;1048576""",FLOAT;FLOAT,ND;ND,"""1048576""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,239767,0.414,0.124,0.865,0.26,2.205,0.662,1.134,0.34,0.0,0.000
0,4294967295,8,46,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1790363509596614.320	,6.240,37.680000,16,0,NO,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT16,ND,N/A,4.834,139215,1.283,0.265,2.26,0.468,1.413,0.292,1.703,0.352,0.304,0.063,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.972
0,4294967295,9,46,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1790363509596655.741	,4.900,35.260000,40,0,NO,"""1048576;1048576""",FLOAT;FLOAT,ND;ND,"""1048576""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.513,252927,0.414,0.118,0.987,0.281,2.263,0.644,1.15,0.327,0.0,0.000
0,4294967295,0,44,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363509601849.105	,1.940,5188.350000,1,0,NO,"""1;""",INT64;INT64,ND;ND,"""1""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.428,2571,0.049,0.034,0.436,0.305,0.253,0.177,0.402,0.281,0.213,0.000
0,4294967295,1,44,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363509601929.266	,1.740,78.310000,1,0,NO,"""1;""",INT64;INT64,ND;ND,"""1""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.183,2130,0.049,0.041,0.436,0.368,0.251,0.212,0.292,0.246,0.146,0.000
0,4294967295,0,43,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363509606379.475	,1.300,4448.510000,1,0,NO,"""1;""",INT64;INT64,ND;ND,"""1""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746,1343,0.049,0.066,0.305,0.409,0.118,0.158,0.118,0.158,0.213,0.000
0,4294967295,1,43,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363509606426.416	,1.840,45.700000,1,0,NO,"""1;""",INT64;INT64,ND;ND,"""1""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.272,2289,0.049,0.038,0.428,0.336,0.302,0.237,0.322,0.253,0.146,0.000
