Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,0,46,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363487336265.224	,9.540,0,40,0,NO,"""2;""",INT64;FLOAT16,ND;ND,"""512,512""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.004,504290,0.056,0.008,1.867,0.267,0.848,0.121,0.741,0.106,0.191,0.000
0,4294967295,1,46,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363487336728.394	,5.360,453.710000,40,0,NO,"""2;""",INT64;FLOAT16,ND;ND,"""512,512""",FLOAT16,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.802,273760,0.056,0.015,2.196,0.578,1.206,0.317,0.311,0.082,0.0,0.000
0,4294967295,2,46,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363487341359.166	,10.320,4625.390000,40,0,NO,"""1;""",INT64;FLOAT,ND;ND,"""1048576""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.231,592654,0.27,0.033,0.228,0.028,0.107,0.013,2.147,0.261,0.18,0.000
0,4294967295,3,46,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363487341419.767	,4.860,50.180000,40,0,NO,"""1;""",INT64;FLOAT,ND;ND,"""1048576""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.169,228155,0.27,0.085,0.894,0.282,0.81,0.255,1.323,0.417,0.0,0.000
0,4294967295,4,46,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1790363487662134.015	,8.060,320709.390000,16,0,NO,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT16,ND,N/A,6.426,185080,1.287,0.2,1.555,0.242,1.421,0.221,1.858,0.289,0.301,0.047,0.06,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.785
0,4294967295,5,46,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1790363487664800.208	,9.021,2658.190000,40,0,NO,"""1048576;1048576""",FLOAT;FLOAT,ND;ND,"""1048576""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,544298,0.414,0.055,0.301,0.04,4.371,0.578,1.801,0.238,0.082,0.000
0,4294967295,6,46,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1790363487664936.871	,5.900,127.479000,16,0,NO,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT16,ND,N/A,4.684,134888,1.284,0.274,1.969,0.42,1.413,0.302,1.75,0.374,0.301,0.064,0.016,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.507
0,4294967295,7,46,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1790363487664995.472	,4.580,52.850000,40,0,NO,"""1048576;1048576""",FLOAT;FLOAT,ND;ND,"""1048576""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.188,229542,0.414,0.13,0.792,0.248,2.135,0.67,1.15,0.361,0.0,0.000
0,4294967295,8,46,aclnnMm_MatMulCommon_MatMulV2,MatMulV2,dynamic,AI_CORE,1790363487665036.553	,6.000,36.420000,16,0,NO,"""512,512;512,512""",FLOAT16;FLOAT16,ND;ND,"""512,512""",FLOAT16,ND,N/A,4.694,135181,1.285,0.274,2.141,0.456,1.415,0.301,1.702,0.363,0.304,0.065,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.584
0,4294967295,9,46,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1790363487665077.574	,4.800,35.000000,40,0,NO,"""1048576;1048576""",FLOAT;FLOAT,ND;ND,"""1048576""",FLOAT,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.389,243991,0.414,0.122,0.884,0.261,2.242,0.662,1.159,0.342,0.0,0.000
0,4294967295,0,44,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363487669981.772	,1.760,4899.450000,1,0,NO,"""1;""",INT64;INT64,ND;ND,"""1""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.253,2256,0.049,0.039,0.413,0.33,0.242,0.193,0.284,0.227,0.197,0.000
0,4294967295,1,44,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790363487670073.634	,1.680,90.240000,1,0,NO,"""1;""",INT64;INT64,ND;ND,"""1""",INT64,ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.161,2090,0.049,0.042,0.447,0.385,0.259,0.223,0.257,0.221,0.146,0.000
