size,elements,samples,matrix_only_median_us,vector_only_median_us,serial_median_us,parallel_median_us,ratio_of_medians,paired_ratio_median,ci_low,ci_high
512,1048576,30,202.70000398159027,182.34000355005264,277.93000638484955,332.36999809741974,0.8362066611782045,0.8296976092031128,0.806356632648662,0.8423030041733184
512,16777216,30,187.49000132083893,877.7399957180023,977.4799942970276,1033.1699848175049,0.9460979399916325,0.9444347937618529,0.9379607201096645,0.9514618089049524
1024,1048576,30,325.09998977184296,181.57999962568283,400.9599983692169,356.62999749183655,1.1243025017220967,1.12475435680614,1.114089554697422,1.1326625902862066
1024,16777216,30,312.93000280857086,763.0299925804138,975.460022687912,961.3200128078461,1.0147089519532266,1.019408941082479,1.010409031834643,1.023432400527474
2048,1048576,30,1303.4300208091736,212.40000426769257,1379.6799778938293,1345.9199666976929,1.0250832233947529,1.0263322711547582,1.021942286717759,1.0313373856403636
2048,16777216,30,1316.2000179290771,1007.1399807929993,2214.5999670028687,2074.6999979019165,1.0674314210451772,1.0680897795349567,1.062716450389765,1.0709580181370548
