size,elements,mode,repeats,sample,device_envelope_us,host_us,correct
1024,16777216,matrix_only,16,21,313.6399984359741,413.392,True
1024,16777216,vector_only,16,21,748.2200264930725,846.673,True
1024,16777216,parallel,16,21,956.0199975967407,1060.315,True
1024,16777216,parallel,16,22,962.8000259399414,1054.425,True
1024,16777216,matrix_only,16,22,303.3199906349182,401.572,True
1024,16777216,serial,16,22,966.97998046875,1065.634,True
1024,16777216,vector_only,16,22,759.6200108528137,858.734,True
1024,16777216,parallel,16,23,962.9600048065186,1060.214,True
1024,16777216,serial,16,23,988.4799718856812,1090.215,True
1024,16777216,matrix_only,16,23,280.6600034236908,409.922,True
1024,16777216,vector_only,16,23,754.260003566742,861.383,True
1024,16777216,serial,16,24,982.5400114059448,1102.715,True
1024,16777216,parallel,16,24,955.6000232696533,1073.424,True
1024,16777216,matrix_only,16,24,314.8399889469147,409.142,True
1024,16777216,vector_only,16,24,757.0400238037109,857.274,True
1024,16777216,matrix_only,16,25,308.03999304771423,403.322,True
1024,16777216,parallel,16,25,967.6399827003479,1069.265,True
1024,16777216,serial,16,25,979.7999858856201,1079.155,True
1024,16777216,vector_only,16,25,772.0800042152405,882.694,True
1024,16777216,matrix_only,16,26,305.42001128196716,406.142,True
1024,16777216,parallel,16,26,949.8999714851379,1057.334,True
1024,16777216,vector_only,16,26,762.0000243186951,865.944,True
1024,16777216,serial,16,26,973.8600254058838,1070.835,True
1024,16777216,vector_only,16,27,769.4200277328491,865.244,True
1024,16777216,serial,16,27,978.1399965286255,1072.205,True
1024,16777216,parallel,16,27,958.0600261688232,1061.465,True
