size,elements,mode,repeats,sample,device_envelope_us,host_us,correct
1024,16777216,matrix_only,16,27,314.26000595092773,411.242,True
1024,16777216,serial,16,28,973.580002784729,1069.485,True
1024,16777216,vector_only,16,28,762.6399993896484,877.284,True
1024,16777216,parallel,16,28,958.3200216293335,1061.775,True
1024,16777216,matrix_only,16,28,317.0199990272522,426.682,True
1024,16777216,vector_only,16,29,736.240029335022,846.984,True
1024,16777216,matrix_only,16,29,306.5800070762634,404.712,True
1024,16777216,parallel,16,29,944.4199800491333,1063.325,True
1024,16777216,serial,16,29,983.4399819374084,1073.515,True
2048,1048576,vector_only,16,0,202.95999944210052,360.621,True
2048,1048576,serial,16,0,1374.060034751892,1482.297,True
2048,1048576,matrix_only,16,0,1303.879976272583,1407.937,True
2048,1048576,parallel,16,0,1345.2999591827393,1467.807,True
2048,1048576,matrix_only,16,1,1305.840015411377,1418.296,True
2048,1048576,serial,16,1,1379.2999982833862,1488.887,True
2048,1048576,parallel,16,1,1347.9000329971313,1473.077,True
2048,1048576,vector_only,16,1,198.78000020980835,324.251,True
2048,1048576,matrix_only,16,2,1307.979941368103,1393.766,True
2048,1048576,parallel,16,2,1346.7999696731567,1469.946,True
2048,1048576,vector_only,16,2,220.54000198841095,337.562,True
2048,1048576,serial,16,2,1374.899983406067,1475.897,True
2048,1048576,serial,16,3,1383.5400342941284,1484.586,True
2048,1048576,vector_only,16,3,196.57999277114868,313.081,True
2048,1048576,parallel,16,3,1348.2199907302856,1451.946,True
2048,1048576,matrix_only,16,3,1300.3400564193726,1411.676,True
2048,1048576,serial,16,4,1388.9600038528442,1494.077,True
2048,1048576,parallel,16,4,1347.2199440002441,1475.946,True
2048,1048576,matrix_only,16,4,1299.880027770996,1404.187,True
2048,1048576,vector_only,16,4,195.68000733852386,326.432,True
2048,1048576,matrix_only,16,5,1297.5200414657593,1402.487,True
2048,1048576,vector_only,16,5,215.07999300956726,327.292,True
2048,1048576,parallel,16,5,1341.7199850082397,1461.217,True
2048,1048576,serial,16,5,1378.2800436019897,1478.736,True
2048,1048576,vector_only,16,6,206.52000606060028,319.822,True
2048,1048576,serial,16,6,1378.5200119018555,1534.677,True
2048,1048576,matrix_only,16,6,1305.799961090088,1420.016,True
2048,1048576,parallel,16,6,1353.6399602890015,1478.037,True
2048,1048576,vector_only,16,7,204.52000200748444,333.862,True
2048,1048576,parallel,16,7,1330.6599855422974,1456.487,True
2048,1048576,serial,16,7,1380.0599575042725,1487.366,True
2048,1048576,matrix_only,16,7,1308.0400228500366,1409.947,True
2048,1048576,matrix_only,16,8,1305.6000471115112,1405.727,True
2048,1048576,vector_only,16,8,212.23999559879303,329.612,True
2048,1048576,parallel,16,8,1330.4400444030762,1454.587,True
2048,1048576,serial,16,8,1382.9200267791748,1482.106,True
2048,1048576,parallel,16,9,1354.099988937378,1467.717,True
2048,1048576,vector_only,16,9,214.98000621795654,343.241,True
2048,1048576,matrix_only,16,9,1297.9199886322021,1400.926,True
2048,1048576,serial,16,9,1382.8799724578857,1495.736,True
2048,1048576,serial,16,10,1374.8799562454224,1485.957,True
2048,1048576,parallel,16,10,1314.4999742507935,1465.617,True
2048,1048576,matrix_only,16,10,1299.7000217437744,1401.486,True
2048,1048576,vector_only,16,10,205.69999516010284,333.251,True
2048,1048576,matrix_only,16,11,1299.7599840164185,1401.876,True
2048,1048576,parallel,16,11,1346.07994556427,1469.787,True
2048,1048576,vector_only,16,11,212.30000257492065,341.812,True
2048,1048576,serial,16,11,1390.7599449157715,1501.426,True
2048,1048576,vector_only,16,12,205.52000403404236,328.542,True
2048,1048576,matrix_only,16,12,1296.9000339508057,1416.217,True
2048,1048576,parallel,16,12,1348.580002784729,1472.427,True
2048,1048576,serial,16,12,1379.2400360107422,1483.396,True
2048,1048576,parallel,16,13,1350.8199453353882,1474.977,True
2048,1048576,vector_only,16,13,233.9800000190735,380.201,True
2048,1048576,matrix_only,16,13,1301.3999462127686,1405.386,True
2048,1048576,serial,16,13,1380.4600238800049,1483.647,True
2048,1048576,matrix_only,16,14,1297.5800037384033,1404.197,True
2048,1048576,parallel,16,14,1350.7599830627441,1468.676,True
2048,1048576,vector_only,16,14,180.0599992275238,335.462,True
2048,1048576,serial,16,14,1375.599980354309,1485.187,True
2048,1048576,parallel,16,15,1347.8399515151978,1473.507,True
2048,1048576,matrix_only,16,15,1341.6399955749512,1454.746,True
2048,1048576,vector_only,16,15,215.6600058078766,334.532,True
2048,1048576,serial,16,15,1376.08003616333,1481.837,True
2048,1048576,serial,16,16,1381.5399408340454,1486.476,True
2048,1048576,matrix_only,16,16,1303.320050239563,1411.937,True
2048,1048576,vector_only,16,16,211.99999749660492,330.522,True
2048,1048576,parallel,16,16,1328.4200429916382,1456.397,True
2048,1048576,vector_only,16,17,194.5199966430664,333.971,True
2048,1048576,matrix_only,16,17,1306.980013847351,1421.636,True
2048,1048576,parallel,16,17,1345.7599878311157,1471.577,True
2048,1048576,serial,16,17,1371.559977531433,1478.187,True
2048,1048576,matrix_only,16,18,1296.9399690628052,1409.766,True
2048,1048576,parallel,16,18,1354.740023612976,1469.266,True
2048,1048576,serial,16,18,1376.8199682235718,1496.937,True
2048,1048576,vector_only,16,18,216.44000709056854,333.032,True
2048,1048576,serial,16,19,1372.480034828186,1488.106,True
2048,1048576,parallel,16,19,1350.4400253295898,1471.917,True
2048,1048576,matrix_only,16,19,1302.0600080490112,1410.357,True
2048,1048576,vector_only,16,19,216.10000729560852,330.542,True
2048,1048576,serial,16,20,1368.2600259780884,1498.477,True
2048,1048576,matrix_only,16,20,1303.5399913787842,1410.496,True
2048,1048576,vector_only,16,20,218.62000226974487,341.052,True
2048,1048576,parallel,16,20,1332.9800367355347,1457.157,True
2048,1048576,matrix_only,16,21,1307.0800304412842,1412.197,True
2048,1048576,serial,16,21,1384.6399784088135,1498.617,True
2048,1048576,parallel,16,21,1345.3199863433838,1465.427,True
2048,1048576,vector_only,16,21,214.2000049352646,340.722,True
2048,1048576,serial,16,22,1380.2000284194946,1473.616,True
2048,1048576,matrix_only,16,22,1306.0200214385986,1409.576,True
2048,1048576,parallel,16,22,1337.4199867248535,1471.697,True
2048,1048576,vector_only,16,22,217.16000139713287,331.482,True
2048,1048576,matrix_only,16,23,1298.6199855804443,1408.807,True
2048,1048576,serial,16,23,1380.2599906921387,1482.356,True
2048,1048576,vector_only,16,23,212.50000596046448,326.751,True
2048,1048576,parallel,16,23,1337.8599882125854,1468.197,True
2048,1048576,parallel,16,24,1327.0399570465088,1453.267,True
2048,1048576,serial,16,24,1384.0199708938599,1491.966,True
2048,1048576,vector_only,16,24,213.7800008058548,332.532,True
2048,1048576,matrix_only,16,24,1298.8200187683105,1399.816,True
2048,1048576,vector_only,16,25,227.91999578475952,363.822,True
2048,1048576,parallel,16,25,1354.5199632644653,1475.477,True
2048,1048576,matrix_only,16,25,1306.2399625778198,1438.276,True
2048,1048576,serial,16,25,1381.119966506958,1485.377,True
2048,1048576,matrix_only,16,26,1304.1399717330933,1413.487,True
2048,1048576,vector_only,16,26,216.8000042438507,334.852,True
2048,1048576,parallel,16,26,1346.1799621582031,1462.327,True
2048,1048576,serial,16,26,1382.5600147247314,1488.797,True
2048,1048576,matrix_only,16,27,1306.480050086975,1412.517,True
2048,1048576,parallel,16,27,1335.0800275802612,1472.347,True
2048,1048576,serial,16,27,1377.9200315475464,1487.806,True
2048,1048576,vector_only,16,27,211.5200012922287,337.442,True
2048,1048576,parallel,16,28,1336.840033531189,1454.287,True
2048,1048576,serial,16,28,1382.9200267791748,1490.317,True
2048,1048576,vector_only,16,28,215.59999883174896,341.972,True
2048,1048576,matrix_only,16,28,1301.9200563430786,1405.146,True
2048,1048576,parallel,16,29,1342.2800302505493,1472.067,True
2048,1048576,vector_only,16,29,205.1199972629547,324.942,True
2048,1048576,serial,16,29,1373.6000061035156,1481.586,True
2048,1048576,matrix_only,16,29,1307.1399927139282,1419.206,True
2048,16777216,parallel,16,0,2083.359956741333,2202.05,True
2048,16777216,vector_only,16,0,996.4200258255005,1097.205,True
2048,16777216,matrix_only,16,0,1328.5800218582153,1431.846,True
2048,16777216,serial,16,0,2227.400064468384,2309.99,True
2048,16777216,matrix_only,16,1,1315.619945526123,1422.147,True
2048,16777216,vector_only,16,1,1034.1800451278687,1142.945,True
2048,16777216,serial,16,1,2229.79998588562,2341.371,True
2048,16777216,parallel,16,1,2092.679977416992,2208.681,True
2048,16777216,serial,16,2,2214.740037918091,2319.681,True
2048,16777216,vector_only,16,2,1000.7200241088867,1112.595,True
2048,16777216,parallel,16,2,2067.8000450134277,2182.16,True
2048,16777216,matrix_only,16,2,1312.6800060272217,1414.606,True
2048,16777216,parallel,16,3,2060.4400634765625,2173.35,True
2048,16777216,serial,16,3,2215.0399684906006,2323.501,True
2048,16777216,matrix_only,16,3,1313.2400512695312,1418.896,True
2048,16777216,vector_only,16,3,1034.8600149154663,1134.935,True
2048,16777216,serial,16,4,2214.4598960876465,2319.9,True
2048,16777216,matrix_only,16,4,1315.7199621200562,1420.166,True
2048,16777216,vector_only,16,4,1004.080057144165,1127.925,True
2048,16777216,parallel,16,4,2062.5998973846436,2177.5,True
2048,16777216,vector_only,16,5,1009.8199844360352,1116.925,True
2048,16777216,parallel,16,5,2074.660062789917,2188.48,True
2048,16777216,matrix_only,16,5,1313.9400482177734,1428.866,True
2048,16777216,serial,16,5,2200.9799480438232,2309.411,True
2048,16777216,matrix_only,16,6,1320.3599452972412,1427.357,True
2048,16777216,parallel,16,6,2065.7999515533447,2182.42,True
2048,16777216,vector_only,16,6,999.2600083351135,1105.575,True
2048,16777216,serial,16,6,2211.280107498169,2318.29,True
2048,16777216,matrix_only,16,7,1323.3200311660767,1429.296,True
2048,16777216,serial,16,7,2192.1799182891846,2320.501,True
2048,16777216,vector_only,16,7,1003.059983253479,1112.995,True
2048,16777216,parallel,16,7,2075.0999450683594,2190.7,True
2048,16777216,matrix_only,16,8,1312.9600286483765,1420.576,True
2048,16777216,parallel,16,8,2052.180051803589,2173.8,True
2048,16777216,vector_only,16,8,1006.5399408340454,1113.115,True
2048,16777216,serial,16,8,2213.5000228881836,2335.291,True
2048,16777216,parallel,16,9,2041.2399768829346,2154.989,True
2048,16777216,serial,16,9,2213.2999897003174,2321.891,True
2048,16777216,matrix_only,16,9,1316.8400526046753,1424.487,True
2048,16777216,vector_only,16,9,1037.7000570297241,1142.156,True
2048,16777216,parallel,16,10,2083.1000804901123,2193.49,True
2048,16777216,vector_only,16,10,995.4400062561035,1116.085,True
2048,16777216,matrix_only,16,10,1301.900029182434,1409.516,True
2048,16777216,serial,16,10,2205.0399780273438,2314.281,True
2048,16777216,parallel,16,11,2083.8000774383545,2199.11,True
2048,16777216,vector_only,16,11,1007.1200132369995,1111.075,True
2048,16777216,matrix_only,16,11,1313.7999773025513,1436.246,True
2048,16777216,serial,16,11,2218.519926071167,2328.27,True
2048,16777216,matrix_only,16,12,1316.0400390625,1422.587,True
2048,16777216,serial,16,12,2205.6400775909424,2317.421,True
2048,16777216,vector_only,16,12,1005.3199529647827,1110.675,True
2048,16777216,parallel,16,12,2059.7000122070312,2176.93,True
2048,16777216,serial,16,13,2230.3600311279297,2337.151,True
2048,16777216,parallel,16,13,2051.6600608825684,2179.84,True
2048,16777216,vector_only,16,13,1007.159948348999,1111.955,True
2048,16777216,matrix_only,16,13,1318.5399770736694,1424.657,True
2048,16777216,serial,16,14,2209.439992904663,2327.52,True
2048,16777216,vector_only,16,14,1009.4000101089478,1119.525,True
2048,16777216,parallel,16,14,2071.079969406128,2181.35,True
2048,16777216,matrix_only,16,14,1314.1200542449951,1435.417,True
2048,16777216,serial,16,15,2198.499917984009,2312.8,True
2048,16777216,vector_only,16,15,1004.3599605560303,1116.395,True
2048,16777216,matrix_only,16,15,1314.2399787902832,1417.276,True
2048,16777216,parallel,16,15,2077.8000354766846,2192.15,True
2048,16777216,parallel,16,16,2038.8998985290527,2161.13,True
2048,16777216,vector_only,16,16,1006.8000555038452,1110.415,True
2048,16777216,serial,16,16,2219.939947128296,2330.03,True
2048,16777216,matrix_only,16,16,1326.7600536346436,1431.397,True
2048,16777216,serial,16,17,2215.8799171447754,2326.171,True
2048,16777216,vector_only,16,17,998.0599880218506,1109.805,True
2048,16777216,matrix_only,16,17,1318.6999559402466,1424.467,True
2048,16777216,parallel,16,17,2087.8798961639404,2208.97,True
2048,16777216,serial,16,18,2212.860107421875,2318.801,True
2048,16777216,parallel,16,18,2071.5599060058594,2204.79,True
2048,16777216,matrix_only,16,18,1316.6199922561646,1428.707,True
2048,16777216,vector_only,16,18,1028.3600091934204,1136.055,True
2048,16777216,vector_only,16,19,989.4800186157227,1096.295,True
2048,16777216,parallel,16,19,2074.739933013916,2196.92,True
2048,16777216,serial,16,19,2215.7599925994873,2341.101,True
2048,16777216,matrix_only,16,19,1314.020037651062,1423.856,True
2048,16777216,parallel,16,20,2099.8001098632812,2215.56,True
2048,16777216,serial,16,20,2210.6800079345703,2320.09,True
2048,16777216,vector_only,16,20,1026.0200500488281,1132.205,True
2048,16777216,matrix_only,16,20,1318.7799453735352,1424.646,True
2048,16777216,matrix_only,16,21,1302.0199537277222,1418.516,True
2048,16777216,vector_only,16,21,1028.5600423812866,1133.445,True
2048,16777216,parallel,16,21,2084.3000411987305,2207.04,True
2048,16777216,serial,16,21,2215.019941329956,2335.111,True
2048,16777216,matrix_only,16,22,1316.3599967956543,1438.766,True
2048,16777216,vector_only,16,22,1028.39994430542,1138.435,True
2048,16777216,parallel,16,22,2083.3799839019775,2249.071,True
2048,16777216,serial,16,22,2214.1599655151367,2326.53,True
2048,16777216,vector_only,16,23,1016.219973564148,1133.775,True
2048,16777216,serial,16,23,2222.599983215332,2309.25,True
2048,16777216,parallel,16,23,2063.1399154663086,2177.94,True
2048,16777216,matrix_only,16,23,1311.4399909973145,1428.167,True
2048,16777216,matrix_only,16,24,1300.920009613037,1410.437,True
2048,16777216,serial,16,24,2203.540086746216,2332.0,True
2048,16777216,parallel,16,24,2099.299907684326,2218.09,True
2048,16777216,vector_only,16,24,1009.7399950027466,1117.465,True
2048,16777216,matrix_only,16,25,1329.1200399398804,1436.007,True
2048,16777216,serial,16,25,2233.8600158691406,2349.761,True
2048,16777216,vector_only,16,25,1003.3199787139893,1107.615,True
2048,16777216,parallel,16,25,2090.939998626709,2208.991,True
2048,16777216,vector_only,16,26,1009.4799995422363,1122.955,True
2048,16777216,serial,16,26,2223.1199741363525,2330.511,True
2048,16777216,matrix_only,16,26,1320.9799528121948,1444.027,True
2048,16777216,parallel,16,26,2092.4599170684814,2211.21,True
2048,16777216,vector_only,16,27,1011.1199617385864,1131.595,True
2048,16777216,matrix_only,16,27,1318.179965019226,1416.337,True
2048,16777216,serial,16,27,2209.2599868774414,2316.551,True
2048,16777216,parallel,16,27,2060.4000091552734,2175.74,True
2048,16777216,vector_only,16,28,1005.7200193405151,1119.045,True
2048,16777216,matrix_only,16,28,1320.2400207519531,1440.217,True
2048,16777216,parallel,16,28,2101.2001037597656,2223.34,True
2048,16777216,serial,16,28,2227.180004119873,2356.11,True
2048,16777216,serial,16,29,2220.599889755249,2345.271,True
2048,16777216,parallel,16,29,2063.999891281128,2182.47,True
2048,16777216,matrix_only,16,29,1321.22004032135,1439.186,True
2048,16777216,vector_only,16,29,1037.7000570297241,1150.845,True
