case,problem,cores,call,name,action,success,local_time_improved,global_accepted,global_time_improved,moved_ops,cross_old_task_blocks,partition_changed,parent_time,candidate_time,copy_delta
case_046,2,5,15,persistent_p23_r0_2_related_chain_move,related_chain_move,True,False,False,False,32,,,99326,102889,-9440
case_046,2,5,19,persistent_p23_r0_3_related_chain_exchange,related_chain_exchange,True,True,True,True,48,,,93013,86943,-64768
case_046,2,5,20,persistent_p23_r1_2_related_chain_exchange,related_chain_exchange,True,False,False,False,27,,,110845,118120,133280
case_046,2,5,21,persistent_p23_r0_3_related_chain_exchange,related_chain_exchange,True,False,False,False,48,,,99326,103649,32672
case_046,2,5,23,persistent_p23_r2_1_related_chain_exchange,related_chain_exchange,True,False,False,False,17,,,109614,113515,106208
case_046,3,5,7,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,32,,,108388,95113,7360
case_046,3,5,9,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,True,True,48,,,99142,92166,122784
case_046,3,5,10,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,True,True,48,,,92391,79388,25056
case_046,3,5,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,9,,,104750,106794,0
case_046,3,5,13,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,True,True,32,,,92391,77585,-9984
case_046,3,5,14,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,2,,,108870,108047,0
case_046,3,5,15,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,32,,,99142,87786,-4832
case_046,3,5,19,persistent_p23_r0_3_related_chain_exchange,related_chain_exchange,True,True,False,False,48,,,92391,79156,-64768
case_046,3,5,20,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,2,,,108870,108054,0
case_046,3,5,21,persistent_p23_r0_3_related_chain_exchange,related_chain_exchange,True,True,False,False,48,,,99142,91951,40864
case_046,3,5,22,persistent_p23_r2_1_related_chain_move,related_chain_move,True,True,True,True,32,,,73748,62003,160992
case_046,3,5,24,persistent_p23_r2_1_related_chain_exchange,related_chain_exchange,True,True,False,False,39,,,84682,66948,106720
case_047,1,1,7,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,0,138,True,339249,408578,1045024
case_047,1,1,10,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,0,77,True,339249,366619,864412
case_047,1,1,11,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,0,0,True,326508,353353,1861312
case_047,1,1,12,p1_region_r1_cap4096_branch_merge,p1_region,True,False,False,False,0,46,True,339171,372343,1664796
case_047,1,1,13,p1_region_r0_cap8192_affinity_raw,p1_region,True,False,False,False,0,0,True,326508,387124,2022560
case_047,1,1,15,p1_region_r1_cap4096_branch_merge,p1_region,True,False,False,False,0,86,True,323618,368968,3189236
case_047,1,1,19,p1_region_r1_cap4096_branch_merge,p1_region,True,False,False,False,0,85,True,320846,357627,3040124
case_047,1,1,20,p1_region_r1_cap4096_branch_merge,p1_region,True,False,False,False,0,26,True,332079,362948,2644544
case_047,1,1,21,p1_region_r3_cap4096_branch_merge,p1_region,True,False,False,False,0,87,True,323618,360221,2880484
case_047,1,1,22,p1_region_r3_cap4096_branch_merge,p1_region,True,False,False,False,0,82,True,320846,365231,3068910
case_047,1,2,6,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,2032,92,True,322012,354277,2461776
case_047,1,2,7,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,2128,107,True,323628,355728,2803826
case_047,1,2,8,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,1750,103,True,339249,356148,1181180
case_047,1,2,10,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,2107,170,True,341421,372825,2247532
case_047,1,2,12,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,1782,0,True,326508,354619,2217688
case_047,1,2,15,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,1782,0,True,326508,344282,1898836
case_047,1,2,16,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,1750,78,True,339249,351237,958992
case_047,1,2,18,p1_region_r0_cap8192_affinity_raw,p1_region,True,False,False,False,3775,0,True,326508,338384,2406166
case_047,1,2,21,p1_region_r0_cap8192_affinity_merge,p1_region,True,False,False,False,3775,0,True,326508,336572,2248506
case_047,1,2,24,p1_region_r2_cap4096_affinity_raw,p1_region,True,False,False,False,2324,0,True,326508,365546,3337344
case_047,1,3,6,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,2854,107,True,322795,336424,2803826
case_047,1,3,7,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,2402,103,True,339249,339013,1181180
case_047,1,3,8,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,2879,158,True,344870,355169,2245706
case_047,1,3,10,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,2543,0,True,326508,336926,2217688
case_047,1,3,13,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,2824,92,True,325870,342019,2365016
case_047,1,3,16,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,2402,80,True,339249,352970,999950
case_047,1,3,17,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,2543,0,True,326508,343384,1955656
case_047,1,3,20,p1_region_r0_cap8192_affinity_raw,p1_region,True,False,False,False,5491,0,True,326508,330198,3192140
case_047,1,3,23,p1_region_r0_cap8192_affinity_merge,p1_region,True,False,False,False,5491,0,True,326508,350926,2878520
case_047,1,4,6,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,3223,107,True,322577,329475,2803826
case_047,1,4,7,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,3033,103,True,339249,333050,1181180
case_047,1,4,8,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,3188,143,True,346252,351679,2253100
case_047,1,4,10,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,3156,0,True,326508,328326,2217688
case_047,1,4,13,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,3170,92,True,325146,330336,2553826
case_047,1,4,16,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,3033,87,True,339249,342377,1038934
case_047,1,4,17,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,3156,0,True,326508,340379,2021490
case_047,1,4,20,p1_region_r0_cap8192_affinity_raw,p1_region,True,True,True,True,6051,0,True,326508,311363,3358234
case_047,1,4,23,p1_region_r0_cap8192_affinity_merge,p1_region,True,False,False,False,6051,0,True,326508,334719,3160658
case_047,1,5,6,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,3208,107,True,322435,325394,2803826
case_047,1,5,7,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,2906,103,True,339249,332537,1181180
case_047,1,5,8,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,2838,91,True,341752,341072,1440932
case_047,1,5,10,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,2895,0,True,326508,322588,2217688
case_047,1,5,14,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,2906,93,True,339249,347327,1068082
case_047,1,5,15,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,3334,94,True,325532,329761,3029950
case_047,1,5,17,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,2838,90,True,341752,354604,1332654
case_047,1,5,18,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,2895,0,True,326508,339765,2015956
case_047,2,2,6,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,150531,168315,79040
case_047,2,2,10,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,277066,284023,131648
case_047,2,2,11,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,21,,,162966,164702,-4160
case_047,2,2,13,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,326508,346211,93376
case_047,2,2,15,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,144,,,155794,177520,129408
case_047,2,2,16,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,48,,,228455,222712,-19904
case_047,2,2,17,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,48,,,199744,205024,78272
case_047,2,2,18,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,5,,,168230,168097,-8192
case_047,2,2,20,persistent_p23_r0_2_related_chain_exchange,related_chain_exchange,True,False,False,False,48,,,168230,169685,-8704
case_047,2,2,23,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,102,,,168097,170585,-50880
case_047,2,2,24,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,144,,,150503,167575,44672
case_047,2,3,6,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,True,True,19,,,109483,108977,-4096
case_047,2,3,10,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,277066,284023,131648
case_047,2,3,11,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,144,,,133518,136588,-38784
case_047,2,3,12,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,19,,,109483,108832,-4096
case_047,2,3,13,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,326508,346211,93376
case_047,2,3,15,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,143,,,105024,114460,16256
case_047,2,3,16,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,3,,,183766,175760,-10368
case_047,2,3,17,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,48,,,151879,147429,-7552
case_047,2,3,18,persistent_p23_r2_1_related_chain_exchange,related_chain_exchange,True,False,False,False,31,,,108726,109720,192
case_047,2,3,22,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,4,,,183766,176342,-8320
case_047,2,3,23,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,32,,,151879,146313,-6784
case_047,2,4,6,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,48,,,91673,97816,-8512
case_047,2,4,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,277066,284023,131648
case_047,2,4,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,True,False,False,18,,,129596,129014,-12480
case_047,2,4,13,persistent_p23_r1_1_related_chain_move,related_chain_move,True,True,False,False,19,,,92447,92433,2176
case_047,2,4,14,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,326508,346211,93376
case_047,2,4,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,141111,143711,24896
case_047,2,4,17,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,32,,,169044,162307,512
case_047,2,4,18,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,32,,,141470,132385,4608
case_047,2,4,23,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,32,,,169044,162413,5632
case_047,2,4,24,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,32,,,141470,132385,4608
case_047,2,5,6,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,17,,,86880,87146,-7168
case_047,2,5,10,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,277066,284023,131648
case_047,2,5,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,143767,145069,-21888
case_047,2,5,13,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,326508,346211,93376
case_047,2,5,15,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,144,,,87055,92797,-23296
case_047,2,5,16,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,18,,,166029,165654,-7296
case_047,2,5,17,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,35,,,127203,120731,-5760
case_047,2,5,19,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,128389,128905,-2816
case_047,3,2,6,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,150531,168303,79040
case_047,3,2,10,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,277066,284023,131648
case_047,3,2,11,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,99,,,162744,164860,-60544
case_047,3,2,13,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,326508,346211,93376
case_047,3,2,15,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,144,,,155794,177450,129408
case_047,3,2,16,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,48,,,227772,222645,-14592
case_047,3,2,17,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,48,,,199623,204858,78272
case_047,3,2,18,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,48,,,168213,169611,-8704
case_047,3,2,21,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,144,,,150279,167653,44672
case_047,3,3,6,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,True,True,19,,,108690,108150,-4096
case_047,3,3,10,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,277066,284023,131648
case_047,3,3,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,5,,,131307,131326,-128
case_047,3,3,12,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,False,False,False,0,,,108690,109196,0
case_047,3,3,13,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,326508,346211,93376
case_047,3,3,15,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,143,,,104462,113698,16256
case_047,3,3,16,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,3,,,182493,174663,-10368
case_047,3,3,17,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,35,,,150995,153243,40256
case_047,3,3,18,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,28,,,151284,151202,3840
case_047,3,3,20,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,False,False,False,0,,,151284,151651,0
case_047,3,3,21,persistent_p23_r2_1_related_chain_exchange,related_chain_exchange,True,False,False,False,32,,,107930,108424,-8192
case_047,3,3,23,persistent_p23_r2_1_related_chain_exchange,related_chain_exchange,True,True,False,False,31,,,150382,150267,2816
case_047,3,3,24,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,47,,,108150,110439,512
case_047,3,4,6,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,90079,92392,-7872
case_047,3,4,10,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,277066,284023,131648
case_047,3,4,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,18,,,121887,122209,-12480
case_047,3,4,13,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,326508,346211,93376
case_047,3,4,15,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,19,,,91120,91238,2176
case_047,3,4,16,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,32,,,166090,158193,512
case_047,3,4,17,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,32,,,141315,136526,80064
case_047,3,4,18,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,97,,,90052,94791,-13824
case_047,3,4,22,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,True,False,False,0,,,166090,158702,0
case_047,3,4,23,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,True,False,False,0,,,141315,129771,0
case_047,3,5,6,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,17,,,83346,83512,-7168
case_047,3,5,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,277066,284023,131648
case_047,3,5,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,133641,134731,-21888
case_047,3,5,13,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,144,,,83862,89518,-23296
case_047,3,5,14,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,326508,346211,93376
case_047,3,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,122941,123888,-2816
case_047,3,5,17,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,157768,158585,768
case_047,3,5,18,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,35,,,125035,118639,-5760
case_047,3,5,24,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,32,,,125035,118803,-7808
case_049,2,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,48,,,54069,56245,2816
case_049,2,5,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,145854,151214,72830
case_049,2,5,13,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,2,,,102732,102883,-32768
case_049,2,5,14,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,112,,,62701,64012,-49280
case_049,2,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,147323,148491,41026
case_049,2,5,16,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,113685,111591,-49152
case_049,2,5,17,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,5,,,213781,185178,-4224
case_049,2,5,21,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,160260,171045,53314
case_049,2,5,22,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,1,,,113685,111785,-32768
case_049,2,5,23,persistent_p23_r0_2_related_chain_exchange,related_chain_exchange,True,True,False,False,34,,,213781,181219,-11968
case_049,3,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,48,,,52489,55065,2816
case_049,3,5,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,145854,151208,72830
case_049,3,5,13,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,96018,95761,-32768
case_049,3,5,14,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,104,,,60114,61848,-49280
case_049,3,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,147323,148491,41026
case_049,3,5,16,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,108542,105973,-49152
case_049,3,5,17,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,5,,,212721,183785,-4224
case_049,3,5,21,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,160260,171045,53314
case_049,3,5,22,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,1,,,84824,84437,-32768
case_049,3,5,24,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,True,False,False,0,,,84824,84266,0
case_050,2,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,17,,,38837,38916,-24592
case_050,2,5,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,96590,104405,35470
case_050,2,5,13,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,89825,89580,-16388
case_050,2,5,14,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,21,,,46956,46728,-8194
case_050,2,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,97760,99172,32776
case_050,2,5,16,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,1,,,113022,111330,-24576
case_050,2,5,17,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,33,,,145806,130497,32766
case_050,2,5,21,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,108160,108249,32776
case_050,2,5,22,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,1,,,113022,111620,-8192
case_050,2,5,23,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,17,,,145806,130043,-2
case_050,3,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,9,,,35012,35924,-16362
case_050,3,5,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,96588,104306,35470
case_050,3,5,12,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,81727,81157,-16388
case_050,3,5,14,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,97740,99144,32776
case_050,3,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,1,,,107136,105218,-24576
case_050,3,5,16,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,38,,,34788,37290,-2496
case_050,3,5,20,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,108160,108249,32776
case_050,3,5,22,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,21,,,42837,43289,-8194
case_050,3,5,23,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,17,,,143304,128511,16384
case_053,2,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,33,,,345963,357066,70656
case_053,2,5,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,374457,402996,356726
case_053,2,5,13,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,488503,485235,-19456
case_053,2,5,14,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,97,,,375563,405837,8192
case_053,2,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,405585,411419,189212
case_053,2,5,16,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,2,,,544694,528306,0
case_053,2,5,17,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,32,,,774385,699936,-46464
case_053,2,5,21,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,492699,505137,225824
case_053,2,5,22,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,3,,,544694,527998,-2048
case_053,2,5,23,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,32,,,774385,705255,-43968
case_053,3,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,33,,,325708,338389,65536
case_053,3,5,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,374457,402996,356726
case_053,3,5,13,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,421178,417801,-1024
case_053,3,5,14,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,97,,,354711,390148,8192
case_053,3,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,405585,411362,189212
case_053,3,5,16,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,2,,,508364,492004,0
case_053,3,5,17,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,765949,670234,-8192
case_053,3,5,21,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,492699,505320,225824
case_053,3,5,22,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,2,,,390575,390302,-1024
case_053,3,5,24,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,False,False,False,0,,,390575,394401,0
case_054,1,5,7,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,True,True,2848,118,True,474129,461210,3656256
case_054,1,5,8,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,3073,175,True,568315,512433,1945902
case_054,1,5,9,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,3061,246,True,527433,481961,2702586
case_054,1,5,10,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,3232,82,True,461210,538197,6473526
case_054,1,5,11,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,3363,142,True,512433,538126,4321880
case_054,1,5,12,p1_region_r1_cap4096_branch_raw,p1_region,False,False,False,False,,,,,,
case_058,1,5,5,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,1277,0,True,1004819,1489778,26304512
case_058,1,5,6,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,20,0,True,1784441,1795251,262144
case_058,1,5,9,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,1277,0,True,1004819,1215871,16429056
case_058,1,5,12,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,97,0,True,1175943,1229283,2113536
case_058,1,5,13,p1_region_r0_cap8192_affinity_merge,p1_region,False,False,False,False,,,,,,
case_060,1,1,8,p1_region_r2_cap4096_affinity_raw,p1_region,True,False,False,False,0,0,True,887677,940836,2093342
case_060,1,1,9,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,0,0,True,913023,930387,356356
case_060,1,1,10,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,0,0,True,884914,901657,6474752
case_060,1,1,11,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,0,2,True,1381283,1390145,215040
case_060,1,1,12,p1_region_r2_cap4096_affinity_merge,p1_region,True,False,False,False,0,0,True,887677,901264,1899966
case_060,1,1,16,p1_region_r1_cap4096_branch_merge,p1_region,True,False,False,False,0,0,True,879646,955173,7023640
case_060,1,1,20,p1_region_r1_cap4096_branch_merge,p1_region,True,False,False,False,0,0,True,886171,903778,1376264
case_060,1,1,21,p1_region_r1_cap4096_branch_merge,p1_region,True,False,False,False,0,10,True,953660,981780,2267136
case_060,1,2,8,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,30,0,True,462497,473431,356356
case_060,1,2,9,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,48,4,True,909386,901326,137216
case_060,1,2,13,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,45,7,True,901326,921682,-98188
case_060,1,2,15,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,2616,0,True,888789,662842,12362888
case_060,1,2,16,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,20,0,True,662842,666814,188490
case_060,1,2,18,p1_region_r0_cap4096_affinity_merge,p1_region,True,True,False,False,48,7,True,909386,900024,137216
case_060,1,2,19,p1_region_r0_cap4096_affinity_merge,p1_region,True,True,False,False,2616,0,True,888789,493483,9967404
case_060,1,2,21,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,45,7,True,900024,920390,-98188
case_060,1,2,24,p1_region_r2_cap4096_affinity_raw,p1_region,True,True,False,False,29,6,True,909386,903874,-106442
case_060,1,3,7,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,29,0,True,312009,321419,356356
