case,problem,cores,call,name,action,success,local_time_improved,global_accepted,global_time_improved,moved_ops,cross_old_task_blocks,partition_changed,parent_time,candidate_time,copy_delta
case_001,3,5,8,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,64407,64269,-8192
case_001,3,5,9,persistent_p23_r0_2_related_chain_move,related_chain_move,True,False,False,False,3,,,47502,48390,0
case_001,3,5,10,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,3,,,64407,63651,0
case_001,3,5,12,persistent_p23_r0_3_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,64407,64269,-8192
case_001,3,5,13,persistent_p23_r0_3_related_chain_exchange,related_chain_exchange,True,False,False,False,6,,,47502,47502,0
case_001,3,5,14,persistent_p23_r0_4_related_chain_move,related_chain_move,True,True,False,False,3,,,64407,63651,0
case_001,3,5,15,persistent_p23_r0_4_related_chain_move,related_chain_move,True,False,False,False,3,,,47502,48390,0
case_001,3,5,16,persistent_p23_r0_5_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,64407,64269,-8192
case_001,3,5,17,persistent_p23_r0_5_related_chain_exchange,related_chain_exchange,True,False,False,False,6,,,47502,47502,0
case_001,3,5,18,persistent_p23_r0_6_related_chain_move,related_chain_move,True,True,False,False,3,,,64407,63651,0
case_001,3,5,19,persistent_p23_r0_6_related_chain_move,related_chain_move,True,False,False,False,3,,,47502,48390,0
case_001,3,5,20,persistent_p23_r0_7_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,64407,64269,-8192
case_001,3,5,21,persistent_p23_r0_7_related_chain_exchange,related_chain_exchange,True,False,False,False,6,,,47502,47502,0
case_001,3,5,22,persistent_p23_r0_8_related_chain_move,related_chain_move,True,True,False,False,3,,,64407,63651,0
case_001,3,5,23,persistent_p23_r0_8_related_chain_move,related_chain_move,True,False,False,False,3,,,47502,48390,0
case_003,1,5,7,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,True,True,3112,209,True,459147,411250,3147228
case_003,1,5,8,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,True,True,3504,131,True,517943,375962,6018656
case_003,1,5,9,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,3557,206,True,594037,478756,4523444
case_003,1,5,10,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,3239,327,True,411250,485181,5394224
case_003,1,5,11,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,3250,108,True,375962,460068,5338460
case_003,1,5,12,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,3290,165,True,478756,504697,5047916
case_003,1,5,13,p1_region_r0_cap4096_affinity_merge,p1_region,True,True,False,False,3112,139,True,459147,449082,2459140
case_003,1,5,14,p1_region_r0_cap4096_affinity_merge,p1_region,True,True,False,False,3504,115,True,517943,456438,5186300
case_003,1,5,15,p1_region_r0_cap4096_affinity_merge,p1_region,True,True,False,False,3557,107,True,594037,553059,3480020
case_009,2,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,True,True,7,,,46156,44787,-16384
case_009,2,5,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,80534,93068,59842
case_009,2,5,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,True,False,False,1,,,77563,77333,-12288
case_009,2,5,13,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,True,True,6,,,46156,44320,-22016
case_009,2,5,14,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,82135,90821,41152
case_009,2,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,1,,,110613,109463,-4096
case_009,2,5,19,persistent_p23_r0_3_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,46156,44735,-13824
case_009,2,5,20,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,92225,108920,41152
case_009,2,5,22,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,14,,,42596,43740,0
case_009,2,5,23,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,77300,75190,5632
case_009,3,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,7,,,42009,42038,-16384
case_009,3,5,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,80534,92904,59842
case_009,3,5,13,persistent_p23_r1_1_related_chain_move,related_chain_move,True,True,False,False,1,,,70023,69851,-12288
case_009,3,5,14,persistent_p23_r1_1_related_chain_move,related_chain_move,True,True,True,True,1,,,38411,38231,-13824
case_009,3,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,82135,90549,41152
case_009,3,5,16,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,3,,,105032,102964,-8192
case_009,3,5,17,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,1,,,74767,72296,-4096
case_009,3,5,21,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,92225,108893,41152
case_009,3,5,22,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,4,,,59700,59340,-10752
case_009,3,5,24,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,True,False,False,0,,,59700,59653,0
case_012,1,5,6,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,64,0,True,14006,16620,66944
case_012,1,5,7,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,34,0,True,16648,17877,32840
case_012,1,5,8,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,3,1,True,54832,54600,-46080
case_012,1,5,10,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,135,0,True,14300,18128,88154
case_012,1,5,12,p1_region_r1_cap4096_branch_raw,p1_region,True,True,False,False,3,1,True,54600,52690,-46080
case_012,1,5,14,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,827,0,True,59088,26105,468854
case_012,1,5,15,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,3,0,False,26105,27585,0
case_012,1,5,17,p1_region_r2_cap4096_affinity_raw,p1_region,True,False,False,False,2,1,True,54832,54893,-40960
case_012,1,5,18,p1_region_r0_cap4096_affinity_merge,p1_region,True,True,False,False,827,0,True,59088,38766,408742
case_012,1,5,19,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,69,0,True,14006,17597,124544
case_012,1,5,20,p1_region_r2_cap4096_affinity_raw,p1_region,True,True,False,False,2,1,True,52690,52555,-46080
case_012,2,5,10,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,27,,,13346,15080,36864
case_012,2,5,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,True,False,False,1,,,33350,33057,-18432
case_012,2,5,12,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,4,,,19673,19517,-11072
case_012,2,5,13,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,27,,,13927,16069,36864
case_012,2,5,14,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,4,,,33375,33366,0
case_012,2,5,15,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,29959,29724,0
case_012,2,5,19,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,3,,,14300,14021,0
case_012,2,5,20,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,2,,,33375,33189,-12288
case_012,2,5,21,persistent_p23_r0_2_related_chain_move,related_chain_move,True,False,False,False,3,,,29959,30790,-576
case_012,2,5,23,persistent_p23_r3_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,32991,32582,-27644
case_012,2,5,24,persistent_p23_r3_1_related_chain_move,related_chain_move,True,False,False,False,1,,,19419,19459,768
case_012,3,5,10,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,27,,,13254,13442,36864
case_012,3,5,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,True,False,False,1,,,27820,27785,-18432
case_012,3,5,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,1,,,16506,16944,0
case_012,3,5,13,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,27,,,13837,14961,36864
case_012,3,5,14,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,1,,,28342,28056,-16384
case_012,3,5,15,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,29132,28766,0
case_012,3,5,19,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,3,,,14300,14021,0
case_012,3,5,20,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,False,False,False,0,,,28342,29223,0
case_012,3,5,21,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,True,False,False,0,,,29132,28514,0
case_012,3,5,23,persistent_p23_r3_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,27736,27440,-27644
case_016,1,5,6,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,2655,278,True,3304638,3922458,851006
case_016,1,5,7,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,1194,44,True,7755693,7357044,21302574
case_016,1,5,8,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,1194,51,True,7759914,7397852,24775928
case_016,1,5,9,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,2655,279,True,3304638,4063225,784914
case_016,1,5,10,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,1194,0,True,7715523,7326754,28380542
case_016,1,5,11,p1_region_r1_cap4096_branch_raw,p1_region,True,True,False,False,3441,40,True,7357044,6664192,13834714
case_016,1,5,12,p1_region_r1_cap4096_branch_raw,p1_region,True,True,False,False,3471,63,True,7397852,6603916,17833322
case_016,1,5,13,p1_region_r1_cap4096_branch_raw,p1_region,False,False,False,False,,,,,,
case_019,2,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,True,True,10,,,17713,17551,-17152
case_019,2,5,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,13,,,22206,22206,0
case_019,2,5,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,1,,,25389,26039,-16384
case_019,2,5,13,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,True,True,9,,,17713,17428,-16384
case_019,2,5,14,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,22,,,22417,22417,16384
case_019,2,5,15,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,5,,,26598,25955,-20480
case_019,2,5,19,persistent_p23_r0_3_related_chain_exchange,related_chain_exchange,True,True,False,False,13,,,17713,17697,256
case_019,2,5,20,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,13,,,24169,24202,0
case_019,2,5,21,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,3,,,26598,25245,-20480
case_019,2,5,22,persistent_p23_r1_1_related_chain_move,related_chain_move,True,True,True,True,1,,,17428,17116,-16384
case_019,3,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,True,True,10,,,15762,15520,-17152
case_019,3,5,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,13,,,22206,22206,0
case_019,3,5,12,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,22295,21463,-66048
case_019,3,5,13,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,False,False,False,0,,,15762,16075,0
case_019,3,5,14,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,22,,,22417,22417,16384
case_019,3,5,15,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,3,,,24204,22114,-20736
case_019,3,5,16,persistent_p23_r2_1_related_chain_exchange,related_chain_exchange,True,False,False,False,3,,,15463,15657,0
case_019,3,5,19,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,15520,15515,0
case_019,3,5,20,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,13,,,24169,24202,0
case_019,3,5,22,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,9,,,19821,19735,9472
case_019,3,5,23,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,3,,,26483,25880,7680
case_023,2,5,10,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,18,,,17694,18666,10752
case_023,2,5,11,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,57319,57203,-7680
case_023,2,5,12,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,13,,,26994,27641,10748
case_023,2,5,13,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,18,,,18914,18491,-58368
case_023,2,5,14,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,57930,57790,-5088
case_023,2,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,1,,,44098,42219,-10752
case_023,2,5,19,persistent_p23_r0_2_related_chain_move,related_chain_move,True,False,False,False,13,,,18914,21324,-73728
case_023,2,5,20,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,1,,,57930,57863,1536
case_023,2,5,21,persistent_p23_r0_2_related_chain_exchange,related_chain_exchange,True,True,False,False,9,,,44098,42010,-64516
case_023,2,5,22,persistent_p23_r1_2_related_chain_move,related_chain_move,True,False,False,False,13,,,17694,20209,0
case_023,2,5,23,persistent_p23_r2_1_related_chain_exchange,related_chain_exchange,True,True,False,False,3,,,57203,56897,-18432
case_023,3,5,10,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,18,,,16725,19154,15360
case_023,3,5,11,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,51195,49821,-5088
case_023,3,5,12,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,14,,,22522,22742,-1024
case_023,3,5,13,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,18,,,18824,18476,-58368
case_023,3,5,14,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,53088,49997,0
case_023,3,5,15,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,13,,,41995,40735,-1024
case_023,3,5,19,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,False,False,False,0,,,18824,19513,0
case_023,3,5,20,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,False,False,False,0,,,53088,54898,0
case_023,3,5,21,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,False,False,False,0,,,41995,42079,0
case_023,3,5,23,persistent_p23_r2_1_related_chain_exchange,related_chain_exchange,True,True,False,False,4,,,49821,49049,-32768
case_025,2,5,10,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,11,,,942938,943564,13824
case_025,2,5,11,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,3,,,983500,978819,-10752
case_025,2,5,13,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,11,,,975282,976901,13824
case_025,2,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,1,,,1264925,1263223,-7680
case_025,2,5,20,persistent_p23_r1_2_related_chain_move,related_chain_move,False,False,False,False,,,,,,
case_025,3,5,10,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,11,,,942938,943565,13824
case_025,3,5,11,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,3,,,981974,977105,-7680
case_025,3,5,13,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,11,,,975282,976623,13824
case_025,3,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,1,,,1264904,1264820,-7680
case_028,2,5,11,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,32,,,24572541,13727372,-5444592
case_028,2,5,12,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,True,True,144,,,8032082,8030794,294912
case_028,2,5,14,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,48,,,11807861,11806866,-52200
case_028,2,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,32,,,9607118,9096100,96864
case_028,2,5,17,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,32,,,11807861,11806831,1464
case_028,3,5,11,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,144,,,7970583,7970664,-12288
case_028,3,5,14,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,32,,,9607118,8497177,96864
case_035,2,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,15,,,41934,43246,3772
case_035,2,5,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,80677,98027,97730
case_035,2,5,12,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,95554,95443,0
case_035,2,5,14,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,82486,97505,85954
case_035,2,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,2,,,122603,120967,-16388
case_035,2,5,18,persistent_p23_r1_1_related_chain_move,related_chain_move,True,True,False,False,3,,,54844,54433,-4
case_035,2,5,19,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,20,,,124227,118560,-3332
case_035,2,5,23,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,95460,115567,85954
case_035,2,5,24,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,2,,,66989,66838,-8192
case_035,3,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,15,,,40778,42015,3772
case_035,3,5,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,96,,,80677,98027,97730
case_035,3,5,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,True,False,False,1,,,89635,89217,-16384
case_035,3,5,14,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,82486,97505,85954
case_035,3,5,15,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,116882,115931,-16384
case_035,3,5,16,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,15,,,40353,41896,3772
case_035,3,5,20,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,32,,,95460,115567,85954
case_035,3,5,22,persistent_p23_r1_1_related_chain_move,related_chain_move,True,True,False,False,4,,,51461,50917,-4
case_035,3,5,23,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,20,,,122594,117146,-3332
case_037,2,5,10,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,48,,,43736,48088,-90112
case_037,2,5,11,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,5,,,75798,75877,-2048
case_037,2,5,12,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,3,,,63034,63777,-2048
case_037,2,5,13,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,48,,,43800,48132,-90112
case_037,2,5,14,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,80067,75100,8192
case_037,2,5,15,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,2,,,82342,74444,-2048
case_037,2,5,19,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,True,True,78,,,43736,43013,-163840
case_037,2,5,20,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,5,,,80067,74450,-8192
case_037,2,5,21,persistent_p23_r0_2_related_chain_exchange,related_chain_exchange,True,True,False,False,3,,,82342,74637,12288
case_037,3,5,10,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,48,,,43013,50365,-69632
case_037,3,5,11,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,2,,,67797,67923,-2048
case_037,3,5,12,persistent_p23_r1_1_related_chain_move,related_chain_move,True,False,False,False,2,,,72926,73022,-14336
case_037,3,5,13,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,3,,,63034,63744,-2048
case_037,3,5,15,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,71174,70943,-18432
case_037,3,5,17,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,6,,,79958,70980,8192
case_037,3,5,18,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,2,,,82342,74466,-2048
case_037,3,5,19,persistent_p23_r0_2_first_reader_and_late_consumer,first_reader_and_late_consumer,True,False,False,False,0,,,71174,71535,0
case_037,3,5,22,persistent_p23_r2_1_related_chain_exchange,related_chain_exchange,True,False,False,False,3,,,70720,71159,0
case_037,3,5,23,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,True,False,False,0,,,79958,74152,0
case_037,3,5,24,persistent_p23_r0_2_related_chain_exchange,related_chain_exchange,True,True,False,False,3,,,82342,74563,12288
case_042,1,5,7,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,47,0,True,351786,372949,786700
case_042,1,5,8,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,175,50,True,943442,930307,-1507164
case_042,1,5,10,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,465,0,True,370832,445156,5367724
case_042,1,5,12,p1_region_r1_cap4096_branch_raw,p1_region,True,True,False,False,7,1,True,930307,926849,-2304
case_042,1,5,14,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,3571,0,True,1686740,582528,23961760
case_042,1,5,15,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,38,0,True,582528,584271,12288
case_042,1,5,17,p1_region_r0_cap4096_affinity_merge,p1_region,True,True,False,False,175,46,True,943442,929845,-1507172
case_042,1,5,18,p1_region_r0_cap4096_affinity_merge,p1_region,True,True,False,False,3571,0,True,1686740,550115,17830016
case_042,1,5,19,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,89,0,True,343752,409959,2119680
case_042,1,5,20,p1_region_r2_cap4096_affinity_raw,p1_region,True,True,False,False,177,0,False,926849,925999,0
case_042,1,5,24,p1_region_r0_cap8192_affinity_raw,p1_region,True,True,False,False,3672,0,True,1686740,661091,26938328
case_042,2,5,7,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,5,,,349243,352388,32764
case_042,2,5,12,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,14,,,370832,365610,28800
case_042,2,5,13,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,3,,,435912,435212,-6912
case_042,2,5,14,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,10,,,346660,349099,-4
case_042,2,5,15,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,9,,,370832,363858,0
case_042,2,5,16,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,2,,,484042,473618,-65536
case_042,2,5,17,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,7,,,372774,372576,19456
case_042,2,5,21,persistent_p23_r0_3_related_chain_exchange,related_chain_exchange,True,True,False,False,15,,,370832,365610,28800
case_042,2,5,22,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,1,,,484042,473421,-65536
case_042,2,5,23,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,False,False,6,,,372774,372421,18432
case_042,2,5,24,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,True,False,False,21,,,363858,361779,0
case_042,3,5,7,persistent_p23_r0_1_related_chain_move,related_chain_move,True,False,False,False,4,,,344200,347758,-16384
case_042,3,5,12,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,14,,,353021,352038,7296
case_042,3,5,13,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,2,,,374131,375240,-32768
case_042,3,5,14,persistent_p23_r1_1_related_chain_exchange,related_chain_exchange,True,False,False,False,4,,,344527,346109,18432
case_042,3,5,15,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,True,False,False,0,,,353021,352068,-3072
case_042,3,5,16,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,4,,,447303,438075,16380
case_042,3,5,17,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,False,False,7,,,371515,371119,19456
case_042,3,5,21,persistent_p23_r0_3_related_chain_move,related_chain_move,True,True,False,False,9,,,353021,350286,-3072
case_042,3,5,22,persistent_p23_r0_2_first_reader_and_late_consumer,first_reader_and_late_consumer,True,True,False,False,0,,,447303,439988,0
case_042,3,5,23,persistent_p23_r0_2_first_reader_and_independent_follower_work,first_reader_and_independent_follower_work,True,False,False,False,0,,,371515,372640,0
case_043,1,5,7,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,2691,67,True,252461,281461,3454680
case_043,1,5,8,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,True,True,1867,57,True,289268,235988,2394090
case_043,1,5,9,p1_region_r0_cap4096_affinity_raw,p1_region,True,False,False,False,2212,95,True,325121,391718,1761718
case_043,1,5,10,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,2691,62,True,252461,288668,3251060
case_043,1,5,11,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,True,True,1962,0,True,269612,217716,4130946
case_043,1,5,13,p1_region_r0_cap4096_affinity_merge,p1_region,True,False,False,False,2212,98,True,325121,395700,1611492
case_043,1,5,14,p1_region_r0_cap4096_affinity_raw,p1_region,True,True,False,False,3790,0,True,677656,542738,4333180
case_043,1,5,16,p1_region_r1_cap4096_branch_raw,p1_region,True,False,False,False,3234,101,True,542738,611776,9395718
case_043,1,5,17,p1_region_r0_cap4096_affinity_merge,p1_region,True,True,False,False,1867,57,True,289268,234964,2061814
case_043,1,5,18,p1_region_r0_cap4096_affinity_merge,p1_region,True,True,True,True,1962,0,True,269612,217184,3690954
case_043,1,5,19,p1_region_r0_cap4096_affinity_merge,p1_region,True,True,False,False,3790,0,True,677656,573348,3988526
case_043,1,5,23,p1_region_r0_cap8192_affinity_raw,p1_region,True,True,False,False,1704,92,True,289268,241160,2369678
case_043,1,5,24,p1_region_r0_cap8192_affinity_raw,p1_region,True,True,False,False,1874,0,True,269612,225032,4106534
case_046,2,5,7,persistent_p23_r0_1_related_chain_move,related_chain_move,True,True,False,False,32,,,131039,122222,7360
case_046,2,5,9,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,48,,,99326,104838,122784
case_046,2,5,10,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,True,True,True,48,,,93013,88045,25056
case_046,2,5,11,persistent_p23_r1_1_related_chain_move,related_chain_move,True,True,False,False,2,,,110845,109614,-74752
case_046,2,5,13,persistent_p23_r0_2_related_chain_move,related_chain_move,True,True,True,True,32,,,93013,87957,-9984
case_046,2,5,14,persistent_p23_r0_1_related_chain_exchange,related_chain_exchange,True,False,False,False,18,,,114974,116115,162976
