case,problem,cores,mode,makespan,added_copy,byte_hit_rate,time_ratio,copy_saved_vs_fastest,plan,plan_sha256
case_063,3,5,max_byte_hit_within_1pct_time_no_extra_copy,250837,2998272,0.0,1.0,0,p3/case_063/max_byte_hit_within_1pct_time_no_extra_copy.json,67b31a96e7d6b228429261e6f1bd01e7f0cf71dcf369417c1fca08dc66c910fe
case_063,3,5,min_copy_within_1pct_time,250837,2998272,0.0,1.0,0,p3/case_063/min_copy_within_1pct_time.json,67b31a96e7d6b228429261e6f1bd01e7f0cf71dcf369417c1fca08dc66c910fe
case_063,3,5,min_copy_within_3pct_time,250837,2998272,0.0,1.0,0,p3/case_063/min_copy_within_3pct_time.json,67b31a96e7d6b228429261e6f1bd01e7f0cf71dcf369417c1fca08dc66c910fe
case_063,3,5,time_first,250837,2998272,0.0,1.0,0,p3/case_063/time_first.json,67b31a96e7d6b228429261e6f1bd01e7f0cf71dcf369417c1fca08dc66c910fe
case_064,3,5,max_byte_hit_within_1pct_time_no_extra_copy,8628,130674,0.4025447525447525,1.0,0,p3/case_064/max_byte_hit_within_1pct_time_no_extra_copy.json,dccb1d44a7da3efe93d3298ed8d782f7fd3c7ef1263352759e928fde87bc4942
case_064,3,5,min_copy_within_1pct_time,8628,130674,0.4025447525447525,1.0,0,p3/case_064/min_copy_within_1pct_time.json,dccb1d44a7da3efe93d3298ed8d782f7fd3c7ef1263352759e928fde87bc4942
case_064,3,5,min_copy_within_3pct_time,8628,130674,0.4025447525447525,1.0,0,p3/case_064/min_copy_within_3pct_time.json,dccb1d44a7da3efe93d3298ed8d782f7fd3c7ef1263352759e928fde87bc4942
case_064,3,5,time_first,8628,130674,0.4025447525447525,1.0,0,p3/case_064/time_first.json,dccb1d44a7da3efe93d3298ed8d782f7fd3c7ef1263352759e928fde87bc4942
case_065,3,5,max_byte_hit_within_1pct_time_no_extra_copy,8163,55584,0.10456397901515323,1.0,0,p3/case_065/max_byte_hit_within_1pct_time_no_extra_copy.json,eccdadeaca8b9b69a3828cd6f488ecbb509c382ba1c9057677544ea5c5247f67
case_065,3,5,min_copy_within_1pct_time,8163,55584,0.10456397901515323,1.0,0,p3/case_065/min_copy_within_1pct_time.json,eccdadeaca8b9b69a3828cd6f488ecbb509c382ba1c9057677544ea5c5247f67
case_065,3,5,min_copy_within_3pct_time,8163,55584,0.10456397901515323,1.0,0,p3/case_065/min_copy_within_3pct_time.json,eccdadeaca8b9b69a3828cd6f488ecbb509c382ba1c9057677544ea5c5247f67
case_065,3,5,time_first,8163,55584,0.10456397901515323,1.0,0,p3/case_065/time_first.json,eccdadeaca8b9b69a3828cd6f488ecbb509c382ba1c9057677544ea5c5247f67
case_066,3,5,max_byte_hit_within_1pct_time_no_extra_copy,124922,6000546,0.29008532297500744,1.0,0,p3/case_066/max_byte_hit_within_1pct_time_no_extra_copy.json,83c3bc55b9f5dfab4e0c202480b98971f326edca50c810313ff2494621a04abc
case_066,3,5,min_copy_within_1pct_time,124922,6000546,0.29008532297500744,1.0,0,p3/case_066/min_copy_within_1pct_time.json,83c3bc55b9f5dfab4e0c202480b98971f326edca50c810313ff2494621a04abc
case_066,3,5,min_copy_within_3pct_time,124922,6000546,0.29008532297500744,1.0,0,p3/case_066/min_copy_within_3pct_time.json,83c3bc55b9f5dfab4e0c202480b98971f326edca50c810313ff2494621a04abc
case_066,3,5,time_first,124922,6000546,0.29008532297500744,1.0,0,p3/case_066/time_first.json,83c3bc55b9f5dfab4e0c202480b98971f326edca50c810313ff2494621a04abc
case_067,3,5,max_byte_hit_within_1pct_time_no_extra_copy,12474515,17327616,0.1772327880048049,1.0,0,p3/case_067/max_byte_hit_within_1pct_time_no_extra_copy.json,f4421a283a197303927b4cb774b3b7139f5290994efaa632da66ffd1d5e45797
case_067,3,5,min_copy_within_1pct_time,12474515,17327616,0.1772327880048049,1.0,0,p3/case_067/min_copy_within_1pct_time.json,f4421a283a197303927b4cb774b3b7139f5290994efaa632da66ffd1d5e45797
case_067,3,5,min_copy_within_3pct_time,12474515,17327616,0.1772327880048049,1.0,0,p3/case_067/min_copy_within_3pct_time.json,f4421a283a197303927b4cb774b3b7139f5290994efaa632da66ffd1d5e45797
case_067,3,5,time_first,12474515,17327616,0.1772327880048049,1.0,0,p3/case_067/time_first.json,f4421a283a197303927b4cb774b3b7139f5290994efaa632da66ffd1d5e45797
case_068,3,5,max_byte_hit_within_1pct_time_no_extra_copy,114148,4188824,0.2503727047267238,1.0,0,p3/case_068/max_byte_hit_within_1pct_time_no_extra_copy.json,9e43ab6b5ddeecc9d32006e7004bdc6ed86a854ec1a7a701e167cbe0b2c5884e
case_068,3,5,min_copy_within_1pct_time,114148,4188824,0.2503727047267238,1.0,0,p3/case_068/min_copy_within_1pct_time.json,9e43ab6b5ddeecc9d32006e7004bdc6ed86a854ec1a7a701e167cbe0b2c5884e
case_068,3,5,min_copy_within_3pct_time,114148,4188824,0.2503727047267238,1.0,0,p3/case_068/min_copy_within_3pct_time.json,9e43ab6b5ddeecc9d32006e7004bdc6ed86a854ec1a7a701e167cbe0b2c5884e
case_068,3,5,time_first,114148,4188824,0.2503727047267238,1.0,0,p3/case_068/time_first.json,9e43ab6b5ddeecc9d32006e7004bdc6ed86a854ec1a7a701e167cbe0b2c5884e
case_069,3,5,max_byte_hit_within_1pct_time_no_extra_copy,10246,448496,0.39069952914832595,1.0,0,p3/case_069/max_byte_hit_within_1pct_time_no_extra_copy.json,8a68ff1a7c4e3a785728c5823ee4edc77031973622944435ad6f810b180a238a
case_069,3,5,min_copy_within_1pct_time,10246,448496,0.39069952914832595,1.0,0,p3/case_069/min_copy_within_1pct_time.json,8a68ff1a7c4e3a785728c5823ee4edc77031973622944435ad6f810b180a238a
case_069,3,5,min_copy_within_3pct_time,10246,448496,0.39069952914832595,1.0,0,p3/case_069/min_copy_within_3pct_time.json,8a68ff1a7c4e3a785728c5823ee4edc77031973622944435ad6f810b180a238a
case_069,3,5,time_first,10246,448496,0.39069952914832595,1.0,0,p3/case_069/time_first.json,8a68ff1a7c4e3a785728c5823ee4edc77031973622944435ad6f810b180a238a
case_070,3,5,max_byte_hit_within_1pct_time_no_extra_copy,21056,462848,0.3016179792592324,1.0066934404283803,0,p3/case_070/max_byte_hit_within_1pct_time_no_extra_copy.json,6f2085d09b57699f9d4da5b49b815ba7af465478caa512aa0f9746d5a2de0ef9
case_070,3,5,min_copy_within_1pct_time,20916,462848,0.2215732078404361,1.0,0,p3/case_070/min_copy_within_1pct_time.json,94fa50702b6833464dc89d67268e2694a0b0421e4f9fa4bbb19fe441cbef7ec3
case_070,3,5,min_copy_within_3pct_time,20916,462848,0.2215732078404361,1.0,0,p3/case_070/min_copy_within_3pct_time.json,94fa50702b6833464dc89d67268e2694a0b0421e4f9fa4bbb19fe441cbef7ec3
case_070,3,5,time_first,20916,462848,0.2215732078404361,1.0,0,p3/case_070/time_first.json,94fa50702b6833464dc89d67268e2694a0b0421e4f9fa4bbb19fe441cbef7ec3
case_071,3,5,max_byte_hit_within_1pct_time_no_extra_copy,7982,362354,0.42693496293886657,1.0,0,p3/case_071/max_byte_hit_within_1pct_time_no_extra_copy.json,7d07ed19b7455b14d7a72cce497f599a098701cbcb62a492183c61b9f7a65dff
case_071,3,5,min_copy_within_1pct_time,7982,362354,0.42693496293886657,1.0,0,p3/case_071/min_copy_within_1pct_time.json,7d07ed19b7455b14d7a72cce497f599a098701cbcb62a492183c61b9f7a65dff
case_071,3,5,min_copy_within_3pct_time,7982,362354,0.42693496293886657,1.0,0,p3/case_071/min_copy_within_3pct_time.json,7d07ed19b7455b14d7a72cce497f599a098701cbcb62a492183c61b9f7a65dff
case_071,3,5,time_first,7982,362354,0.42693496293886657,1.0,0,p3/case_071/time_first.json,7d07ed19b7455b14d7a72cce497f599a098701cbcb62a492183c61b9f7a65dff
case_072,3,5,max_byte_hit_within_1pct_time_no_extra_copy,4697439,129737392,0.3256131676912537,1.0,0,p3/case_072/max_byte_hit_within_1pct_time_no_extra_copy.json,5d2c8700d09050e00a6ca4dc87c3cdb518c6e8a6b3ed0112bb1a0afbe7cfd6be
case_072,3,5,min_copy_within_1pct_time,4697439,129737392,0.3256131676912537,1.0,0,p3/case_072/min_copy_within_1pct_time.json,5d2c8700d09050e00a6ca4dc87c3cdb518c6e8a6b3ed0112bb1a0afbe7cfd6be
case_072,3,5,min_copy_within_3pct_time,4697439,129737392,0.3256131676912537,1.0,0,p3/case_072/min_copy_within_3pct_time.json,5d2c8700d09050e00a6ca4dc87c3cdb518c6e8a6b3ed0112bb1a0afbe7cfd6be
case_072,3,5,time_first,4697439,129737392,0.3256131676912537,1.0,0,p3/case_072/time_first.json,5d2c8700d09050e00a6ca4dc87c3cdb518c6e8a6b3ed0112bb1a0afbe7cfd6be
case_073,3,5,max_byte_hit_within_1pct_time_no_extra_copy,1713089,14886400,0.7909809511468188,1.0,0,p3/case_073/max_byte_hit_within_1pct_time_no_extra_copy.json,862c5c5efebde0ea76cf65abe50ef9bf962cefe7c7dd6a4a7b0515397c476be1
case_073,3,5,min_copy_within_1pct_time,1713089,14886400,0.7909809511468188,1.0,0,p3/case_073/min_copy_within_1pct_time.json,862c5c5efebde0ea76cf65abe50ef9bf962cefe7c7dd6a4a7b0515397c476be1
case_073,3,5,min_copy_within_3pct_time,1713089,14886400,0.7909809511468188,1.0,0,p3/case_073/min_copy_within_3pct_time.json,862c5c5efebde0ea76cf65abe50ef9bf962cefe7c7dd6a4a7b0515397c476be1
case_073,3,5,time_first,1713089,14886400,0.7909809511468188,1.0,0,p3/case_073/time_first.json,862c5c5efebde0ea76cf65abe50ef9bf962cefe7c7dd6a4a7b0515397c476be1
case_074,3,5,max_byte_hit_within_1pct_time_no_extra_copy,324729,8142848,0.5908428247604878,1.0,0,p3/case_074/max_byte_hit_within_1pct_time_no_extra_copy.json,835116fcdf907adb0b7a4ce88e1c8a08e99b48ba3959ec41e6c7c592cf26b829
case_074,3,5,min_copy_within_1pct_time,326680,7634944,0.35251724261484946,1.0060080867430996,507904,p3/case_074/min_copy_within_1pct_time.json,ccc303a3b0d75eaa55067d5b4bb45efbd7267b468747a1a82472139f1ba9d88f
case_074,3,5,min_copy_within_3pct_time,332942,7630848,0.352644092740561,1.0252918587499114,512000,p3/case_074/min_copy_within_3pct_time.json,938213f0c369f8bb834144b2cee6ba83797a04a236b003f4b93adb0be1079f84
case_074,3,5,time_first,324729,8142848,0.5908428247604878,1.0,0,p3/case_074/time_first.json,835116fcdf907adb0b7a4ce88e1c8a08e99b48ba3959ec41e6c7c592cf26b829
case_075,3,5,max_byte_hit_within_1pct_time_no_extra_copy,378486,13502104,0.3174036133601978,1.0,0,p3/case_075/max_byte_hit_within_1pct_time_no_extra_copy.json,a26a157e7f71881bc9c3a172b7432a064668f3b8d172caf29a3b04adc1833cdc
case_075,3,5,min_copy_within_1pct_time,378486,13502104,0.3174036133601978,1.0,0,p3/case_075/min_copy_within_1pct_time.json,a26a157e7f71881bc9c3a172b7432a064668f3b8d172caf29a3b04adc1833cdc
case_075,3,5,min_copy_within_3pct_time,378486,13502104,0.3174036133601978,1.0,0,p3/case_075/min_copy_within_3pct_time.json,a26a157e7f71881bc9c3a172b7432a064668f3b8d172caf29a3b04adc1833cdc
case_075,3,5,time_first,378486,13502104,0.3174036133601978,1.0,0,p3/case_075/time_first.json,a26a157e7f71881bc9c3a172b7432a064668f3b8d172caf29a3b04adc1833cdc
case_076,3,5,max_byte_hit_within_1pct_time_no_extra_copy,1226840,36488192,0.5350736143912366,1.0,0,p3/case_076/max_byte_hit_within_1pct_time_no_extra_copy.json,5a25e945928e86a440acc44e4a50f979e85a307cf7d9ca469e328a922f2bf172
case_076,3,5,min_copy_within_1pct_time,1227448,34928640,0.411501764475232,1.000495582146001,1559552,p3/case_076/min_copy_within_1pct_time.json,f871dd05956631a8189f552b96e204b2e4493a4f5cfd53d3630cacfe699c9029
case_076,3,5,min_copy_within_3pct_time,1227448,34928640,0.411501764475232,1.000495582146001,1559552,p3/case_076/min_copy_within_3pct_time.json,f871dd05956631a8189f552b96e204b2e4493a4f5cfd53d3630cacfe699c9029
case_076,3,5,time_first,1226840,36488192,0.5350736143912366,1.0,0,p3/case_076/time_first.json,5a25e945928e86a440acc44e4a50f979e85a307cf7d9ca469e328a922f2bf172
case_077,3,5,max_byte_hit_within_1pct_time_no_extra_copy,101185,1165830,0.033018342199395624,1.0,0,p3/case_077/max_byte_hit_within_1pct_time_no_extra_copy.json,32195a94f1fdbf37eb5b51f49461a8f31dc943d0e4375d0361996505526be65a
case_077,3,5,min_copy_within_1pct_time,101185,1165830,0.033018342199395624,1.0,0,p3/case_077/min_copy_within_1pct_time.json,32195a94f1fdbf37eb5b51f49461a8f31dc943d0e4375d0361996505526be65a
case_077,3,5,min_copy_within_3pct_time,101185,1165830,0.033018342199395624,1.0,0,p3/case_077/min_copy_within_3pct_time.json,32195a94f1fdbf37eb5b51f49461a8f31dc943d0e4375d0361996505526be65a
case_077,3,5,time_first,101185,1165830,0.033018342199395624,1.0,0,p3/case_077/time_first.json,32195a94f1fdbf37eb5b51f49461a8f31dc943d0e4375d0361996505526be65a
case_078,3,5,max_byte_hit_within_1pct_time_no_extra_copy,461892,13721088,0.3420141391138912,1.003428094735333,162816,p3/case_078/max_byte_hit_within_1pct_time_no_extra_copy.json,564cdcb167aeafefe1a4d161eca7f94a3ab64fa8ed9d9b21c8d9d609c7fec99c
case_078,3,5,min_copy_within_1pct_time,461892,13721088,0.3420141391138912,1.003428094735333,162816,p3/case_078/min_copy_within_1pct_time.json,564cdcb167aeafefe1a4d161eca7f94a3ab64fa8ed9d9b21c8d9d609c7fec99c
case_078,3,5,min_copy_within_3pct_time,466803,13719552,0.23548711407074288,1.0140968990732413,164352,p3/case_078/min_copy_within_3pct_time.json,a0bcab98837308e235ee8a5988cca7bdcf67f8fd0a91e4d72448f4fd99897b60
case_078,3,5,time_first,460314,13883904,0.31871102537088186,1.0,0,p3/case_078/time_first.json,aa5543c8e80111a3e77b4a794378cc609ddc785275454170a99e879f32f82826
case_079,3,5,max_byte_hit_within_1pct_time_no_extra_copy,6075472,47677440,0.2441611149398882,1.0087698878268616,2248704,p3/case_079/max_byte_hit_within_1pct_time_no_extra_copy.json,4ecb94fc7d792afb7d380b344b01cc857d4981292fd908149542b13cdf5f898b
case_079,3,5,min_copy_within_1pct_time,6075472,47677440,0.2441611149398882,1.0087698878268616,2248704,p3/case_079/min_copy_within_1pct_time.json,4ecb94fc7d792afb7d380b344b01cc857d4981292fd908149542b13cdf5f898b
case_079,3,5,min_copy_within_3pct_time,6075472,47677440,0.2441611149398882,1.0087698878268616,2248704,p3/case_079/min_copy_within_3pct_time.json,4ecb94fc7d792afb7d380b344b01cc857d4981292fd908149542b13cdf5f898b
case_079,3,5,time_first,6022654,49926144,0.21343481138318995,1.0,0,p3/case_079/time_first.json,247644f0a6a5b294c538006b0fd275b73184ad792b596c299efd2881366d9f22
case_080,3,5,max_byte_hit_within_1pct_time_no_extra_copy,73023,1904640,0.3032258064516129,1.0020858777840294,0,p3/case_080/max_byte_hit_within_1pct_time_no_extra_copy.json,ba919d429c3ecb0ea49fdb7a95a608fba90fa4ae55102e1f5fd65951af247e81
case_080,3,5,min_copy_within_1pct_time,72871,1904640,0.3010752688172043,1.0,0,p3/case_080/min_copy_within_1pct_time.json,d8d290a3218153cfdda90e3835603a3372cc316617d955dca8411856c55c594a
case_080,3,5,min_copy_within_3pct_time,72871,1904640,0.3010752688172043,1.0,0,p3/case_080/min_copy_within_3pct_time.json,d8d290a3218153cfdda90e3835603a3372cc316617d955dca8411856c55c594a
case_080,3,5,time_first,72871,1904640,0.3010752688172043,1.0,0,p3/case_080/time_first.json,d8d290a3218153cfdda90e3835603a3372cc316617d955dca8411856c55c594a
case_081,3,5,max_byte_hit_within_1pct_time_no_extra_copy,30943,0,0.0,1.0,0,p3/case_081/max_byte_hit_within_1pct_time_no_extra_copy.json,eb6a279de1dc36e4d189241e1acc4e92b9c4ea1e18d7da5caf86ae8609ae4a93
case_081,3,5,min_copy_within_1pct_time,30943,0,0.0,1.0,0,p3/case_081/min_copy_within_1pct_time.json,eb6a279de1dc36e4d189241e1acc4e92b9c4ea1e18d7da5caf86ae8609ae4a93
case_081,3,5,min_copy_within_3pct_time,30943,0,0.0,1.0,0,p3/case_081/min_copy_within_3pct_time.json,eb6a279de1dc36e4d189241e1acc4e92b9c4ea1e18d7da5caf86ae8609ae4a93
case_081,3,5,time_first,30943,0,0.0,1.0,0,p3/case_081/time_first.json,eb6a279de1dc36e4d189241e1acc4e92b9c4ea1e18d7da5caf86ae8609ae4a93
case_082,3,5,max_byte_hit_within_1pct_time_no_extra_copy,192108,8275254,0.30233621842234887,1.0,0,p3/case_082/max_byte_hit_within_1pct_time_no_extra_copy.json,4c04c0bce0155c1820f1827a20d769da26a53e0a6c45dfb03718fa8437b4ef88
case_082,3,5,min_copy_within_1pct_time,192108,8275254,0.30233621842234887,1.0,0,p3/case_082/min_copy_within_1pct_time.json,4c04c0bce0155c1820f1827a20d769da26a53e0a6c45dfb03718fa8437b4ef88
case_082,3,5,min_copy_within_3pct_time,192108,8275254,0.30233621842234887,1.0,0,p3/case_082/min_copy_within_3pct_time.json,4c04c0bce0155c1820f1827a20d769da26a53e0a6c45dfb03718fa8437b4ef88
case_082,3,5,time_first,192108,8275254,0.30233621842234887,1.0,0,p3/case_082/time_first.json,4c04c0bce0155c1820f1827a20d769da26a53e0a6c45dfb03718fa8437b4ef88
case_083,3,5,max_byte_hit_within_1pct_time_no_extra_copy,184594,3721600,0.18958848353999386,1.0,0,p3/case_083/max_byte_hit_within_1pct_time_no_extra_copy.json,b222e3129289cd55fecc88d68ba89068e382a573082f7b7dd550c9561ea87d67
case_083,3,5,min_copy_within_1pct_time,184594,3721600,0.18958848353999386,1.0,0,p3/case_083/min_copy_within_1pct_time.json,b222e3129289cd55fecc88d68ba89068e382a573082f7b7dd550c9561ea87d67
case_083,3,5,min_copy_within_3pct_time,184594,3721600,0.18958848353999386,1.0,0,p3/case_083/min_copy_within_3pct_time.json,b222e3129289cd55fecc88d68ba89068e382a573082f7b7dd550c9561ea87d67
case_083,3,5,time_first,184594,3721600,0.18958848353999386,1.0,0,p3/case_083/time_first.json,b222e3129289cd55fecc88d68ba89068e382a573082f7b7dd550c9561ea87d67
case_084,3,5,max_byte_hit_within_1pct_time_no_extra_copy,256584,0,0.0,1.0,0,p3/case_084/max_byte_hit_within_1pct_time_no_extra_copy.json,20b8a41e57591aece22c71debec2d53f52e018da8b07af1e2f53a94107d4bd93
case_084,3,5,min_copy_within_1pct_time,256584,0,0.0,1.0,0,p3/case_084/min_copy_within_1pct_time.json,20b8a41e57591aece22c71debec2d53f52e018da8b07af1e2f53a94107d4bd93
case_084,3,5,min_copy_within_3pct_time,256584,0,0.0,1.0,0,p3/case_084/min_copy_within_3pct_time.json,20b8a41e57591aece22c71debec2d53f52e018da8b07af1e2f53a94107d4bd93
case_084,3,5,time_first,256584,0,0.0,1.0,0,p3/case_084/time_first.json,20b8a41e57591aece22c71debec2d53f52e018da8b07af1e2f53a94107d4bd93
case_085,3,5,max_byte_hit_within_1pct_time_no_extra_copy,918105,38446456,0.24890381230250724,1.0,0,p3/case_085/max_byte_hit_within_1pct_time_no_extra_copy.json,d8a60436f063650d82eae0489b0c1f7797e47b68cd4d90621755ce1a916d3315
case_085,3,5,min_copy_within_1pct_time,918105,38446456,0.24890381230250724,1.0,0,p3/case_085/min_copy_within_1pct_time.json,d8a60436f063650d82eae0489b0c1f7797e47b68cd4d90621755ce1a916d3315
case_085,3,5,min_copy_within_3pct_time,930441,38442360,0.24832894150553544,1.0134363716568366,4096,p3/case_085/min_copy_within_3pct_time.json,3e9495045bf850afdf04f78ede4d7a055a9f863dd91acc184943720d4b158ec8
case_085,3,5,time_first,918105,38446456,0.24890381230250724,1.0,0,p3/case_085/time_first.json,d8a60436f063650d82eae0489b0c1f7797e47b68cd4d90621755ce1a916d3315
case_086,3,5,max_byte_hit_within_1pct_time_no_extra_copy,39500,2345464,0.44188906370854947,1.0,0,p3/case_086/max_byte_hit_within_1pct_time_no_extra_copy.json,228c8f5be5b1ab2b231f905e5a7449774a1dfa4d8bbd382797d28d3ac7b053b8
case_086,3,5,min_copy_within_1pct_time,39500,2345464,0.44188906370854947,1.0,0,p3/case_086/min_copy_within_1pct_time.json,228c8f5be5b1ab2b231f905e5a7449774a1dfa4d8bbd382797d28d3ac7b053b8
case_086,3,5,min_copy_within_3pct_time,39500,2345464,0.44188906370854947,1.0,0,p3/case_086/min_copy_within_3pct_time.json,228c8f5be5b1ab2b231f905e5a7449774a1dfa4d8bbd382797d28d3ac7b053b8
case_086,3,5,time_first,39500,2345464,0.44188906370854947,1.0,0,p3/case_086/time_first.json,228c8f5be5b1ab2b231f905e5a7449774a1dfa4d8bbd382797d28d3ac7b053b8
case_087,3,5,max_byte_hit_within_1pct_time_no_extra_copy,790292,13367444,0.2614837363507268,1.0,0,p3/case_087/max_byte_hit_within_1pct_time_no_extra_copy.json,2cb5c231412114be5cd807792de8607d3c0385e201530d77922c11e212395151
case_087,3,5,min_copy_within_1pct_time,790292,13367444,0.2614837363507268,1.0,0,p3/case_087/min_copy_within_1pct_time.json,2cb5c231412114be5cd807792de8607d3c0385e201530d77922c11e212395151
case_087,3,5,min_copy_within_3pct_time,790292,13367444,0.2614837363507268,1.0,0,p3/case_087/min_copy_within_3pct_time.json,2cb5c231412114be5cd807792de8607d3c0385e201530d77922c11e212395151
case_087,3,5,time_first,790292,13367444,0.2614837363507268,1.0,0,p3/case_087/time_first.json,2cb5c231412114be5cd807792de8607d3c0385e201530d77922c11e212395151
case_088,3,5,max_byte_hit_within_1pct_time_no_extra_copy,75604,2836780,0.2598511488930383,1.0,0,p3/case_088/max_byte_hit_within_1pct_time_no_extra_copy.json,7a8ddff03083d589de2f005cd307cb6add52a062aac82f7fe073870a5634c911
case_088,3,5,min_copy_within_1pct_time,75604,2836780,0.2598511488930383,1.0,0,p3/case_088/min_copy_within_1pct_time.json,7a8ddff03083d589de2f005cd307cb6add52a062aac82f7fe073870a5634c911
case_088,3,5,min_copy_within_3pct_time,75604,2836780,0.2598511488930383,1.0,0,p3/case_088/min_copy_within_3pct_time.json,7a8ddff03083d589de2f005cd307cb6add52a062aac82f7fe073870a5634c911
case_088,3,5,time_first,75604,2836780,0.2598511488930383,1.0,0,p3/case_088/time_first.json,7a8ddff03083d589de2f005cd307cb6add52a062aac82f7fe073870a5634c911
case_089,3,5,max_byte_hit_within_1pct_time_no_extra_copy,119788,954880,0.016973125884016973,1.0040400315155986,0,p3/case_089/max_byte_hit_within_1pct_time_no_extra_copy.json,8ade6afee314903e66bea9e8df82535b099e5fdbdb3c71f5bd688dc7969f514b
case_089,3,5,min_copy_within_1pct_time,119306,954880,0.0,1.0,0,p3/case_089/min_copy_within_1pct_time.json,71a9dce5a1398e6132e033d6b44212a79e7b3ec842352dbfcc64d13b7530c4c0
case_089,3,5,min_copy_within_3pct_time,119306,954880,0.0,1.0,0,p3/case_089/min_copy_within_3pct_time.json,71a9dce5a1398e6132e033d6b44212a79e7b3ec842352dbfcc64d13b7530c4c0
case_089,3,5,time_first,119306,954880,0.0,1.0,0,p3/case_089/time_first.json,71a9dce5a1398e6132e033d6b44212a79e7b3ec842352dbfcc64d13b7530c4c0
case_090,3,5,max_byte_hit_within_1pct_time_no_extra_copy,194679,8593920,0.5067287830763204,1.0,0,p3/case_090/max_byte_hit_within_1pct_time_no_extra_copy.json,5d1432e1390265a1bbfddd0f0e445e5de368c09339ac387ea9c3930890054052
case_090,3,5,min_copy_within_1pct_time,194679,8593920,0.5067287830763204,1.0,0,p3/case_090/min_copy_within_1pct_time.json,5d1432e1390265a1bbfddd0f0e445e5de368c09339ac387ea9c3930890054052
case_090,3,5,min_copy_within_3pct_time,194679,8593920,0.5067287830763204,1.0,0,p3/case_090/min_copy_within_3pct_time.json,5d1432e1390265a1bbfddd0f0e445e5de368c09339ac387ea9c3930890054052
case_090,3,5,time_first,194679,8593920,0.5067287830763204,1.0,0,p3/case_090/time_first.json,5d1432e1390265a1bbfddd0f0e445e5de368c09339ac387ea9c3930890054052
case_091,3,5,max_byte_hit_within_1pct_time_no_extra_copy,1820358,74683904,0.5260621734686152,1.0,0,p3/case_091/max_byte_hit_within_1pct_time_no_extra_copy.json,69d275bb6bfe69e30da6a1d15b5d5a5630d954cfd4d9b5e7572f5f870596cbde
case_091,3,5,min_copy_within_1pct_time,1820358,74683904,0.5260621734686152,1.0,0,p3/case_091/min_copy_within_1pct_time.json,69d275bb6bfe69e30da6a1d15b5d5a5630d954cfd4d9b5e7572f5f870596cbde
case_091,3,5,min_copy_within_3pct_time,1820358,74683904,0.5260621734686152,1.0,0,p3/case_091/min_copy_within_3pct_time.json,69d275bb6bfe69e30da6a1d15b5d5a5630d954cfd4d9b5e7572f5f870596cbde
case_091,3,5,time_first,1820358,74683904,0.5260621734686152,1.0,0,p3/case_091/time_first.json,69d275bb6bfe69e30da6a1d15b5d5a5630d954cfd4d9b5e7572f5f870596cbde
case_092,3,5,max_byte_hit_within_1pct_time_no_extra_copy,785869,3950976,0.16450183745163535,1.0,0,p3/case_092/max_byte_hit_within_1pct_time_no_extra_copy.json,97453af7d55f3cc75980a63e308547735472f738245cb4b8361c8bb974c3260c
case_092,3,5,min_copy_within_1pct_time,785869,3950976,0.16450183745163535,1.0,0,p3/case_092/min_copy_within_1pct_time.json,97453af7d55f3cc75980a63e308547735472f738245cb4b8361c8bb974c3260c
case_092,3,5,min_copy_within_3pct_time,785869,3950976,0.16450183745163535,1.0,0,p3/case_092/min_copy_within_3pct_time.json,97453af7d55f3cc75980a63e308547735472f738245cb4b8361c8bb974c3260c
case_092,3,5,time_first,785869,3950976,0.16450183745163535,1.0,0,p3/case_092/time_first.json,97453af7d55f3cc75980a63e308547735472f738245cb4b8361c8bb974c3260c
case_093,3,5,max_byte_hit_within_1pct_time_no_extra_copy,15664,32768,0.033783783783783786,1.0,0,p3/case_093/max_byte_hit_within_1pct_time_no_extra_copy.json,01fcf06e664c2f62a20ed391a32f73287e28dd3f25443378d7da5e069a55a1fe
case_093,3,5,min_copy_within_1pct_time,15664,32768,0.033783783783783786,1.0,0,p3/case_093/min_copy_within_1pct_time.json,01fcf06e664c2f62a20ed391a32f73287e28dd3f25443378d7da5e069a55a1fe
case_093,3,5,min_copy_within_3pct_time,15664,32768,0.033783783783783786,1.0,0,p3/case_093/min_copy_within_3pct_time.json,01fcf06e664c2f62a20ed391a32f73287e28dd3f25443378d7da5e069a55a1fe
case_093,3,5,time_first,15664,32768,0.033783783783783786,1.0,0,p3/case_093/time_first.json,01fcf06e664c2f62a20ed391a32f73287e28dd3f25443378d7da5e069a55a1fe
case_094,3,5,max_byte_hit_within_1pct_time_no_extra_copy,16243,259200,0.22195453151693023,1.0,0,p3/case_094/max_byte_hit_within_1pct_time_no_extra_copy.json,79985c6dd1c1792cbc5d10e9823e97f7129cb8748881bdcc5ea862edc41ff6f5
case_094,3,5,min_copy_within_1pct_time,16243,259200,0.22195453151693023,1.0,0,p3/case_094/min_copy_within_1pct_time.json,79985c6dd1c1792cbc5d10e9823e97f7129cb8748881bdcc5ea862edc41ff6f5
case_094,3,5,min_copy_within_3pct_time,16243,259200,0.22195453151693023,1.0,0,p3/case_094/min_copy_within_3pct_time.json,79985c6dd1c1792cbc5d10e9823e97f7129cb8748881bdcc5ea862edc41ff6f5
case_094,3,5,time_first,16243,259200,0.22195453151693023,1.0,0,p3/case_094/time_first.json,79985c6dd1c1792cbc5d10e9823e97f7129cb8748881bdcc5ea862edc41ff6f5
