seed_id,case,kind,pair_complete,seed_makespan,seed_added_copy_bytes,selected_makespan,selected_added_copy_bytes,legacy_joint_complete,legacy_joint_pending,legacy_joint_completed_logical_calls,legacy_joint_official_recorded_calls,legacy_joint_logical_failures,legacy_joint_generation_timeouts,legacy_joint_generation_errors,legacy_joint_elapsed_seconds,legacy_joint_generation_seconds,legacy_joint_stop_reason,legacy_joint_best_makespan,legacy_joint_best_added_copy_bytes,legacy_joint_time_reduction_vs_seed,legacy_joint_time_reduction_vs_selected,legacy_joint_added_copy_delta_vs_selected,legacy_joint_score_relation_vs_selected,region_joint_complete,region_joint_pending,region_joint_completed_logical_calls,region_joint_official_recorded_calls,region_joint_logical_failures,region_joint_generation_timeouts,region_joint_generation_errors,region_joint_elapsed_seconds,region_joint_generation_seconds,region_joint_stop_reason,region_joint_best_makespan,region_joint_best_added_copy_bytes,region_joint_time_reduction_vs_seed,region_joint_time_reduction_vs_selected,region_joint_added_copy_delta_vs_selected,region_joint_score_relation_vs_selected,legacy_score_vs_region,legacy_time_reduction_vs_region
case_047_region,case_047,region,True,322588,2217688,160151,3720028,True,False,6,6,0,0,0,33.24293583293911,11.793212708900683,call_budget,188295,4443082,0.4162988083871688,-0.1757341508950927,723054,loss,True,False,6,6,0,0,0,62.587093416950665,0.9123419160023332,call_budget,305156,5465274,0.05403796793433113,-0.9054267535013831,1745246,loss,win,0.3829549476333416
case_047_selected,case_047,selected,True,160151,3720028,160151,3720028,True,False,6,6,0,0,0,23.70066345797386,3.3074820841429755,call_budget,159950,3887038,0.0012550655319042425,0.0012550655319042425,167010,win,True,False,6,6,0,0,0,36.52694637491368,0.5538475000066683,call_budget,160151,3720028,0.0,0.0,0,tie,win,0.0012550655319042425
case_075_region,case_075,region,True,724319,17908720,424934,10606092,True,False,6,6,0,0,0,55.531972374999896,6.709574790904298,call_budget,688424,17966064,0.04955689413090092,-0.6200727642410351,7359972,loss,True,False,6,6,0,0,0,40.7752389999805,0.7224475409602746,call_budget,724319,17908720,0.0,-0.7045447057660719,7302628,loss,win,0.04955689413090092
case_075_selected,case_075,selected,True,424934,10606092,424934,10606092,True,False,6,6,0,0,0,15.730903916992247,1.9483660837868229,call_budget,422465,10638860,0.0058103140723030355,0.0058103140723030355,32768,win,True,False,6,6,0,0,0,32.17317479196936,0.6112593739526346,call_budget,424934,10606092,0.0,0.0,0,tie,win,0.0058103140723030355
case_085_region,case_085,region,True,2081783,29487924,873645,23398256,True,False,6,6,0,0,0,168.3539047499653,24.662826291983947,call_budget,1360052,36075406,0.34668887199098086,-0.5567558905505097,12677150,loss,True,False,6,6,1,0,0,180.03667325002607,2.2660141669912264,call_budget,1699532,35669230,0.18361712051640344,-0.9453347755667347,12270974,loss,win,0.19974910740133167
case_085_selected,case_085,selected,True,873645,23398256,873645,23398256,True,False,6,6,0,0,0,40.35320083296392,2.837907457142137,call_budget,873645,23398256,0.0,0.0,0,tie,True,False,6,6,0,0,0,60.404943917063065,0.7729880830738693,call_budget,873645,23398256,0.0,0.0,0,tie,tie,0.0
