suite,id,mode,n,blocks,tile,buffers,rounds,groups,repeats,samples,median_us,p10_us,p90_us,host_median_us,launches,programmed_gm_bytes,logical_GBps,queue_buffer_bytes_per_block,read_workset_bytes,all_outputs_correct
sharing,sharing_best_scale1_sharing_060,private,32505856,32,4096,2,1,1,4,30,1269.250035285,1238.592004775,1369.0460205119998,1395.086,4,1560281088,1229.2937125265878,98304,260046848,True
sharing,sharing_best_scale1_sharing_061,shared,32505856,32,4096,2,1,1,4,30,849.7500121595001,723.9019870758,889.4500017162001,970.3645,4,1560281088,1836.164831624776,98304,134086656,True
sharing,sharing_best_scale2_sharing_060,private,65011712,32,4096,2,1,1,4,30,2633.46004486,2603.6200285,2676.824092868,2759.178,4,3120562176,1184.9665925597496,98304,520093696,True
sharing,sharing_best_scale2_sharing_061,shared,65011712,32,4096,2,1,1,4,30,1723.580002785,1693.1160330769999,1746.874022484,1842.4085,4,3120562176,1810.5119408195292,98304,268173312,True
sharing,sharing_worst_scale1_sharing_002,private,8126464,1,1024,2,16,1,4,30,16942.779541,16694.88277436,16992.77801509,17079.154499999997,4,390070272,23.02280278487158,24576,65011712,True
sharing,sharing_worst_scale1_sharing_003,shared,8126464,1,1024,2,16,1,4,30,16938.890457150002,16699.90367891,17023.14548492,17076.875,4,390070272,23.02808870431942,24576,65011712,True
sharing,sharing_worst_scale2_sharing_002,private,16252928,1,1024,2,16,1,4,30,33998.9204407,33341.75148008,34057.00263973,34146.1345,4,780140544,22.946038694396197,24576,130023424,True
sharing,sharing_worst_scale2_sharing_003,shared,16252928,1,1024,2,16,1,4,30,33836.3800049,33347.45674132,34051.979064959996,33967.299,4,780140544,23.05626499900475,24576,130023424,True
