case,problem,cores,method,call,phase,status,best_makespan
case_029,2,5,local_legacy,4,operation,success,9383
case_029,2,5,local_legacy,5,trace,success,9383
case_029,2,5,local_legacy,6,trace,success,9383
case_029,2,5,local_legacy,7,legacy,success,9383
case_029,2,5,local_legacy,8,legacy,success,9383
case_029,2,5,local_legacy,9,structure,success,9383
case_029,2,5,local_legacy,10,legacy,success,9383
case_029,2,5,local_legacy,11,legacy,success,9383
case_029,2,5,local_legacy,12,legacy,success,9383
case_060,3,5,budget_greedy,1,component,success,182869
case_060,3,5,budget_greedy,2,component,success,182869
case_060,3,5,budget_greedy,3,wcc,success,182869
case_060,3,5,budget_greedy,4,wcc,success,178118
case_060,3,5,budget_greedy,5,component,success,178118
case_060,3,5,budget_greedy,6,wcc,success,160258
case_060,3,5,budget_greedy,7,structure,success,160258
case_060,3,5,budget_greedy,8,legacy,success,160258
case_060,3,5,budget_greedy,9,data,success,160246
case_060,3,5,budget_greedy,10,structure,success,160246
case_060,3,5,budget_greedy,11,region,success,160246
case_060,3,5,budget_greedy,12,region,success,160246
case_021,2,5,budget_greedy,1,component,success,1250168
case_021,2,5,budget_greedy,2,component,success,1250168
case_021,2,5,budget_greedy,3,wcc,success,1250168
case_021,2,5,budget_greedy,4,wcc,success,1250168
case_021,2,5,budget_greedy,5,wcc_probe,success,1250168
case_021,2,5,budget_greedy,6,operation,success,1250168
case_021,2,5,budget_greedy,7,structure,success,1250168
case_021,2,5,budget_greedy,8,legacy,success,1250168
case_021,2,5,budget_greedy,9,data,success,1250168
case_021,2,5,budget_greedy,10,structure,success,1250168
case_021,2,5,budget_greedy,11,region,success,1250168
case_021,2,5,budget_greedy,12,region,success,1250168
case_074,2,5,local_legacy,1,component,success,345470
case_074,2,5,local_legacy,2,component,success,345470
case_074,2,5,local_legacy,3,wcc,success,340460
case_074,2,5,local_legacy,4,wcc,success,340460
case_074,2,5,local_legacy,5,wcc_probe,success,340460
case_074,2,5,local_legacy,6,operation,success,340460
case_074,2,5,local_legacy,7,legacy,success,340460
case_074,2,5,local_legacy,8,legacy,success,340460
case_074,2,5,local_legacy,9,structure,success,338235
case_074,2,5,local_legacy,10,structure_pair,success,329790
case_074,2,5,local_legacy,11,legacy,success,329790
case_074,2,5,local_legacy,12,legacy,success,329790
case_040,2,5,budget_beam,1,component,success,110337
case_040,2,5,budget_beam,2,component,success,110337
case_040,2,5,budget_beam,3,wcc,success,104200
case_040,2,5,budget_beam,4,wcc,success,104200
case_040,2,5,budget_beam,5,operation,success,104200
case_040,2,5,budget_beam,6,operation,success,104200
case_040,2,5,budget_beam,7,structure,success,104200
case_040,2,5,budget_beam,8,structure_pair,success,104200
case_040,2,5,budget_beam,9,legacy,success,104200
case_040,2,5,budget_beam,10,region,success,103951
case_040,2,5,budget_beam,11,structure,success,103951
case_040,2,5,budget_beam,12,data,success,103922
case_058,3,5,baseline,1,component,success,1004819
case_058,3,5,baseline,2,component,success,1004819
case_058,3,5,baseline,3,wcc,success,1004819
case_058,3,5,baseline,4,wcc,success,1004819
case_058,3,5,baseline,5,component,success,912018
case_058,3,5,baseline,6,wcc,success,912018
case_058,3,5,baseline,7,component,success,912018
case_058,3,5,baseline,8,wcc,success,912018
case_058,3,5,baseline,9,component,success,912018
case_058,3,5,baseline,10,wcc,success,912018
case_058,3,5,baseline,11,component,success,912018
case_058,3,5,baseline,12,wcc,success,912018
case_058,2,5,budget_greedy,1,component,success,1004819
case_058,2,5,budget_greedy,2,component,success,1004819
case_058,2,5,budget_greedy,3,wcc,success,1004819
case_058,2,5,budget_greedy,4,wcc,success,1004819
case_058,2,5,budget_greedy,5,component,success,933280
case_058,2,5,budget_greedy,6,wcc,success,933280
case_058,2,5,budget_greedy,7,structure,success,933280
case_058,2,5,budget_greedy,8,legacy,success,933280
case_058,2,5,budget_greedy,9,data,success,933205
case_058,2,5,budget_greedy,10,structure,success,933205
case_058,2,5,budget_greedy,11,region,success,933205
case_058,2,5,budget_greedy,12,region,success,932997
case_021,2,5,wide_legacy,1,component,success,1250168
case_021,2,5,wide_legacy,2,component,success,1250168
case_021,2,5,wide_legacy,3,wcc,success,1250168
case_021,2,5,wide_legacy,4,wcc,success,1250168
case_021,2,5,wide_legacy,5,wcc_probe,success,1250168
case_021,2,5,wide_legacy,6,operation,success,1250168
case_021,2,5,wide_legacy,7,legacy,success,1250168
case_021,2,5,wide_legacy,8,legacy,success,1250168
case_021,2,5,wide_legacy,9,structure,success,1250168
case_021,2,5,wide_legacy,10,structure,success,1250168
case_021,2,5,wide_legacy,11,structure,success,1250168
case_021,2,5,wide_legacy,12,structure,success,1250168
case_009,3,5,budget_beam,1,component,success,92225
case_009,3,5,budget_beam,2,component,success,92225
case_009,3,5,budget_beam,3,wcc,success,87425
case_009,3,5,budget_beam,4,wcc,success,87425
case_009,3,5,budget_beam,5,operation,success,87425
case_009,3,5,budget_beam,6,operation,success,74767
case_009,3,5,budget_beam,7,structure,success,74767
case_009,3,5,budget_beam,8,structure_pair,success,74767
case_009,3,5,budget_beam,9,legacy,success,74732
case_009,3,5,budget_beam,10,region,success,72912
case_009,3,5,budget_beam,11,structure,success,72912
case_009,3,5,budget_beam,12,data,success,72912
case_060,3,5,local_legacy,1,component,success,182869
case_060,3,5,local_legacy,2,component,success,182869
case_060,3,5,local_legacy,3,wcc,success,182869
case_060,3,5,local_legacy,4,wcc,success,178118
case_060,3,5,local_legacy,5,component,success,178118
case_060,3,5,local_legacy,6,wcc,success,160258
case_060,3,5,local_legacy,7,legacy,success,160258
case_060,3,5,local_legacy,8,legacy,success,160246
case_060,3,5,local_legacy,9,structure,success,160246
case_060,3,5,local_legacy,10,legacy,success,160246
case_060,3,5,local_legacy,11,legacy,success,160246
case_060,3,5,local_legacy,12,legacy,success,160246
case_060,2,5,baseline,1,component,success,183430
case_060,2,5,baseline,2,component,success,183430
case_060,2,5,baseline,3,wcc,success,183430
case_060,2,5,baseline,4,wcc,success,183430
case_060,2,5,baseline,5,component,success,183430
case_060,2,5,baseline,6,wcc,success,164455
case_060,2,5,baseline,7,component,success,164455
case_060,2,5,baseline,8,wcc,success,164455
case_060,2,5,baseline,9,component,success,164455
case_060,2,5,baseline,10,wcc,success,164455
case_060,2,5,baseline,11,component,success,164455
case_060,2,5,baseline,12,wcc,success,164455
case_074,2,5,wide_legacy,1,component,success,345470
case_074,2,5,wide_legacy,2,component,success,345470
case_074,2,5,wide_legacy,3,wcc,success,340460
case_074,2,5,wide_legacy,4,wcc,success,340460
case_074,2,5,wide_legacy,5,wcc_probe,success,333090
case_074,2,5,wide_legacy,6,operation,success,333090
case_074,2,5,wide_legacy,7,legacy,success,333090
case_074,2,5,wide_legacy,8,legacy,success,333090
case_074,2,5,wide_legacy,9,structure,success,333090
case_074,2,5,wide_legacy,10,structure_pair,success,329790
case_074,2,5,wide_legacy,11,legacy,success,329790
case_074,2,5,wide_legacy,12,legacy,success,329790
case_060,2,5,wide_legacy,1,component,success,183430
case_060,2,5,wide_legacy,2,component,success,183430
case_060,2,5,wide_legacy,3,wcc,success,183430
case_060,2,5,wide_legacy,4,wcc,success,183430
case_060,2,5,wide_legacy,5,component,success,183430
case_060,2,5,wide_legacy,6,wcc,success,164455
case_060,2,5,wide_legacy,7,structure_pair,success,164455
case_060,2,5,wide_legacy,8,legacy,success,164455
case_060,2,5,wide_legacy,9,legacy,success,164455
case_060,2,5,wide_legacy,10,structure,success,164455
case_060,2,5,wide_legacy,11,legacy,success,164455
case_060,2,5,wide_legacy,12,legacy,success,164455
case_094,2,5,baseline,1,component,success,24943
case_094,2,5,baseline,2,component,success,24943
case_094,2,5,baseline,3,wcc,success,24943
case_094,2,5,baseline,4,wcc,success,22294
case_094,2,5,baseline,5,component,success,22294
case_094,2,5,baseline,6,wcc,success,17755
case_094,2,5,baseline,7,component,success,17755
case_094,2,5,baseline,8,wcc,success,17755
case_094,2,5,baseline,9,component,success,17755
case_094,2,5,baseline,10,wcc,success,17755
case_094,2,5,baseline,11,component,success,17755
case_094,2,5,baseline,12,wcc,success,17755
case_094,2,5,wide_legacy,1,component,success,24943
case_094,2,5,wide_legacy,2,component,success,24943
case_094,2,5,wide_legacy,3,wcc,success,24943
case_094,2,5,wide_legacy,4,wcc,success,22294
case_094,2,5,wide_legacy,5,component,success,22294
case_094,2,5,wide_legacy,6,wcc,success,17755
case_094,2,5,wide_legacy,7,structure_pair,success,17465
case_094,2,5,wide_legacy,8,legacy,success,17465
case_094,2,5,wide_legacy,9,legacy,success,17465
case_094,2,5,wide_legacy,10,structure,success,17465
case_094,2,5,wide_legacy,11,legacy,success,17465
case_094,2,5,wide_legacy,12,legacy,success,17465
case_060,2,5,local_legacy,1,component,success,183430
case_060,2,5,local_legacy,2,component,success,183430
case_060,2,5,local_legacy,3,wcc,success,183430
case_060,2,5,local_legacy,4,wcc,success,183430
case_060,2,5,local_legacy,5,component,success,183430
case_060,2,5,local_legacy,6,wcc,success,164455
case_060,2,5,local_legacy,7,structure_pair,success,164455
case_060,2,5,local_legacy,8,legacy,success,164455
case_060,2,5,local_legacy,9,legacy,success,164455
case_060,2,5,local_legacy,10,structure,success,164455
case_060,2,5,local_legacy,11,legacy,success,164455
case_060,2,5,local_legacy,12,legacy,success,164455
case_009,3,5,budget_greedy,1,component,success,92225
case_009,3,5,budget_greedy,2,component,success,92225
case_009,3,5,budget_greedy,3,wcc,success,87425
case_009,3,5,budget_greedy,4,wcc,success,87425
case_009,3,5,budget_greedy,5,operation,success,87425
case_009,3,5,budget_greedy,6,operation,success,74767
case_009,3,5,budget_greedy,7,structure,success,74767
case_009,3,5,budget_greedy,8,structure_pair,success,74767
case_009,3,5,budget_greedy,9,legacy,success,74732
case_009,3,5,budget_greedy,10,region,success,72912
case_009,3,5,budget_greedy,11,structure,success,72912
case_009,3,5,budget_greedy,12,data,success,72912
case_074,2,5,budget_beam,1,component,success,345470
case_074,2,5,budget_beam,2,component,success,345470
case_074,2,5,budget_beam,3,wcc,success,340460
case_074,2,5,budget_beam,4,wcc,success,340460
case_074,2,5,budget_beam,5,wcc_probe,success,333090
case_074,2,5,budget_beam,6,operation,success,333090
case_074,2,5,budget_beam,7,structure,success,333090
case_074,2,5,budget_beam,8,structure_pair,success,329790
case_074,2,5,budget_beam,9,legacy,success,329790
case_074,2,5,budget_beam,10,data,success,329790
case_074,2,5,budget_beam,11,structure,success,329790
case_074,2,5,budget_beam,12,region,success,329790
case_040,2,5,wide_legacy,1,component,success,110337
case_040,2,5,wide_legacy,2,component,success,110337
case_040,2,5,wide_legacy,3,wcc,success,104200
case_040,2,5,wide_legacy,4,wcc,success,104200
case_040,2,5,wide_legacy,5,operation,success,104200
case_040,2,5,wide_legacy,6,operation,success,104200
case_040,2,5,wide_legacy,7,legacy,success,104200
case_040,2,5,wide_legacy,8,legacy,success,104200
case_040,2,5,wide_legacy,9,structure,success,104200
case_040,2,5,wide_legacy,10,structure_pair,success,104200
case_040,2,5,wide_legacy,11,legacy,success,104103
case_040,2,5,wide_legacy,12,legacy,success,103829
case_094,3,5,budget_greedy,1,component,success,24943
case_094,3,5,budget_greedy,2,component,success,24943
case_094,3,5,budget_greedy,3,wcc,success,24943
case_094,3,5,budget_greedy,4,wcc,success,21651
case_094,3,5,budget_greedy,5,component,success,21651
case_094,3,5,budget_greedy,6,wcc,success,16819
case_094,3,5,budget_greedy,7,structure_pair,success,16243
case_094,3,5,budget_greedy,8,structure,success,16243
case_094,3,5,budget_greedy,9,legacy,success,16243
case_094,3,5,budget_greedy,10,region,success,16243
case_094,3,5,budget_greedy,11,structure,success,16243
case_094,3,5,budget_greedy,12,structure_pair,success,16243
case_058,2,5,baseline,1,component,success,1004819
case_058,2,5,baseline,2,component,success,1004819
case_058,2,5,baseline,3,wcc,success,1004819
case_058,2,5,baseline,4,wcc,success,1004819
case_058,2,5,baseline,5,component,success,933280
case_058,2,5,baseline,6,wcc,success,933280
case_058,2,5,baseline,7,component,success,933280
case_058,2,5,baseline,8,wcc,success,933280
case_058,2,5,baseline,9,component,success,933280
case_058,2,5,baseline,10,wcc,success,933280
case_058,2,5,baseline,11,component,success,933280
case_058,2,5,baseline,12,wcc,success,933280
case_040,2,5,local_legacy,1,component,success,110337
case_040,2,5,local_legacy,2,component,success,110337
case_040,2,5,local_legacy,3,wcc,success,104200
case_040,2,5,local_legacy,4,wcc,success,104200
case_040,2,5,local_legacy,5,operation,success,104200
case_040,2,5,local_legacy,6,operation,success,104200
case_040,2,5,local_legacy,7,legacy,success,104200
case_040,2,5,local_legacy,8,legacy,success,104200
case_040,2,5,local_legacy,9,structure,success,104200
case_040,2,5,local_legacy,10,structure_pair,success,104200
case_040,2,5,local_legacy,11,legacy,success,104103
case_040,2,5,local_legacy,12,legacy,success,103829
case_009,2,5,budget_greedy,1,component,success,92225
case_009,2,5,budget_greedy,2,component,success,92225
case_009,2,5,budget_greedy,3,wcc,success,87425
case_009,2,5,budget_greedy,4,wcc,success,87425
case_009,2,5,budget_greedy,5,operation,success,87425
case_009,2,5,budget_greedy,6,operation,success,77300
case_009,2,5,budget_greedy,7,structure,success,77300
case_009,2,5,budget_greedy,8,structure_pair,success,77300
case_009,2,5,budget_greedy,9,legacy,success,77150
case_009,2,5,budget_greedy,10,region,success,75349
case_009,2,5,budget_greedy,11,structure,success,75349
case_009,2,5,budget_greedy,12,data,success,75349
case_021,2,5,budget_beam,1,component,success,1250168
case_021,2,5,budget_beam,2,component,success,1250168
case_021,2,5,budget_beam,3,wcc,success,1250168
case_021,2,5,budget_beam,4,wcc,success,1250168
case_021,2,5,budget_beam,5,wcc_probe,success,1250168
case_021,2,5,budget_beam,6,operation,success,1250168
case_021,2,5,budget_beam,7,structure,success,1250168
case_021,2,5,budget_beam,8,legacy,success,1250168
case_021,2,5,budget_beam,9,data,success,1250168
case_021,2,5,budget_beam,10,structure,success,1250168
case_021,2,5,budget_beam,11,region,success,1250168
case_021,2,5,budget_beam,12,legacy,success,1250168
case_040,3,5,baseline,1,component,success,110337
case_040,3,5,baseline,2,component,success,110337
case_040,3,5,baseline,3,wcc,success,104152
case_040,3,5,baseline,4,wcc,success,104152
case_040,3,5,baseline,5,operation,success,104152
case_040,3,5,baseline,6,operation,success,102896
case_040,3,5,baseline,7,trace,success,102896
case_040,3,5,baseline,8,trace,success,102896
case_040,3,5,baseline,9,p3_cache,success,93654
case_040,3,5,baseline,10,p3_cache,success,93654
case_040,3,5,baseline,11,p3_cache,success,93482
case_040,3,5,baseline,12,p3_cache,success,93482
case_074,3,5,budget_beam,1,component,success,340313
case_074,3,5,budget_beam,2,component,success,340313
case_074,3,5,budget_beam,3,wcc,success,338899
case_074,3,5,budget_beam,4,wcc,success,338899
case_074,3,5,budget_beam,5,wcc_probe,success,326680
case_074,3,5,budget_beam,6,operation,success,326680
case_074,3,5,budget_beam,7,structure,success,326680
case_074,3,5,budget_beam,8,structure_pair,success,326680
case_074,3,5,budget_beam,9,legacy,success,326680
case_074,3,5,budget_beam,10,data,success,326679
case_074,3,5,budget_beam,11,structure,success,326679
case_074,3,5,budget_beam,12,region,success,326679
case_058,3,5,budget_beam,1,component,success,1004819
case_058,3,5,budget_beam,2,component,success,1004819
case_058,3,5,budget_beam,3,wcc,success,1004819
case_058,3,5,budget_beam,4,wcc,success,1004819
case_058,3,5,budget_beam,5,component,success,912018
case_058,3,5,budget_beam,6,wcc,success,912018
case_058,3,5,budget_beam,7,structure,success,912018
case_058,3,5,budget_beam,8,legacy,success,912018
case_058,3,5,budget_beam,9,data,success,910750
case_058,3,5,budget_beam,10,structure,success,910750
case_058,3,5,budget_beam,11,region,success,910750
case_058,3,5,budget_beam,12,region,success,910579
case_029,2,5,wide_legacy,1,component,success,9383
case_029,2,5,wide_legacy,2,component,success,9383
case_029,2,5,wide_legacy,3,operation,success,9383
case_029,2,5,wide_legacy,4,operation,success,9383
case_029,2,5,wide_legacy,5,trace,success,9383
case_029,2,5,wide_legacy,6,trace,success,9383
case_029,2,5,wide_legacy,7,legacy,success,9383
case_029,2,5,wide_legacy,8,legacy,success,9383
case_029,2,5,wide_legacy,9,structure,success,9383
case_029,2,5,wide_legacy,10,legacy,success,9383
case_029,2,5,wide_legacy,11,legacy,success,9383
case_029,2,5,wide_legacy,12,legacy,success,9383
case_040,3,5,wide_legacy,1,component,success,110337
case_040,3,5,wide_legacy,2,component,success,110337
case_040,3,5,wide_legacy,3,wcc,success,104152
case_040,3,5,wide_legacy,4,wcc,success,104152
case_040,3,5,wide_legacy,5,operation,success,104152
case_040,3,5,wide_legacy,6,operation,success,102896
case_040,3,5,wide_legacy,7,legacy,success,102896
case_040,3,5,wide_legacy,8,legacy,success,93654
case_040,3,5,wide_legacy,9,structure,success,93654
case_040,3,5,wide_legacy,10,structure_pair,success,93654
case_040,3,5,wide_legacy,11,legacy,success,93654
case_040,3,5,wide_legacy,12,legacy,success,93494
case_040,3,5,budget_greedy,1,component,success,110337
case_040,3,5,budget_greedy,2,component,success,110337
case_040,3,5,budget_greedy,3,wcc,success,104152
case_040,3,5,budget_greedy,4,wcc,success,104152
case_040,3,5,budget_greedy,5,operation,success,104152
case_040,3,5,budget_greedy,6,operation,success,102896
case_040,3,5,budget_greedy,7,structure,success,102896
case_040,3,5,budget_greedy,8,structure_pair,success,102896
case_040,3,5,budget_greedy,9,legacy,success,102896
case_040,3,5,budget_greedy,10,region,success,93654
case_040,3,5,budget_greedy,11,structure,success,93654
case_040,3,5,budget_greedy,12,data,success,93494
case_060,2,5,budget_greedy,1,component,success,183430
case_060,2,5,budget_greedy,2,component,success,183430
case_060,2,5,budget_greedy,3,wcc,success,183430
case_060,2,5,budget_greedy,4,wcc,success,183430
case_060,2,5,budget_greedy,5,component,success,183430
case_060,2,5,budget_greedy,6,wcc,success,164455
case_060,2,5,budget_greedy,7,structure_pair,success,164455
case_060,2,5,budget_greedy,8,structure,success,164455
case_060,2,5,budget_greedy,9,legacy,success,164455
case_060,2,5,budget_greedy,10,data,success,164455
case_060,2,5,budget_greedy,11,structure,success,164455
case_060,2,5,budget_greedy,12,region,success,164455
case_074,3,5,local_legacy,1,component,success,340313
case_074,3,5,local_legacy,2,component,success,340313
case_074,3,5,local_legacy,3,wcc,success,338899
case_074,3,5,local_legacy,4,wcc,success,338899
case_074,3,5,local_legacy,5,wcc_probe,success,332901
case_074,3,5,local_legacy,6,operation,success,332901
case_074,3,5,local_legacy,7,legacy,success,332901
case_074,3,5,local_legacy,8,legacy,success,332901
case_074,3,5,local_legacy,9,structure,success,332901
case_074,3,5,local_legacy,10,structure_pair,success,326692
case_074,3,5,local_legacy,11,legacy,success,326692
case_074,3,5,local_legacy,12,legacy,success,326679
case_058,3,5,local_legacy,1,component,success,1004819
case_058,3,5,local_legacy,2,component,success,1004819
case_058,3,5,local_legacy,3,wcc,success,1004819
case_058,3,5,local_legacy,4,wcc,success,1004819
case_058,3,5,local_legacy,5,component,success,912018
case_058,3,5,local_legacy,6,wcc,success,912018
case_058,3,5,local_legacy,7,legacy,success,912018
case_058,3,5,local_legacy,8,legacy,success,910750
case_058,3,5,local_legacy,9,structure,success,910750
case_058,3,5,local_legacy,10,legacy,success,910750
case_058,3,5,local_legacy,11,legacy,success,905270
case_058,3,5,local_legacy,12,legacy,success,898391
