problem,method,runs,successes,calls,fresh,failed_calls,generation_errors,total_run_seconds,median_run_seconds
2,baseline,4,4,48,48,0,0,24.05391595896799,5.211384896014351
2,budget_beam,4,4,48,48,0,0,38.01033295900561,7.996256125043146
2,budget_greedy,4,4,48,48,0,0,36.401544166961685,7.808948541991413
2,local_legacy,4,4,48,48,0,0,29.937797458842397,6.494814375473652
3,baseline,4,4,48,48,0,0,25.32250404090155,5.304172978445422
3,budget_beam,4,4,48,48,0,0,39.509116790955886,8.663116520969197
3,budget_greedy,4,4,48,48,0,0,37.509022083948366,8.394690832996275
3,local_legacy,4,4,48,48,0,0,32.39529562520329,7.1639674585312605
