case,problem,cores,variant,group,status,makespan,added_copy,logical_calls,new_calls,failures,timeouts,elapsed_seconds,tail_generation_seconds,prefix_reported_generation_seconds,prefix_elapsed_seconds,stop_reason,summary,time_b8,time_b12,time_b16
case_057,2,5,joint,validation,success,14372,27936,16,16,0,0,7.215102237008978,1.7007667609723285,0.5846660669776611,4.280079505988397,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p2_n5/joint/summary.json,14372,14372,14372
case_046,2,2,strong,lowcore,success,105322,930400,13,13,0,0,4.489492058986798,0.0,0.3779722450126428,4.474052855977789,pool_exhausted,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_046/p2_n2/strong/summary.json,105322,105322,105322
case_046,1,5,joint,development,success,124612,4513952,16,16,0,0,7.740699791989755,0.32295063202036545,0.5233374190283939,5.634248040005332,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p1_n5/joint/summary.json,124612,124612,124612
case_009,3,2,joint,lowcore,success,80734,0,16,16,0,0,39.40644447601517,8.962817535968497,2.2545683899952564,23.418636813003104,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_009/p3_n2/joint/summary.json,80734,80734,80734
case_051,1,2,joint,lowcore,success,381670,9110978,16,16,0,0,14.001011137006572,1.4541997320193332,1.2422300450270995,9.52484361900133,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n2/joint/summary.json,381670,381670,381670
case_009,3,5,joint,development,success,70269,1323190,16,16,0,0,46.73081861200626,13.148768633953296,3.5592487499525305,26.19427023001481,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_009/p3_n5/joint/summary.json,74700,72876,70269
case_051,2,5,strong,development,success,180878,230808,16,16,0,0,7.426820888009388,0.0,0.33159389899810776,7.403879846999189,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p2_n5/strong/summary.json,180878,180878,180878
case_046,3,5,joint,development,success,77846,2791200,16,16,0,0,6.272776280005928,0.9948993590078317,0.6073679559922311,4.0866566830081865,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p3_n5/joint/summary.json,92391,77846,77846
case_057,1,5,joint,validation,success,14028,14400,16,16,0,0,7.659580624982482,0.409447146957973,1.1764552070235368,5.8788708909996785,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p1_n5/joint/summary.json,14055,14028,14028
case_057,2,5,strong,validation,success,14372,27936,16,16,0,0,5.188558977999492,0.0,0.6200004480197094,5.168639333976898,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_057/p2_n5/strong/summary.json,14372,14372,14372
case_002,2,5,joint,validation,success,51904,663552,16,16,0,0,11.187573587987572,3.0788742669683415,0.3936043209687341,6.163973143004114,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_002/p2_n5/joint/summary.json,59668,51909,51904
case_046,3,2,strong,lowcore,success,105322,930400,13,13,0,0,4.078012785001192,0.0,0.32907001799321733,4.06406265500118,pool_exhausted,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_046/p3_n2/strong/summary.json,105322,105322,105322
case_017,2,5,joint,validation,success,28295,340992,16,16,0,0,10.444190422014799,3.316386816004524,0.8792355860059615,5.49039074400207,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/joint/summary.json,30702,28330,28295
case_028,3,5,joint,validation,success,8182832,26780160,15,15,0,0,182.51751636399422,53.701908082002774,9.581531295989407,105.95648550099577,time_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p3_n5/joint/summary.json,9447245,8946507,8182832
case_002,1,5,strong,validation,success,65443,2193408,16,16,0,0,20.19779594099964,0.0,4.4047439899877645,20.180244504008442,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_002/p1_n5/strong/summary.json,66289,65443,65443
case_095,1,2,strong,lowcore,success,1042860,73728,16,16,0,0,61.377039674000116,0.0,4.0802275800087955,61.3476271200052,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_095/p1_n2/strong/summary.json,1042860,1042860,1042860
case_046,2,4,joint,lowcore,success,77846,2791200,16,16,0,0,5.637659861997236,0.8297994360036682,0.3365275770192966,3.60391268497915,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_046/p2_n4/joint/summary.json,77846,77846,77846
case_042,1,5,joint,validation,success,343752,13837440,16,16,0,0,59.439453580009285,2.0369191709905863,4.434103558014613,46.82106181199197,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_042/p1_n5/joint/summary.json,343752,343752,343752
case_065,2,5,joint,validation,success,8714,55584,16,16,0,0,5.717206305998843,1.0907392000081018,0.6966463749995455,3.699900403007632,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p2_n5/joint/summary.json,9007,8714,8714
case_094,2,5,strong,development,success,17755,259200,16,16,0,0,4.561646804999327,0.0,0.7436130640271585,4.540801170980558,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_094/p2_n5/strong/summary.json,17755,17755,17755
case_022,1,5,joint,validation,success,11828,20736,16,16,0,0,11.67651381000178,0.5827784830180462,1.4477138779766392,8.202022962999763,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p1_n5/joint/summary.json,11828,11828,11828
case_095,1,5,joint,development,success,420852,0,16,16,0,0,53.08002669599955,1.7909899709920865,3.718082478037104,35.99215320101939,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_095/p1_n5/joint/summary.json,420852,420852,420852
case_075,2,5,joint,development,success,396228,13526680,16,16,0,0,74.68666956000379,9.475500916014425,1.8476754180155694,50.808156899991445,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_075/p2_n5/joint/summary.json,422030,396278,396228
case_064,2,5,joint,development,success,8558,130610,16,16,0,0,5.512390218995279,0.6998120430216659,0.19129295504535548,3.6430759450013284,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_064/p2_n5/joint/summary.json,8945,8559,8558
case_047,2,5,joint,development,success,99901,2698072,16,16,0,0,111.59353117400315,22.027666074980516,3.4959103610308375,69.46133878699038,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_047/p2_n5/joint/summary.json,127203,100309,99901
case_095,2,2,strong,lowcore,success,539178,0,16,16,0,0,28.843261675996473,0.0,2.338994097954128,28.78109132600366,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_095/p2_n2/strong/summary.json,539178,539178,539178
case_009,2,5,joint,development,success,51517,1332918,16,16,0,0,40.16723199299304,10.619448694953462,3.048550368985161,22.646485095989192,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_009/p2_n5/joint/summary.json,77091,52200,51517
case_089,3,5,joint,validation,success,118946,954880,16,16,0,0,31.253430172015214,9.514098467043368,3.529873304971261,17.580961454979843,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_089/p3_n5/joint/summary.json,119851,119788,118946
case_094,1,5,strong,development,success,20730,408800,16,16,0,0,7.087207159987884,0.0,1.6245827909733634,7.077248399000382,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_094/p1_n5/strong/summary.json,22410,21332,20730
case_051,3,5,strong,development,success,181583,230804,16,16,0,0,8.389458012999967,0.0,0.2683187359943986,8.367626477003796,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p3_n5/strong/summary.json,181583,181583,181583
case_095,3,2,joint,lowcore,success,539178,0,16,16,0,0,37.792148458975134,8.386144187010359,2.366773006040603,23.12117657100316,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_095/p3_n2/joint/summary.json,539178,539178,539178
case_095,3,4,joint,lowcore,success,273250,0,16,16,0,0,38.97198217001278,8.823435653059278,2.701384366984712,24.799364804988727,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_095/p3_n4/joint/summary.json,273250,273250,273250
case_077,1,5,strong,validation,success,116241,286720,16,16,0,0,52.87479602498934,0.0,6.279164128034608,52.83829940500436,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_077/p1_n5/strong/summary.json,116241,116241,116241
case_009,2,4,strong,lowcore,success,62293,1352596,16,16,0,0,30.22734602499986,0.0,2.9482033099920955,30.157503458001884,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_009/p2_n4/strong/summary.json,84037,62293,62293
case_095,2,4,joint,lowcore,success,273250,0,16,16,0,0,35.120608030003496,7.85316770101781,2.730051535065286,22.035615606000647,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_095/p2_n4/joint/summary.json,273250,273250,273250
case_006,2,5,strong,development,success,31729,63616,16,16,0,0,4.371130134008126,0.0,0.4925624450261239,4.350582112005213,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_006/p2_n5/strong/summary.json,31729,31729,31729
case_077,1,5,joint,validation,success,116241,286720,16,16,0,0,58.914876619004644,2.5864307239826303,5.534850363997975,40.435482453991426,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_077/p1_n5/joint/summary.json,116241,116241,116241
case_095,1,3,joint,lowcore,success,695775,0,16,16,0,0,57.558601117983926,2.1322783879877534,2.9879408779961523,35.900337389000924,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_095/p1_n3/joint/summary.json,695775,695775,695775
case_077,3,5,joint,validation,success,108214,172032,16,16,0,0,30.09090689799632,10.121506147028413,3.4245963639987167,15.67586275699432,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_077/p3_n5/joint/summary.json,110038,110038,108214
case_017,1,5,joint,validation,success,35496,340992,16,16,0,0,12.353265523997834,0.6596304720442276,1.2978656240156852,9.31508373300312,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p1_n5/joint/summary.json,35496,35496,35496
case_095,2,5,joint,development,success,220188,0,16,16,0,0,34.783319479989586,7.927955601975555,2.8088720500236377,21.663886950002052,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_095/p2_n5/joint/summary.json,220188,220188,220188
case_069,1,5,joint,development,success,15514,554768,16,16,0,0,9.320789140998386,0.6913301840249915,1.6881521409959532,6.959047017997364,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_069/p1_n5/joint/summary.json,16672,15690,15514
case_051,3,3,strong,lowcore,success,227940,263200,16,16,0,0,6.9575502229854465,0.0,0.1880889749736525,6.937902341975132,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n3/strong/summary.json,227940,227940,227940
case_012,1,5,strong,validation,success,12786,27648,16,16,0,0,8.452509652008303,0.0,0.9941030179616064,8.442523653007811,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_012/p1_n5/strong/summary.json,12786,12786,12786
case_017,3,5,joint,validation,success,28045,340992,16,16,0,0,9.925831748987548,2.9956615759874694,0.828211598971393,5.380638872011332,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p3_n5/joint/summary.json,30702,28049,28045
case_051,2,5,joint,development,success,179213,230808,16,16,0,0,8.197775617009029,0.8752322879736312,0.2888085799932014,5.4625811069854535,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p2_n5/joint/summary.json,180878,180878,179213
case_051,1,3,strong,lowcore,success,312423,9110978,16,16,0,0,11.114022456022212,0.0,1.3388644039805513,11.101527586986776,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n3/strong/summary.json,312423,312423,312423
case_095,2,4,strong,lowcore,success,273250,0,16,16,0,0,29.13451981401886,0.0,2.6751663610048126,29.07694040701608,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_095/p2_n4/strong/summary.json,273250,273250,273250
case_047,1,5,joint,development,success,326508,0,6,6,0,0,185.8277118919941,0.0,10.612315428006696,185.76452868198976,time_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_047/p1_n5/joint/summary.json,326508,326508,326508
case_044,3,5,strong,development,success,68361,2596704,16,16,0,0,8.512050537014147,0.0,1.7319807359890547,8.487945807981305,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_044/p3_n5/strong/summary.json,82008,81970,68361
case_085,3,5,joint,development,success,918123,38446456,11,11,1,1,180.73949700398953,0.0,4.766754128941102,180.32088668999495,time_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_085/p3_n5/joint/summary.json,928690,918123,918123
case_095,3,5,strong,development,success,220188,0,16,16,0,0,35.70352148998063,0.0,3.259422510978766,35.626956617983524,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_095/p3_n5/strong/summary.json,220188,220188,220188
case_044,2,5,strong,development,success,82112,3721600,16,16,0,0,8.97667140798876,0.0,1.903285424981732,8.955673201999161,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_044/p2_n5/strong/summary.json,82150,82112,82112
case_022,2,5,strong,validation,success,11654,20736,16,16,0,0,8.104641000012634,0.0,1.3649395420216024,8.086012182000559,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p2_n5/strong/summary.json,11820,11654,11654
case_095,2,5,strong,development,success,220188,0,16,16,0,0,32.58772153800237,0.0,3.1863787289184984,32.53044747401145,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_095/p2_n5/strong/summary.json,220188,220188,220188
case_028,1,5,strong,validation,success,9764657,327158784,10,10,1,1,183.1287205159897,0.0,18.725571210990893,183.00254801800475,time_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p1_n5/strong/summary.json,10074287,9764657,9764657
case_089,2,5,strong,validation,success,118946,954880,16,16,0,0,23.74541602501995,0.0,4.119001095998101,23.679506651009433,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_089/p2_n5/strong/summary.json,119851,118946,118946
case_095,1,3,strong,lowcore,success,695775,0,16,16,0,0,55.2403623140126,0.0,3.2174542319844477,55.20589811299578,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_095/p1_n3/strong/summary.json,695775,695775,695775
case_094,1,5,joint,development,success,21332,408800,16,16,0,0,6.288864646019647,0.3069780250370968,0.990715171006741,4.960388669976965,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_094/p1_n5/joint/summary.json,22410,21332,21332
case_099,3,5,strong,validation,success,322542,10719232,16,16,0,0,46.18595948498114,0.0,6.06041517003905,46.07785224801046,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_099/p3_n5/strong/summary.json,322542,322542,322542
case_006,1,5,joint,development,success,25366,491636,16,16,0,0,7.165635679004481,0.38973752298625186,1.3694549250067212,5.732364720985061,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_006/p1_n5/joint/summary.json,25728,25366,25366
case_047,1,5,strong,development,success,326508,0,6,6,1,1,180.17599199397955,0.0,0,180.1220364079927,time_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_047/p1_n5/strong/summary.json,326508,326508,326508
case_009,3,4,strong,lowcore,success,80801,1340300,16,16,0,0,32.90663391997805,0.0,3.02166046196362,32.82894488298916,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_009/p3_n4/strong/summary.json,82513,80997,80801
case_065,2,5,strong,validation,success,8714,55584,16,16,0,0,4.688693509990117,0.0,0.9813668659771793,4.676038965990301,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p2_n5/strong/summary.json,9007,8714,8714
case_034,1,5,joint,validation,success,165049,2903040,16,16,0,0,52.49106291399221,2.0868360340246,3.481359260971658,42.23379194599693,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p1_n5/joint/summary.json,165049,165049,165049
case_044,1,5,strong,development,success,99310,319616,16,16,0,0,8.958849118993385,0.0,0.7925104760215618,8.944337949011242,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_044/p1_n5/strong/summary.json,99310,99310,99310
case_022,1,5,strong,validation,success,11724,13824,16,16,0,0,12.17984015098773,0.0,2.131933065946214,12.167672546987887,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p1_n5/strong/summary.json,11828,11724,11724
case_075,1,5,joint,development,success,732513,21133422,13,13,0,0,180.0682689390087,1.2673358780157287,22.305483781994553,140.30398530099774,time_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_075/p1_n5/joint/summary.json,925892,760157,732513
case_044,1,5,joint,development,success,99310,319616,16,16,0,0,9.544723905972205,0.6949449880339671,0.7829871409921907,7.0147566859959625,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_044/p1_n5/joint/summary.json,99310,99310,99310
case_022,3,5,joint,validation,success,11820,20736,16,16,0,0,9.456329405016731,2.3472158369841054,1.0499761430255603,5.661177136003971,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p3_n5/joint/summary.json,11820,11820,11820
case_006,3,5,strong,development,success,31729,63616,16,16,0,0,5.219128850003472,0.0,0.5553587529575452,5.203666375018656,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_006/p3_n5/strong/summary.json,31729,31729,31729
case_009,1,4,strong,lowcore,success,84913,235116,16,16,0,0,71.45993968800758,0.0,13.196840375981992,71.41173315298511,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_009/p1_n4/strong/summary.json,91784,85399,84913
case_046,2,3,strong,lowcore,success,79308,1860800,16,16,0,0,4.983530444005737,0.0,0.30830466499901377,4.97038168401923,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_046/p2_n3/strong/summary.json,79308,79308,79308
case_017,2,5,strong,validation,success,28295,340992,16,16,0,0,7.533318075991701,0.0,1.4613544400199316,7.512575597997056,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p2_n5/strong/summary.json,30702,28330,28295
case_047,3,5,joint,development,success,115843,2696024,16,16,0,0,127.54630182200344,32.932373039016966,3.164278582960833,74.29843990498921,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_047/p3_n5/joint/summary.json,116004,115843,115843
case_046,2,4,strong,lowcore,success,77846,2791200,15,15,0,0,4.525220203999197,0.0,0.3003548090055119,4.509157833992504,pool_exhausted,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_046/p2_n4/strong/summary.json,77846,77846,77846
case_064,1,5,strong,development,success,15155,148968,16,16,0,0,7.15625169800478,0.0,1.692026186035946,7.1427822209952865,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_064/p1_n5/strong/summary.json,17325,16469,15155
case_042,2,5,strong,validation,success,358905,6982656,16,16,0,0,28.69755958102178,0.0,4.996633319940884,28.64876436701161,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_042/p2_n5/strong/summary.json,358905,358905,358905
case_065,1,5,joint,validation,success,10443,55440,16,16,0,0,6.482892013009405,0.34047006102628075,0.970972173003247,5.021118698001374,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_065/p1_n5/joint/summary.json,10902,10443,10443
case_051,1,3,joint,lowcore,success,312423,9110978,16,16,0,0,12.935390549013391,1.3714387649961282,1.0823510389891453,8.773967234999873,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n3/joint/summary.json,312423,312423,312423
case_046,2,5,strong,development,success,77846,2791200,16,16,0,0,5.029261593997944,0.0,0.5236226959677879,5.010413579992019,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_046/p2_n5/strong/summary.json,93013,77846,77846
case_012,1,5,joint,validation,success,12786,27648,16,16,0,0,9.341965205007,0.5838195880351122,1.036507114971755,7.076176904985914,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_012/p1_n5/joint/summary.json,12786,12786,12786
case_085,1,5,strong,development,success,2760933,4246258,6,6,4,4,180.24966535298154,0.0,0,180.1564820499916,time_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_085/p1_n5/strong/summary.json,2760933,2760933,2760933
case_009,2,3,joint,lowcore,success,81783,268072,16,16,0,0,36.821133883990115,8.966034214943647,2.6905187510419637,21.64377969299676,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_009/p2_n3/joint/summary.json,85607,85607,81783
case_044,3,5,joint,development,success,80374,3725696,16,16,0,0,9.616413276991807,1.5576522620103788,1.6604760129994247,6.662890231003985,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_044/p3_n5/joint/summary.json,82008,81970,80374
case_034,2,5,strong,validation,success,159524,3463168,16,16,0,0,22.987601707020076,0.0,4.2952716590079945,22.934576515021035,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p2_n5/strong/summary.json,159524,159524,159524
case_077,2,5,joint,validation,success,108214,172032,16,16,0,0,29.353933716978645,10.07540032803081,3.233551058016019,15.03922632598551,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_077/p2_n5/joint/summary.json,110038,110038,108214
case_051,3,2,joint,lowcore,success,318398,394080,16,16,0,0,8.032714200002374,0.881607385003008,0.18743936502141878,5.494365737016778,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n2/joint/summary.json,318398,318398,318398
case_009,1,3,strong,lowcore,success,86698,283696,16,16,0,0,69.22444506699685,0.0,10.524873607995687,69.17986890001339,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_009/p1_n3/strong/summary.json,91779,86763,86698
case_051,3,2,strong,lowcore,success,318398,394080,16,16,0,0,6.98856853498728,0.0,0.17160620802314952,6.957670553994831,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n2/strong/summary.json,318398,318398,318398
