Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
0,4294967295,1,45,vector_probe,vector_probe,dynamic,AI_VECTOR_CORE,1790362619768189.558	,428.969,0,4,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.201,3083047,405.071,0.946,89.328,0.209,49.364,0.115,22.088,0.052,0.001,0.000
0,4294967295,1,44,vector_probe,vector_probe,dynamic,AI_VECTOR_CORE,1790362619768246.759	,38.241,0.000000,4,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.966,258953,7.176,0.2,33.532,0.932,32.597,0.906,20.114,0.559,0.004,0.000
0,4294967295,1,43,vector_probe,vector_probe,dynamic,AI_VECTOR_CORE,1790362619768277.100	,428.768,0.000000,4,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.477,3077833,405.073,0.948,89.065,0.208,47.382,0.111,21.664,0.051,0.001,0.000
0,4294967295,1,42,vector_probe,vector_probe,dynamic,AI_VECTOR_CORE,1790362619768322.401	,38.720,0.000000,4,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.212,260727,7.179,0.198,33.686,0.93,32.819,0.906,20.336,0.562,0.003,0.000
0,4294967295,3,44,vector_probe,vector_probe,dynamic,AI_VECTOR_CORE,1790362619768398.142	,428.449,37.030000,4,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.149,3075473,405.071,0.948,89.126,0.209,27.606,0.065,21.179,0.05,0.001,0.000
0,4294967295,3,42,vector_probe,vector_probe,dynamic,AI_VECTOR_CORE,1790362619768459.103	,428.729,0.000000,4,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.312,3076646,405.071,0.948,89.123,0.209,27.59,0.065,21.298,0.05,0.001,0.000
0,4294967295,3,45,vector_probe,vector_probe,dynamic,AI_VECTOR_CORE,1790362619768618.707	,35.940,0.000000,4,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.813,250657,7.194,0.207,33.363,0.958,22.565,0.648,20.238,0.581,0.003,0.000
0,4294967295,3,43,vector_probe,vector_probe,dynamic,AI_VECTOR_CORE,1790362619768706.068	,35.761,51.310000,4,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.503,248421,7.193,0.208,33.241,0.963,21.893,0.635,19.578,0.567,0.004,0.000
0,4294967295,6,45,vector_probe,vector_probe,dynamic,AI_VECTOR_CORE,1790362619794050.795	,428.108,25308.989000,4,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.888,3073595,405.071,0.949,88.93,0.208,28.119,0.066,21.549,0.05,0.001,0.000
0,4294967295,6,44,vector_probe,vector_probe,dynamic,AI_VECTOR_CORE,1790362619794103.896	,35.641,0.000000,4,0,NO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.167,246006,7.196,0.211,33.078,0.968,22.148,0.648,19.888,0.582,0.004,0.000
