batch,case,problem,num_cores,seed,stage,round,before_time,after_time,evaluations,generation_seconds
full_p3_seed17,case_001,3,3,17,cache,0,78545,78545,4,0.019770249957218766
full_p3_seed17,case_001,3,4,17,component,0,,58984,4,0.11610295798163861
full_p3_seed17,case_001,3,4,17,operation,0,58984,58984,5,0.07453483296558261
full_p3_seed17,case_001,3,4,17,trace,0,58984,58984,0,0.01691937493160367
full_p3_seed17,case_001,3,4,17,cache,0,58984,58984,4,0.021232082974165678
full_p3_seed17,case_001,3,5,17,component,0,,47502,4,0.15594312502071261
full_p3_seed17,case_001,3,5,17,operation,0,47502,47502,5,0.08512904099188745
full_p3_seed17,case_001,3,5,17,trace,0,47502,47502,0,0.01572779193520546
full_p3_seed17,case_001,3,5,17,cache,0,47502,47502,4,0.01967779197730124
full_p3_seed17,case_002,3,2,17,component,0,,261945,1,0.005120791960507631
full_p3_seed17,case_002,3,2,17,operation,0,261945,129739,8,0.17524200002662838
full_p3_seed17,case_002,3,2,17,trace,0,129739,126411,8,0.11242695804685354
full_p3_seed17,case_002,3,2,17,cache,0,126411,125561,4,0.08601391699630767
full_p3_seed17,case_002,3,3,17,component,0,,261945,1,0.005348999984562397
full_p3_seed17,case_002,3,3,17,operation,0,261945,94385,8,0.20603337499778718
full_p3_seed17,case_002,3,3,17,trace,0,94385,82020,8,0.08131537504959852
full_p3_seed17,case_002,3,3,17,cache,0,82020,82020,1,0.04203041596338153
full_p3_seed17,case_002,3,4,17,component,0,,261945,1,0.005048834020271897
full_p3_seed17,case_002,3,4,17,operation,0,261945,72029,8,0.24258895905222744
full_p3_seed17,case_002,3,4,17,trace,0,72029,63330,8,0.07776279200334102
full_p3_seed17,case_002,3,4,17,cache,0,63330,63330,1,0.03933137492276728
full_p3_seed17,case_002,3,5,17,component,0,,261945,1,0.006062000058591366
full_p3_seed17,case_002,3,5,17,operation,0,261945,59289,8,0.27120870805811137
full_p3_seed17,case_002,3,5,17,trace,0,59289,51207,8,0.07319104101043195
full_p3_seed17,case_002,3,5,17,cache,0,51207,51207,1,0.042669415939599276
full_p3_seed17,case_003,3,2,17,component,0,,538381,4,0.40963374997954816
full_p3_seed17,case_003,3,2,17,operation,0,538381,336358,8,1.228114917059429
full_p3_seed17,case_003,3,2,17,trace,0,336358,336358,8,0.819848959101364
full_p3_seed17,case_003,3,2,17,cache,0,336358,323431,4,0.5369496659841388
full_p3_seed17,case_004,3,2,17,component,0,,199074,4,0.037459334009326994
full_p3_seed17,case_004,3,2,17,operation,0,199074,198832,8,0.06881945801433176
full_p3_seed17,case_004,3,2,17,trace,0,198832,198832,8,0.028532791999168694
full_p3_seed17,case_004,3,2,17,cache,0,198832,198832,4,0.019889125018380582
full_p3_seed17,case_004,3,3,17,component,0,,134043,4,0.06434674991760403
full_p3_seed17,case_004,3,3,17,operation,0,134043,132570,8,0.08554479200392962
full_p3_seed17,case_004,3,3,17,trace,0,132570,132570,1,0.02692479093093425
full_p3_seed17,case_004,3,3,17,cache,0,132570,130725,4,0.029803000041283667
full_p3_seed17,case_004,3,4,17,component,0,,104188,4,0.10125045792665333
full_p3_seed17,case_004,3,4,17,operation,0,104188,104188,8,0.10358895896933973
full_p3_seed17,case_004,3,4,17,trace,0,104188,100126,2,0.019647000008262694
full_p3_seed17,case_004,3,4,17,trace,1,100126,100126,0,0.023793125059455633
full_p3_seed17,case_004,3,4,17,cache,0,100126,100126,4,0.031117000035010278
full_p3_seed17,case_004,3,5,17,component,0,,88341,4,0.13732987502589822
full_p3_seed17,case_004,3,5,17,operation,0,88341,84412,8,0.12357425002846867
full_p3_seed17,case_004,3,5,17,trace,0,84412,83353,7,0.04455662495456636
full_p3_seed17,case_004,3,5,17,trace,1,83353,82536,1,0.02503350004553795
full_p3_seed17,case_004,3,5,17,cache,0,82536,81107,4,0.03374154202174395
full_p3_seed17,case_005,3,2,17,component,0,,95618,1,0.01196079095825553
full_p3_seed17,case_005,3,2,17,operation,0,95618,56744,8,0.36718620802275836
full_p3_seed17,case_005,3,2,17,trace,0,56744,54838,8,0.13789329200517386
full_p3_seed17,case_005,3,2,17,cache,0,54838,50990,4,0.11555375007446855
full_p3_seed17,case_005,3,3,17,component,0,,95618,1,0.011461874935775995
full_p3_seed17,case_005,3,3,17,operation,0,95618,42130,8,0.4771571249002591
full_p3_seed17,case_005,3,3,17,trace,0,42130,37990,8,0.15534370800014585
full_p3_seed17,case_005,3,3,17,cache,0,37990,37248,4,0.13994383392855525
full_p3_seed17,case_005,3,4,17,component,0,,95618,1,0.013600250007584691
full_p3_seed17,case_005,3,4,17,operation,0,95618,45318,8,0.5609560830052942
full_p3_seed17,case_005,3,4,17,trace,0,45318,34989,8,0.16311470896471292
full_p3_seed17,case_005,3,4,17,cache,0,34989,34244,4,0.13498112501110882
full_p3_seed17,case_005,3,5,17,component,0,,95618,1,0.01182495802640915
full_p3_seed17,case_005,3,5,17,operation,0,95618,36097,8,0.6854676670627668
full_p3_seed17,case_005,3,5,17,trace,0,36097,34344,8,0.1702771249692887
full_p3_seed17,case_005,3,5,17,cache,0,34344,34287,4,0.1360046670306474
full_p3_seed17,case_006,3,2,17,component,0,,40612,4,0.05847537505906075
full_p3_seed17,case_006,3,2,17,operation,0,40612,40612,8,0.06779216695576906
full_p3_seed17,case_006,3,2,17,trace,0,40612,39407,8,0.026823624968528748
full_p3_seed17,case_006,3,2,17,cache,0,39407,39362,4,0.01910716702695936
full_p3_seed17,case_006,3,3,17,component,0,,31151,4,0.0902811250416562
full_p3_seed17,case_006,3,3,17,operation,0,31151,31151,8,0.0860115410760045
full_p3_seed17,case_006,3,3,17,trace,0,31151,31151,8,0.02600499999243766
full_p3_seed17,case_006,3,3,17,cache,0,31151,31151,1,0.013382749981246889
full_p3_seed17,case_006,3,4,17,component,0,,31425,4,0.12644887494388968
full_p3_seed17,case_006,3,4,17,operation,0,31425,31425,8,0.11277591600082815
full_p3_seed17,case_006,3,4,17,trace,0,31425,31425,8,0.031528707942925394
full_p3_seed17,case_006,3,4,17,cache,0,31425,31425,1,0.012809541076421738
full_p3_seed17,case_006,3,5,17,component,0,,31729,4,0.1704900829354301
full_p3_seed17,case_006,3,5,17,operation,0,31729,31729,8,0.11639587499666959
full_p3_seed17,case_006,3,5,17,trace,0,31729,31729,8,0.028684166027233005
full_p3_seed17,case_006,3,5,17,cache,0,31729,31729,1,0.01292624999769032
