batch,profile,case,problem,num_cores,compute_ops,size_band,stage,round,generation_seconds,evaluations,strict_time_improvement,before_time,after_time
full_p1_seed17,full,case_049,1,5,4303,02_1001..5000,component,0,0.2617027920205146,4,True,,160260
full_p1_seed17,full,case_049,1,5,4303,02_1001..5000,operation,0,0.2016253750771284,8,False,160260,160260
full_p1_seed17,full,case_050,1,2,4555,02_1001..5000,component,0,0.1772311250679195,4,True,,108121
full_p1_seed17,full,case_050,1,2,4555,02_1001..5000,operation,0,0.21493516699410975,8,False,108121,108121
full_p1_seed17,full,case_050,1,3,4555,02_1001..5000,component,0,0.25532050000038,4,True,,108134
full_p1_seed17,full,case_050,1,3,4555,02_1001..5000,operation,0,0.19536016695201397,8,False,108134,108134
full_p1_seed17,full,case_050,1,4,4555,02_1001..5000,component,0,0.37640995800029486,4,True,,108147
full_p1_seed17,full,case_050,1,4,4555,02_1001..5000,operation,0,0.22970124997664243,8,False,108147,108147
full_p1_seed17,full,case_050,1,5,4555,02_1001..5000,component,0,0.564278292004019,4,True,,108160
full_p1_seed17,full,case_050,1,5,4555,02_1001..5000,operation,0,0.24297704093623906,8,False,108160,108160
full_p1_seed17,full,case_051,1,2,1416,02_1001..5000,component,0,0.005949542042799294,1,True,,607628
full_p1_seed17,full,case_051,1,2,1416,02_1001..5000,operation,0,0.06754558393731713,8,False,607628,607628
full_p1_seed17,full,case_014,1,5,35705,04_>10000,component,0,8.047937290975824,4,True,,3859241
full_p1_seed17,full,case_014,1,5,35705,04_>10000,operation,0,2.584701833082363,8,False,3859241,3859241
full_p1_seed17,full,case_051,1,3,1416,02_1001..5000,component,0,0.006429792032577097,1,True,,607628
full_p1_seed17,full,case_051,1,3,1416,02_1001..5000,operation,0,0.05675058299675584,8,False,607628,607628
full_p1_seed17,full,case_052,1,2,1008,02_1001..5000,component,0,0.09314187499694526,4,True,,86401
full_p1_seed17,full,case_052,1,2,1008,02_1001..5000,operation,0,0.0521576669998467,8,False,86401,86401
full_p1_seed17,full,case_051,1,4,1416,02_1001..5000,component,0,0.004594166995957494,1,True,,607628
full_p1_seed17,full,case_051,1,4,1416,02_1001..5000,operation,0,0.052513959002681077,8,False,607628,607628
full_p1_seed17,full,case_051,1,5,1416,02_1001..5000,component,0,0.004927792004309595,1,True,,607628
full_p1_seed17,full,case_051,1,5,1416,02_1001..5000,operation,0,0.0539782919222489,8,False,607628,607628
full_p1_seed17,full,case_052,1,3,1008,02_1001..5000,component,0,0.11720554204657674,4,True,,63144
full_p1_seed17,full,case_052,1,3,1008,02_1001..5000,operation,0,0.048700292012654245,8,False,63144,63144
full_p1_seed17,full,case_052,1,4,1008,02_1001..5000,component,0,0.1806859589414671,4,True,,47938
full_p1_seed17,full,case_052,1,4,1008,02_1001..5000,operation,0,0.048860999988391995,8,False,47938,47938
full_p1_seed17,full,case_052,1,5,1008,02_1001..5000,component,0,0.27492133306805044,4,True,,44882
full_p1_seed17,full,case_052,1,5,1008,02_1001..5000,operation,0,0.05135033396072686,8,False,44882,44882
full_p1_seed17,full,case_053,1,2,11670,04_>10000,component,0,0.5633920830441639,4,True,,770331
full_p1_seed17,full,case_053,1,2,11670,04_>10000,operation,0,0.5025092919822782,8,False,770331,770331
full_p1_seed17,full,case_054,1,2,15751,04_>10000,component,0,0.516556000104174,4,True,,517960
full_p1_seed17,full,case_054,1,2,15751,04_>10000,operation,0,0.6952219160739332,8,False,517960,517960
full_p1_seed17,full,case_053,1,3,11670,04_>10000,component,0,1.1210791249759495,4,True,,546106
full_p1_seed17,full,case_053,1,3,11670,04_>10000,operation,0,0.3881843750132248,8,False,546106,546106
full_p1_seed17,full,case_041,1,3,16594,04_>10000,component,0,1.6538657499477267,4,True,,1993597
full_p1_seed17,full,case_041,1,3,16594,04_>10000,operation,0,0.8235322079854086,8,False,1993597,1993597
full_p1_seed17,full,case_053,1,4,11670,04_>10000,component,0,2.066705415956676,4,True,,492232
full_p1_seed17,full,case_053,1,4,11670,04_>10000,operation,0,0.5503982499940321,8,False,492232,492232
full_p1_seed17,full,case_054,1,3,15751,04_>10000,component,0,0.7395095420069993,4,True,,517986
full_p1_seed17,full,case_054,1,3,15751,04_>10000,operation,0,0.45932620798703283,8,False,517986,517986
full_p1_seed17,full,case_053,1,5,11670,04_>10000,component,0,1.9818720410112292,4,True,,492699
full_p1_seed17,full,case_053,1,5,11670,04_>10000,operation,0,0.7480578329414129,8,False,492699,492699
full_p1_seed17,full,case_055,1,2,1236,02_1001..5000,component,0,0.05110254092141986,4,True,,60867
full_p1_seed17,full,case_055,1,2,1236,02_1001..5000,operation,0,0.0315641249762848,8,False,60867,60867
full_p1_seed17,full,case_055,1,3,1236,02_1001..5000,component,0,0.09074562508612871,4,True,,43004
full_p1_seed17,full,case_055,1,3,1236,02_1001..5000,operation,0,0.033497166936285794,8,False,43004,43004
full_p1_seed17,full,case_055,1,4,1236,02_1001..5000,component,0,0.13716187502723187,4,True,,31367
full_p1_seed17,full,case_055,1,4,1236,02_1001..5000,operation,0,0.02824262494686991,8,False,31367,31367
full_p1_seed17,full,case_055,1,5,1236,02_1001..5000,component,0,0.18508916697464883,4,True,,26781
full_p1_seed17,full,case_055,1,5,1236,02_1001..5000,operation,0,0.029984124936163425,8,False,26781,26781
full_p1_seed17,full,case_056,1,2,7678,03_5001..10000,component,0,0.09009183291345835,4,True,,265710
full_p1_seed17,full,case_056,1,2,7678,03_5001..10000,operation,0,0.1780695419292897,8,False,265710,265710
full_p1_seed17,full,case_056,1,3,7678,03_5001..10000,component,0,0.1241137080360204,4,True,,265728
full_p1_seed17,full,case_056,1,3,7678,03_5001..10000,operation,0,0.20349904196336865,8,False,265728,265728
full_p1_seed17,full,case_056,1,4,7678,03_5001..10000,component,0,0.19250674999784678,4,True,,265746
full_p1_seed17,full,case_056,1,4,7678,03_5001..10000,operation,0,0.2265253330115229,8,False,265746,265746
full_p1_seed17,full,case_056,1,5,7678,03_5001..10000,component,0,0.2544993340270594,4,True,,265764
full_p1_seed17,full,case_056,1,5,7678,03_5001..10000,operation,0,0.22201608307659626,8,False,265764,265764
full_p1_seed17,full,case_057,1,2,865,01_<=1000,component,0,0.038878916995599866,4,True,,33730
full_p1_seed17,full,case_057,1,2,865,01_<=1000,operation,0,0.025075291050598025,8,False,33730,33730
full_p1_seed17,full,case_057,1,3,865,01_<=1000,component,0,0.06765525008086115,4,True,,25250
full_p1_seed17,full,case_057,1,3,865,01_<=1000,operation,0,0.024314209003932774,8,False,25250,25250
full_p1_seed17,full,case_057,1,4,865,01_<=1000,component,0,0.08340691693592817,4,True,,20957
full_p1_seed17,full,case_057,1,4,865,01_<=1000,operation,0,0.026735332910902798,8,False,20957,20957
full_p1_seed17,full,case_057,1,5,865,01_<=1000,component,0,0.1179679170018062,4,True,,16538
full_p1_seed17,full,case_057,1,5,865,01_<=1000,operation,0,0.029268958023749292,8,False,16538,16538
full_p1_seed17,full,case_054,1,4,15751,04_>10000,component,0,0.5442311660153791,4,True,,518015
full_p1_seed17,full,case_054,1,4,15751,04_>10000,operation,0,0.48195191705599427,8,False,518015,518015
full_p1_seed17,full,case_041,1,4,16594,04_>10000,component,0,2.4619462909176946,4,True,,1494574
full_p1_seed17,full,case_041,1,4,16594,04_>10000,operation,0,0.4637597920373082,8,False,1494574,1494574
full_p1_seed17,full,case_054,1,5,15751,04_>10000,component,0,0.9454422920243815,4,True,,518133
full_p1_seed17,full,case_054,1,5,15751,04_>10000,operation,0,0.5028052080888301,8,False,518133,518133
full_p1_seed17,full,case_059,1,2,2752,02_1001..5000,component,0,0.10582349996548146,4,True,,369318
full_p1_seed17,full,case_059,1,2,2752,02_1001..5000,operation,0,0.09081924997735769,8,False,369318,369318
full_p1_seed17,full,case_059,1,3,2752,02_1001..5000,component,0,0.2511199159780517,4,True,,254768
full_p1_seed17,full,case_059,1,3,2752,02_1001..5000,operation,0,0.09481454198248684,8,False,254768,254768
full_p1_seed17,full,case_059,1,4,2752,02_1001..5000,component,0,0.37993362499400973,4,True,,185216
full_p1_seed17,full,case_059,1,4,2752,02_1001..5000,operation,0,0.10167849995195866,8,False,185216,185216
full_p1_seed17,full,case_059,1,5,2752,02_1001..5000,component,0,0.5654559170361608,4,True,,150782
full_p1_seed17,full,case_059,1,5,2752,02_1001..5000,operation,0,0.09046133398078382,8,False,150782,150782
full_p1_seed17,full,case_060,1,2,5281,03_5001..10000,component,0,0.28511191601864994,4,True,,457717
full_p1_seed17,full,case_060,1,2,5281,03_5001..10000,operation,0,0.17852829198818654,8,False,457717,457717
full_p1_seed17,full,case_060,1,3,5281,03_5001..10000,component,0,0.5610396669944748,4,True,,321713
full_p1_seed17,full,case_060,1,3,5281,03_5001..10000,operation,0,0.18239495903253555,8,False,321713,321713
full_p1_seed17,full,case_060,1,4,5281,03_5001..10000,component,0,0.8911848339485005,4,True,,231814
full_p1_seed17,full,case_060,1,4,5281,03_5001..10000,operation,0,0.18901149998418987,8,False,231814,231814
full_p1_seed17,full,case_060,1,5,5281,03_5001..10000,component,0,1.2522676250664517,4,True,,183430
full_p1_seed17,full,case_060,1,5,5281,03_5001..10000,operation,0,0.19552883401047438,8,False,183430,183430
full_p1_seed17,full,case_061,1,2,1115,02_1001..5000,component,0,0.07515470904763788,4,True,,39298
full_p1_seed17,full,case_061,1,2,1115,02_1001..5000,operation,0,0.04117258300539106,8,False,39298,39298
full_p1_seed17,full,case_061,1,3,1115,02_1001..5000,component,0,0.14705391705501825,4,True,,28342
full_p1_seed17,full,case_061,1,3,1115,02_1001..5000,operation,0,0.046162167098373175,8,False,28342,28342
full_p1_seed17,full,case_061,1,4,1115,02_1001..5000,component,0,0.19442770909518003,4,True,,27170
full_p1_seed17,full,case_061,1,4,1115,02_1001..5000,operation,0,0.04344025009777397,8,False,27170,27170
full_p1_seed17,full,case_061,1,5,1115,02_1001..5000,component,0,0.24092537490651011,4,True,,22283
full_p1_seed17,full,case_061,1,5,1115,02_1001..5000,operation,0,0.04695674998220056,8,False,22283,22283
full_p1_seed17,full,case_041,1,5,16594,04_>10000,component,0,2.42887045792304,4,True,,1196379
full_p1_seed17,full,case_041,1,5,16594,04_>10000,operation,0,0.59838533308357,8,False,1196379,1196379
full_p1_seed17,full,case_063,1,2,7360,03_5001..10000,component,0,0.021492833038792014,1,True,,1070397
full_p1_seed17,full,case_063,1,2,7360,03_5001..10000,operation,0,0.3016346669755876,8,True,1070397,1044349
full_p1_seed17,full,case_063,1,3,7360,03_5001..10000,component,0,0.020164625020697713,1,True,,1070397
full_p1_seed17,full,case_063,1,3,7360,03_5001..10000,operation,0,0.3155849169706926,8,True,1070397,1052062
full_p1_seed17,full,case_063,1,4,7360,03_5001..10000,component,0,0.021009292104281485,1,True,,1070397
full_p1_seed17,full,case_063,1,4,7360,03_5001..10000,operation,0,0.3478442080086097,8,True,1070397,938717
full_p1_seed17,full,case_058,1,2,16575,04_>10000,component,0,0.4361889580031857,4,True,,2260323
full_p1_seed17,full,case_058,1,2,16575,04_>10000,operation,0,0.5802510000066832,8,False,2260323,2260323
full_p1_seed17,full,case_063,1,5,7360,03_5001..10000,component,0,0.018722750013694167,1,True,,1070397
full_p1_seed17,full,case_063,1,5,7360,03_5001..10000,operation,0,0.2887407500529662,8,True,1070397,717710
full_p1_seed17,full,case_064,1,2,906,01_<=1000,component,0,0.0024924579774960876,1,True,,19116
full_p1_seed17,full,case_064,1,2,906,01_<=1000,operation,0,0.029784624930471182,8,False,19116,19116
full_p1_seed17,full,case_064,1,3,906,01_<=1000,component,0,0.0026003329548984766,1,True,,19116
full_p1_seed17,full,case_064,1,3,906,01_<=1000,operation,0,0.02846449997741729,8,False,19116,19116
full_p1_seed17,full,case_064,1,4,906,01_<=1000,component,0,0.002956500044092536,1,True,,19116
full_p1_seed17,full,case_064,1,4,906,01_<=1000,operation,0,0.02888341702055186,8,False,19116,19116
full_p1_seed17,full,case_064,1,5,906,01_<=1000,component,0,0.002178375027142465,1,True,,19116
full_p1_seed17,full,case_064,1,5,906,01_<=1000,operation,0,0.028507250011898577,8,False,19116,19116
full_p1_seed17,full,case_065,1,2,704,01_<=1000,component,0,0.052004374912939966,4,True,,26308
full_p1_seed17,full,case_065,1,2,704,01_<=1000,operation,0,0.026309333043172956,8,False,26308,26308
full_p1_seed17,full,case_065,1,3,704,01_<=1000,component,0,0.09419412503484637,4,True,,18088
full_p1_seed17,full,case_065,1,3,704,01_<=1000,operation,0,0.0262948329327628,8,False,18088,18088
full_p1_seed17,full,case_065,1,4,704,01_<=1000,component,0,0.14913591695949435,4,True,,13210
full_p1_seed17,full,case_065,1,4,704,01_<=1000,operation,0,0.02610062505118549,8,False,13210,13210
full_p1_seed17,full,case_065,1,5,704,01_<=1000,component,0,0.2013857919955626,4,True,,11994
full_p1_seed17,full,case_065,1,5,704,01_<=1000,operation,0,0.027301874943077564,8,False,11994,11994
full_p1_seed17,full,case_066,1,2,5962,03_5001..10000,component,0,0.16093404195271432,4,True,,248146
full_p1_seed17,full,case_066,1,2,5962,03_5001..10000,operation,0,0.19826291594654322,8,False,248146,248146
full_p1_seed17,full,case_066,1,3,5962,03_5001..10000,component,0,0.29857883299700916,4,True,,248271
full_p1_seed17,full,case_066,1,3,5962,03_5001..10000,operation,0,0.20186041702982038,8,False,248271,248271
full_p1_seed17,full,case_066,1,4,5962,03_5001..10000,component,0,0.4540004999144003,4,True,,248396
full_p1_seed17,full,case_066,1,4,5962,03_5001..10000,operation,0,0.2016387910116464,8,False,248396,248396
full_p1_seed17,full,case_066,1,5,5962,03_5001..10000,component,0,0.5900857499800622,4,True,,248521
full_p1_seed17,full,case_066,1,5,5962,03_5001..10000,operation,0,0.19898187497165054,8,False,248521,248521
full_p1_seed17,full,case_062,1,2,19636,04_>10000,component,0,0.05081366701051593,1,True,,2854809
full_p1_seed17,full,case_062,1,2,19636,04_>10000,operation,0,0.8938106250716373,8,True,2854809,2784050
full_p1_seed17,full,case_067,1,2,8804,03_5001..10000,component,0,0.21198387502226979,4,True,,33768704
full_p1_seed17,full,case_067,1,2,8804,03_5001..10000,operation,0,0.29040541604626924,8,False,33768704,33768704
full_p1_seed17,full,case_067,1,3,8804,03_5001..10000,component,0,0.32717820804100484,4,True,,23568859
full_p1_seed17,full,case_067,1,3,8804,03_5001..10000,operation,0,0.3101583339739591,8,False,23568859,23568859
full_p1_seed17,full,case_067,1,4,8804,03_5001..10000,component,0,0.5091672079870477,4,True,,18473155
full_p1_seed17,full,case_067,1,4,8804,03_5001..10000,operation,0,0.3139825420221314,8,False,18473155,18473155
full_p1_seed17,full,case_067,1,5,8804,03_5001..10000,component,0,0.6483441670425236,4,True,,15233731
full_p1_seed17,full,case_067,1,5,8804,03_5001..10000,operation,0,0.3007259579608217,8,False,15233731,15233731
full_p1_seed17,full,case_068,1,2,5351,03_5001..10000,component,0,0.15818712499458343,4,True,,302408
full_p1_seed17,full,case_068,1,2,5351,03_5001..10000,operation,0,0.18777608394157141,8,False,302408,302408
full_p1_seed17,full,case_068,1,3,5351,03_5001..10000,component,0,0.26024170801974833,4,True,,303088
full_p1_seed17,full,case_068,1,3,5351,03_5001..10000,operation,0,0.18749416701029986,8,False,303088,303088
full_p1_seed17,full,case_068,1,4,5351,03_5001..10000,component,0,0.37490741605870426,4,True,,303225
full_p1_seed17,full,case_068,1,4,5351,03_5001..10000,operation,0,0.1839109999127686,8,False,303225,303225
full_p1_seed17,full,case_068,1,5,5351,03_5001..10000,component,0,0.49175970896612853,4,True,,303554
full_p1_seed17,full,case_068,1,5,5351,03_5001..10000,operation,0,0.18790129106491804,8,False,303554,303554
full_p1_seed17,full,case_069,1,2,1032,02_1001..5000,component,0,0.002889791037887335,1,True,,25144
full_p1_seed17,full,case_069,1,2,1032,02_1001..5000,operation,0,0.03384133300278336,8,True,25144,24830
full_p1_seed17,full,case_069,1,3,1032,02_1001..5000,component,0,0.0028647499857470393,1,True,,25144
full_p1_seed17,full,case_069,1,3,1032,02_1001..5000,operation,0,0.034017874975688756,8,True,25144,24279
full_p1_seed17,full,case_069,1,4,1032,02_1001..5000,component,0,0.003082500072196126,1,True,,25144
full_p1_seed17,full,case_069,1,4,1032,02_1001..5000,operation,0,0.03594095807056874,8,False,25144,25144
full_p1_seed17,full,case_069,1,5,1032,02_1001..5000,component,0,0.002869000076316297,1,True,,25144
full_p1_seed17,full,case_069,1,5,1032,02_1001..5000,operation,0,0.0389099579770118,8,False,25144,25144
full_p1_seed17,full,case_070,1,2,1191,02_1001..5000,component,0,0.05333741696085781,4,True,,58498
full_p1_seed17,full,case_070,1,2,1191,02_1001..5000,operation,0,0.0429886250058189,8,False,58498,58498
full_p1_seed17,full,case_070,1,3,1191,02_1001..5000,component,0,0.08776937494985759,4,True,,41525
full_p1_seed17,full,case_070,1,3,1191,02_1001..5000,operation,0,0.04343449999578297,8,False,41525,41525
full_p1_seed17,full,case_070,1,4,1191,02_1001..5000,component,0,0.16285387496463954,4,True,,33986
full_p1_seed17,full,case_070,1,4,1191,02_1001..5000,operation,0,0.04254066606517881,8,False,33986,33986
full_p1_seed17,full,case_070,1,5,1191,02_1001..5000,component,0,0.22387887502554804,4,True,,26669
full_p1_seed17,full,case_070,1,5,1191,02_1001..5000,operation,0,0.04509237501770258,8,False,26669,26669
full_p1_seed17,full,case_071,1,2,741,01_<=1000,component,0,0.0022280000848695636,1,True,,18919
full_p1_seed17,full,case_071,1,2,741,01_<=1000,operation,0,0.024868791922926903,8,True,18919,18799
full_p1_seed17,full,case_071,1,3,741,01_<=1000,component,0,0.002213416970334947,1,True,,18919
full_p1_seed17,full,case_071,1,3,741,01_<=1000,operation,0,0.027132124989293516,8,True,18919,18006
full_p1_seed17,full,case_071,1,4,741,01_<=1000,component,0,0.0022254580399021506,1,True,,18919
full_p1_seed17,full,case_071,1,4,741,01_<=1000,operation,0,0.02431279211305082,8,False,18919,18919
full_p1_seed17,full,case_071,1,5,741,01_<=1000,component,0,0.0021908750059083104,1,True,,18919
full_p1_seed17,full,case_071,1,5,741,01_<=1000,operation,0,0.027357083978131413,8,False,18919,18919
full_p1_seed17,full,case_058,1,3,16575,04_>10000,component,0,0.7608769999351352,4,True,,1545918
full_p1_seed17,full,case_058,1,3,16575,04_>10000,operation,0,0.6208595420466736,8,True,1545918,1516388
full_p1_seed17,full,case_062,1,3,19636,04_>10000,component,0,0.050453374977223575,1,True,,2854809
full_p1_seed17,full,case_062,1,3,19636,04_>10000,operation,0,0.8303777080727741,8,True,2854809,2835886
full_p1_seed17,full,case_062,1,4,19636,04_>10000,component,0,0.05151941697113216,1,True,,2854809
full_p1_seed17,full,case_062,1,4,19636,04_>10000,operation,0,1.0733556669438258,8,True,2854809,2127630
full_p2_seed17,full,case_001,2,2,600,01_<=1000,component,0,0.013402958051301539,4,True,,116868
full_p2_seed17,full,case_001,2,2,600,01_<=1000,operation,0,0.016805917024612427,5,False,116868,116868
full_p2_seed17,full,case_001,2,2,600,01_<=1000,trace,0,0.005148291937075555,0,False,116868,116868
full_p2_seed17,full,case_001,2,3,600,01_<=1000,component,0,0.02451645804103464,4,True,,78545
full_p2_seed17,full,case_001,2,3,600,01_<=1000,operation,0,0.02337558299768716,5,False,78545,78545
full_p2_seed17,full,case_001,2,3,600,01_<=1000,trace,0,0.005970875034108758,1,False,78545,78545
full_p2_seed17,full,case_001,2,4,600,01_<=1000,component,0,0.042310292017646134,4,True,,58984
full_p2_seed17,full,case_001,2,4,600,01_<=1000,operation,0,0.026930749998427927,5,False,58984,58984
full_p2_seed17,full,case_001,2,4,600,01_<=1000,trace,0,0.008571292040869594,0,False,58984,58984
full_p2_seed17,full,case_001,2,5,600,01_<=1000,component,0,0.07072170788887888,4,True,,47502
full_p2_seed17,full,case_001,2,5,600,01_<=1000,operation,0,0.03180458303540945,5,False,47502,47502
full_p2_seed17,full,case_001,2,5,600,01_<=1000,trace,0,0.005664958036504686,0,False,47502,47502
full_p2_seed17,full,case_002,2,2,1798,02_1001..5000,component,0,0.0018995000282302499,1,True,,261945
full_p2_seed17,full,case_002,2,2,1798,02_1001..5000,operation,0,0.05241891706828028,8,True,261945,129739
full_p2_seed17,full,case_002,2,2,1798,02_1001..5000,trace,0,0.06626520794816315,12,True,129739,126927
full_p2_seed17,full,case_002,2,3,1798,02_1001..5000,component,0,0.002153708948753774,1,True,,261945
full_p2_seed17,full,case_002,2,3,1798,02_1001..5000,operation,0,0.10091866599395871,8,True,261945,94385
full_p2_seed17,full,case_002,2,3,1798,02_1001..5000,trace,0,0.04350987495854497,12,True,94385,82020
full_p2_seed17,full,case_002,2,4,1798,02_1001..5000,component,0,0.00231291598174721,1,True,,261945
full_p2_seed17,full,case_002,2,4,1798,02_1001..5000,operation,0,0.11189545795787126,8,True,261945,72029
full_p2_seed17,full,case_002,2,4,1798,02_1001..5000,trace,0,0.04281566699501127,12,True,72029,63330
full_p2_seed17,full,case_002,2,5,1798,02_1001..5000,component,0,0.002372915972955525,1,True,,261945
full_p2_seed17,full,case_002,2,5,1798,02_1001..5000,operation,0,0.14392299996688962,8,True,261945,59289
full_p2_seed17,full,case_002,2,5,1798,02_1001..5000,trace,0,0.05651470797602087,12,True,59289,51207
full_p2_seed17,full,case_003,2,2,13455,04_>10000,component,0,0.13357337494380772,4,True,,538381
full_p2_seed17,full,case_003,2,2,13455,04_>10000,operation,0,0.5480057090753689,8,True,538381,337267
full_p2_seed17,full,case_003,2,2,13455,04_>10000,trace,0,0.49864733405411243,12,False,337267,337267
full_p2_seed17,full,case_003,2,3,13455,04_>10000,component,0,0.3753362080315128,4,True,,538764
full_p2_seed17,full,case_003,2,3,13455,04_>10000,operation,0,0.9277611250290647,8,True,538764,259816
full_p2_seed17,full,case_003,2,3,13455,04_>10000,trace,0,0.43081429100129753,12,True,259816,205952
full_p2_seed17,full,case_003,2,4,13455,04_>10000,component,0,0.6429505830164999,4,True,,539155
full_p2_seed17,full,case_003,2,4,13455,04_>10000,operation,0,1.5464844579109922,8,True,539155,221655
full_p2_seed17,full,case_003,2,4,13455,04_>10000,trace,0,0.5587725000223145,12,True,221655,173817
full_p2_seed17,full,case_003,2,5,13455,04_>10000,component,0,0.9611995000159368,4,True,,539607
full_p2_seed17,full,case_003,2,5,13455,04_>10000,operation,0,2.0254746249411255,8,True,539607,213029
full_p2_seed17,full,case_003,2,5,13455,04_>10000,trace,0,0.6258059589890763,12,True,213029,161941
full_p2_seed17,full,case_004,2,2,777,01_<=1000,component,0,0.014065374969504774,4,True,,199074
full_p2_seed17,full,case_004,2,2,777,01_<=1000,operation,0,0.03028383303899318,8,False,199074,199074
full_p2_seed17,full,case_004,2,2,777,01_<=1000,trace,0,0.016707333037629724,12,True,199074,198019
full_p2_seed17,full,case_004,2,3,777,01_<=1000,component,0,0.029224209021776915,4,True,,134043
full_p2_seed17,full,case_004,2,3,777,01_<=1000,operation,0,0.03970562492031604,8,True,134043,132570
full_p2_seed17,full,case_004,2,3,777,01_<=1000,trace,0,0.011915833922103047,1,False,132570,132570
full_p2_seed17,full,case_004,2,4,777,01_<=1000,component,0,0.04631416592746973,4,True,,104188
full_p2_seed17,full,case_004,2,4,777,01_<=1000,operation,0,0.04882037499919534,8,False,104188,104188
full_p2_seed17,full,case_004,2,4,777,01_<=1000,trace,0,0.007900124997831881,2,True,104188,100636
full_p2_seed17,full,case_004,2,4,777,01_<=1000,trace,1,0.009111457969993353,0,False,100636,100636
full_p2_seed17,full,case_004,2,5,777,01_<=1000,component,0,0.06843204097822309,4,True,,88341
full_p2_seed17,full,case_004,2,5,777,01_<=1000,operation,0,0.04984841600526124,8,True,88341,85933
full_p2_seed17,full,case_004,2,5,777,01_<=1000,trace,0,0.02131974999792874,11,True,85933,84227
full_p2_seed17,full,case_004,2,5,777,01_<=1000,trace,1,0.011774291982874274,1,False,84227,84227
full_p2_seed17,full,case_005,2,2,4113,02_1001..5000,component,0,0.005108125042170286,1,True,,95618
full_p2_seed17,full,case_005,2,2,4113,02_1001..5000,operation,0,0.1737495840061456,8,True,95618,56747
full_p2_seed17,full,case_005,2,2,4113,02_1001..5000,trace,0,0.08281824993900955,12,True,56747,54868
full_p2_seed17,full,case_005,2,3,4113,02_1001..5000,component,0,0.005199542036280036,1,True,,95618
full_p2_seed17,full,case_005,2,3,4113,02_1001..5000,operation,0,0.24168908305000514,8,True,95618,42480
full_p2_seed17,full,case_005,2,3,4113,02_1001..5000,trace,0,0.09571658307686448,12,True,42480,39495
full_p2_seed17,full,case_005,2,4,4113,02_1001..5000,component,0,0.009376041940413415,1,True,,95618
full_p2_seed17,full,case_005,2,4,4113,02_1001..5000,operation,0,0.30850541696418077,8,True,95618,47588
full_p2_seed17,full,case_005,2,4,4113,02_1001..5000,trace,0,0.11186520801857114,12,True,47588,38159
full_p2_seed17,full,case_005,2,5,4113,02_1001..5000,component,0,0.008798666996881366,1,True,,95618
full_p2_seed17,full,case_005,2,5,4113,02_1001..5000,operation,0,0.3921080830041319,8,True,95618,41728
full_p2_seed17,full,case_005,2,5,4113,02_1001..5000,trace,0,0.1134459589375183,12,True,41728,39694
full_p2_seed17,full,case_006,2,2,678,01_<=1000,component,0,0.030981832998804748,4,True,,40612
full_p2_seed17,full,case_006,2,2,678,01_<=1000,operation,0,0.028532832977361977,8,False,40612,40612
full_p2_seed17,full,case_006,2,2,678,01_<=1000,trace,0,0.012307459022849798,12,True,40612,39407
full_p2_seed17,full,case_006,2,3,678,01_<=1000,component,0,0.037831083056516945,4,True,,31151
full_p2_seed17,full,case_006,2,3,678,01_<=1000,operation,0,0.0380994169972837,8,False,31151,31151
full_p2_seed17,full,case_006,2,3,678,01_<=1000,trace,0,0.013046916923485696,12,False,31151,31151
full_p2_seed17,full,case_006,2,4,678,01_<=1000,component,0,0.06432174996007234,4,True,,31425
full_p2_seed17,full,case_006,2,4,678,01_<=1000,operation,0,0.04667408298701048,8,False,31425,31425
full_p2_seed17,full,case_006,2,4,678,01_<=1000,trace,0,0.014855082961730659,12,True,31425,31170
full_p2_seed17,full,case_006,2,5,678,01_<=1000,component,0,0.0738262920640409,4,True,,31729
full_p2_seed17,full,case_006,2,5,678,01_<=1000,operation,0,0.05719041696283966,8,False,31729,31729
full_p2_seed17,full,case_006,2,5,678,01_<=1000,trace,0,0.015460000024177134,12,True,31729,31444
full_p2_seed17,full,case_007,2,2,3885,02_1001..5000,component,0,0.08392812497913837,4,True,,507494
full_p2_seed17,full,case_007,2,2,3885,02_1001..5000,operation,0,0.18538779206573963,8,False,507494,507494
full_p2_seed17,full,case_007,2,2,3885,02_1001..5000,trace,0,0.08822304208297282,12,True,507494,506906
full_p2_seed17,full,case_007,2,3,3885,02_1001..5000,component,0,0.13981712504755706,4,True,,338094
full_p2_seed17,full,case_007,2,3,3885,02_1001..5000,operation,0,0.2827490420313552,8,False,338094,338094
full_p2_seed17,full,case_007,2,3,3885,02_1001..5000,trace,0,0.05243245791643858,1,False,338094,338094
full_p2_seed17,full,case_007,2,4,3885,02_1001..5000,component,0,0.21331612498033792,4,True,,254398
full_p2_seed17,full,case_007,2,4,3885,02_1001..5000,operation,0,0.29556087509263307,8,False,254398,254398
full_p2_seed17,full,case_007,2,4,3885,02_1001..5000,trace,0,0.05260904203169048,2,False,254398,254398
full_p2_seed17,full,case_007,2,5,3885,02_1001..5000,component,0,0.29175779200159013,4,True,,203834
full_p2_seed17,full,case_007,2,5,3885,02_1001..5000,operation,0,0.33690341701731086,8,False,203834,203834
full_p2_seed17,full,case_007,2,5,3885,02_1001..5000,trace,0,0.05518404196482152,1,False,203834,203834
full_p2_seed17,full,case_008,2,2,864,01_<=1000,component,0,0.014760417048819363,4,True,,244266
full_p2_seed17,full,case_008,2,2,864,01_<=1000,operation,0,0.04801454197149724,5,False,244266,244266
