case,method,name,makespan,proxy,task_count,added_copy,spill_copy,local_task_replay,memory_peak_by_core,memory_l1,memory_ub,ddr_max_active,estimated_copy,record_path,parent_time,parent_proxy,time_delta,proxy_delta,copy_delta,task_delta,l1_delta,ub_delta,local_task_replay_delta,observed_minus_local_replay
case_047,cpsat_intact,cpsat_intact_raw,159834,153853.66666666672,734,3887038,0,176362,"{'0': {'L1': 8256, 'UB': 21744}, '1': {'L1': 8192, 'UB': 21744}, '2': {'L1': 12800, 'UB': 24866}, '3': {'L1': 13824, 'UB': 23328}, '4': {'L1': 12288, 'UB': 6144}}",13824,24866,10,4129728,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/run_v2/arms/case_047/cpsat_intact/evaluations/call_01/attempts/20260926T173955-42632eac14284f72aec15b4bd20a78a1/record.json,159950,153910.0666666667,-116,-56.39999999999418,0,0,0,0,-219,-16528
case_047,cpsat_warm,cpsat_warm_raw,158234,154315.6000000001,750,3966906,0,172970,"{'0': {'L1': 8256, 'UB': 21744}, '1': {'L1': 8192, 'UB': 8512}, '2': {'L1': 12800, 'UB': 24866}, '3': {'L1': 13824, 'UB': 23328}, '4': {'L1': 12288, 'UB': 6144}}",13824,24866,10,4254400,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/run_v2/arms/case_047/cpsat_warm/evaluations/call_01/attempts/20260926T174004-35387af972034c308d33efa7310a77d8/record.json,159950,153910.0666666667,-1716,405.5333333333838,79868,16,0,0,-3611,-14736
case_075,cpsat_intact,cpsat_intact_raw,423477,389382.09999999934,952,10638860,0,426946,"{'0': {'L1': 24576, 'UB': 16384}, '1': {'L1': 24576, 'UB': 16384}, '2': {'L1': 24576, 'UB': 16384}, '3': {'L1': 24576, 'UB': 16384}, '4': {'L1': 24576, 'UB': 16384}}",24576,16384,8,10997600,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/run_v2/arms/case_075/cpsat_intact/evaluations/call_01/attempts/20260926T174008-60f13a4dc8954fd58ebede29643e6787/record.json,422465,389382.09999999934,1012,0.0,0,0,0,0,0,-3469
case_075,cpsat_warm,cpsat_warm_raw,425665,391440.99999999936,968,10767500,0,427758,"{'0': {'L1': 24576, 'UB': 16384}, '1': {'L1': 24576, 'UB': 16384}, '2': {'L1': 24576, 'UB': 16384}, '3': {'L1': 24576, 'UB': 16384}, '4': {'L1': 24576, 'UB': 16384}}",24576,16384,8,11151840,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/run_v2/arms/case_075/cpsat_warm/evaluations/call_01/attempts/20260926T174016-1af083ffdf364a2fab403cfcaae29e5f/record.json,422465,389382.09999999934,3200,2058.9000000000233,128640,16,0,0,812,-2093
case_085,cpsat_intact,cpsat_intact_raw,872469,792877.7,1095,23398256,0,975302,"{'0': {'L1': 36864, 'UB': 20610}, '1': {'L1': 28672, 'UB': 24576}, '2': {'L1': 36864, 'UB': 20610}, '3': {'L1': 24576, 'UB': 20610}, '4': {'L1': 40960, 'UB': 24576}}",40960,24576,6,25791904,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/run_v2/arms/case_085/cpsat_intact/evaluations/call_01/attempts/20260926T174020-d9b894ad7ed244d1ac4e57db6524e9bf/record.json,873645,793878.3666666667,-1176,-1000.6666666667443,0,0,0,0,0,-102833
case_085,cpsat_warm,cpsat_warm_raw,875536,799949.9666666666,1111,23758708,0,972260,"{'0': {'L1': 36864, 'UB': 20610}, '1': {'L1': 28672, 'UB': 24576}, '2': {'L1': 36864, 'UB': 20610}, '3': {'L1': 24576, 'UB': 20610}, '4': {'L1': 40960, 'UB': 24576}}",40960,24576,6,26209952,/Users/liyu/Desktop/A题P1最新审阅/A题研究/直接迭代/P1多尺度联合优化_20260926/run_v2/arms/case_085/cpsat_warm/evaluations/call_01/attempts/20260926T174029-543d21334eed48b4b9f6c572768ab39c/record.json,873645,793878.3666666667,1891,6071.59999999986,360452,16,0,0,-3042,-96724
