case,problem,cores,before,after,before_copy_bytes,after_copy_bytes,reduction_pct,original_singlecore,plan,official_record,official_result
case_019,1,5,19414,18981,289924,289924,2.2303492325126184,81144,方案/p1/n5/case_019_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_019/p1_n5/baseline/evaluations/attempts/20260925T191927-eaf9035f2ee94b1a877ef183da87c98d/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_019/p1_n5/baseline/evaluations/attempts/20260925T191927-eaf9035f2ee94b1a877ef183da87c98d/official_result.json.gz
case_027,1,5,558753,473151,5529600,8085504,15.320186200342544,2363952,方案/p1/n5/case_027_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_027/p1_n5/integrated/evaluations/attempts/20260925T192039-fb0ea988fc024810bf8ce83482fb3c5c/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_027/p1_n5/integrated/evaluations/attempts/20260925T192039-fb0ea988fc024810bf8ce83482fb3c5c/official_result.json.gz
case_031,1,5,306213,296108,8059392,8707608,3.2999905294680554,1414369,方案/p1/n5/case_031_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_031/p1_n5/integrated/evaluations/attempts/20260925T192015-de00ffd448944a1492a8c2fb9d77cfd6/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_031/p1_n5/integrated/evaluations/attempts/20260925T192015-de00ffd448944a1492a8c2fb9d77cfd6/official_result.json.gz
case_040,1,5,110105,87145,0,1855276,20.852822305980656,253454,方案/p1/n5/case_040_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_040/p1_n5/integrated/evaluations/attempts/20260925T192034-78130bc7577b450e9e660541bcefceed/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_040/p1_n5/integrated/evaluations/attempts/20260925T192034-78130bc7577b450e9e660541bcefceed/official_result.json.gz
case_067,1,5,15233731,14756232,260625920,263006336,3.134484913774571,63834834,方案/p1/n5/case_067_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_067/p1_n5/integrated/evaluations/attempts/20260925T191711-e8d9199c86eb4d33b4ccb4d1b65cda53/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_067/p1_n5/integrated/evaluations/attempts/20260925T191711-e8d9199c86eb4d33b4ccb4d1b65cda53/official_result.json.gz
case_073,1,5,3517515,3218828,139772800,138985984,8.49142078996109,10081626,方案/p1/n5/case_073_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_073/p1_n5/integrated/evaluations/attempts/20260925T191940-3478d2fbc3cf4675a7b75c1baf78872a/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_073/p1_n5/integrated/evaluations/attempts/20260925T191940-3478d2fbc3cf4675a7b75c1baf78872a/official_result.json.gz
case_096,1,5,26984,24966,78336,798822,7.4785057812036815,84194,方案/p1/n5/case_096_multicore_res.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_096/p1_n5/integrated/evaluations/attempts/20260925T191737-44946e147d4141fc8c39a67ad1a7a350/record.json,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P1扩展_v1/slots/case_096/p1_n5/integrated/evaluations/attempts/20260925T191737-44946e147d4141fc8c39a67ad1a7a350/official_result.json.gz
