problem,method,runs,successes,calls,fresh,failed_calls,generation_errors,total_run_seconds,median_run_seconds
2,baseline,4,4,48,48,0,0,13.578636083053425,3.394942708022427
2,integrated,4,4,48,48,0,0,23.52096070884727,5.797078208473977
2,local_legacy,4,4,48,48,0,0,15.629860791144893,3.949270375072956
3,baseline,4,4,48,48,0,0,13.923580207047053,3.425285937031731
3,integrated,4,4,48,48,0,0,24.029633000842296,5.847530249971896
3,local_legacy,4,4,48,48,0,0,17.208474917104468,4.22262497904012
