id,sample,device_envelope_us,host_us,max_abs_error
cache_best_scale1_cache_047,0,11783.1602097,11853.209,0
cache_worst_scale1_cache_000,0,84.8599970341,277.941,0
cache_worst_scale2_cache_001,0,55.2599988878,133.761,0
cache_worst_scale2_cache_000,0,55.799998343,174.261,0
cache_best_scale1_cache_046,0,6575.13999939,6701.024,0
cache_worst_scale1_cache_001,0,150.739997625,311.502,0
cache_best_scale2_cache_047,0,22511.5604401,22606.263,0
cache_best_scale2_cache_046,0,12354.4597626,12509.353,0
cache_best_scale2_cache_047,1,22495.880127,22725.984,0
cache_worst_scale1_cache_001,1,98.2400029898,297.691,0
cache_best_scale2_cache_046,1,12157.7997208,12237.472,0
cache_worst_scale1_cache_000,1,84.4800025225,316.182,0
cache_best_scale1_cache_046,1,6576.05981827,6645.874,0
cache_worst_scale2_cache_000,1,104.699999094,244.872,0
cache_worst_scale2_cache_001,1,67.7400007844,184.691,0
cache_best_scale1_cache_047,1,11756.8597794,11876.029,0
cache_worst_scale1_cache_001,2,143.61999929,324.082,0
cache_best_scale2_cache_046,2,12182.0201874,12275.481,0
cache_worst_scale1_cache_000,2,74.6800005436,247.961,0
cache_best_scale1_cache_046,2,6581.77995682,6677.103,0
cache_worst_scale2_cache_001,2,90.8399969339,248.161,0
cache_best_scale2_cache_047,2,22501.6403198,22601.603,0
cache_worst_scale2_cache_000,2,111.400000751,270.612,0
cache_best_scale1_cache_047,2,11766.7798996,11860.62,0
cache_best_scale2_cache_047,3,22524.4998932,22689.534,0
cache_best_scale1_cache_046,3,6752.65979767,6939.725,0
cache_worst_scale1_cache_000,3,66.9400021434,266.281,0
cache_worst_scale2_cache_000,3,60.5400018394,149.401,0
cache_best_scale1_cache_047,3,11745.4996109,11827.899,0
cache_worst_scale1_cache_001,3,81.1600014567,267.212,0
cache_worst_scale2_cache_001,3,106.059998274,206.342,0
cache_best_scale2_cache_046,3,12169.4202423,12247.172,0
cache_worst_scale1_cache_001,4,113.459996879,266.862,0
cache_worst_scale2_cache_000,4,55.9000000358,135.4,0
cache_best_scale2_cache_047,4,22441.7800903,22523.873,0
cache_best_scale1_cache_046,4,6759.3998909,6918.165,0
cache_best_scale2_cache_046,4,12370.9402084,12517.992,0
cache_worst_scale2_cache_001,4,85.5600014329,278.542,0
cache_worst_scale1_cache_000,4,58.9199997485,138.8,0
cache_best_scale1_cache_047,4,11771.5797424,11845.719,0
cache_best_scale2_cache_046,5,12399.4998932,12559.113,0
cache_best_scale1_cache_047,5,11832.8800201,12002.45,0
cache_worst_scale1_cache_000,5,83.259999752,261.272,0
cache_best_scale1_cache_046,5,6576.36022568,6652.334,0
cache_worst_scale1_cache_001,5,77.8599977493,268.671,0
cache_best_scale2_cache_047,5,22546.579361,22637.324,0
cache_worst_scale2_cache_000,5,69.9400007725,246.601,0
cache_worst_scale2_cache_001,5,58.6000010371,147.701,0
cache_best_scale1_cache_046,6,6559.10015106,6642.013,0
cache_worst_scale2_cache_000,6,116.200000048,254.262,0
cache_worst_scale2_cache_001,6,61.700001359,140.461,0
cache_best_scale2_cache_046,6,12176.1198044,12255.511,0
cache_worst_scale1_cache_001,6,76.3999968767,287.191,0
cache_best_scale2_cache_047,6,22425.0202179,22512.673,0
cache_best_scale1_cache_047,6,11819.5400238,11969.45,0
cache_worst_scale1_cache_000,6,79.5599967241,249.171,0
cache_worst_scale2_cache_001,7,59.2200011015,129.761,0
cache_worst_scale2_cache_000,7,64.5399987698,120.23,0
cache_worst_scale1_cache_001,7,59.4599992037,128.81,0
cache_best_scale1_cache_047,7,11755.0001144,11826.969,0
cache_worst_scale1_cache_000,7,109.059996903,262.832,0
cache_best_scale1_cache_046,7,6578.47976685,6654.853,0
cache_best_scale2_cache_047,7,22584.6996307,22744.584,0
cache_best_scale2_cache_046,7,12373.2204437,12530.843,0
cache_worst_scale1_cache_000,8,71.6399997473,206.071,0
cache_worst_scale2_cache_001,8,88.2600024343,155.891,0
cache_best_scale1_cache_046,8,6572.51977921,6648.063,0
cache_best_scale1_cache_047,8,11809.6599579,11975.16,0
cache_best_scale2_cache_046,8,12384.519577,12534.123,0
cache_best_scale2_cache_047,8,22466.299057,22609.773,0
cache_worst_scale2_cache_000,8,84.8999992013,282.851,0
cache_worst_scale1_cache_001,8,67.5000026822,165.251,0
cache_best_scale1_cache_047,9,11778.1400681,11867.39,0
cache_worst_scale2_cache_001,9,89.699998498,289.911,0
cache_worst_scale2_cache_000,9,56.2999993563,151.461,0
cache_worst_scale1_cache_001,9,63.2200017571,156.271,0
cache_best_scale2_cache_047,9,22477.8194427,22570.745,0
cache_best_scale1_cache_046,9,6777.14014053,6926.485,0
cache_best_scale2_cache_046,9,12373.0201721,12529.244,0
cache_worst_scale1_cache_000,9,70.1000019908,207.931,0
cache_worst_scale1_cache_001,10,59.5199987292,156.331,0
cache_best_scale2_cache_046,10,12130.1603317,12228.642,0
cache_worst_scale2_cache_001,10,63.3400008082,254.451,0
cache_worst_scale1_cache_000,10,52.3799993098,142.34,0
cache_best_scale1_cache_047,10,11790.6799316,11860.65,0
cache_best_scale1_cache_046,10,6753.30018997,6883.225,0
cache_best_scale2_cache_047,10,22563.2400513,22726.496,0
cache_worst_scale2_cache_000,10,80.3000032902,285.532,0
cache_worst_scale2_cache_000,11,64.7599995136,153.41,0
cache_worst_scale1_cache_000,11,102.380000055,174.441,0
cache_best_scale2_cache_046,11,12130.0401688,12213.402,0
cache_worst_scale2_cache_001,11,77.6399970055,238.961,0
cache_best_scale2_cache_047,11,22428.6403656,22510.414,0
cache_best_scale1_cache_046,11,6759.90009308,6917.155,0
cache_worst_scale1_cache_001,11,67.1000033617,262.891,0
cache_best_scale1_cache_047,11,11736.240387,11847.61,0
cache_worst_scale2_cache_001,12,136.099994183,288.221,0
cache_best_scale1_cache_047,12,11753.0403137,11863.01,0
cache_worst_scale1_cache_001,12,82.1999981999,258.981,0
cache_worst_scale1_cache_000,12,47.0600016415,146.38,0
cache_best_scale1_cache_046,12,6550.6401062,6643.964,0
cache_best_scale2_cache_047,12,22608.039856,22769.385,0
cache_best_scale2_cache_046,12,12365.36026,12518.064,0
cache_worst_scale2_cache_000,12,84.1000005603,271.402,0
cache_worst_scale2_cache_000,13,59.5199987292,172.561,0
cache_worst_scale1_cache_001,13,78.5199999809,164.421,0
cache_worst_scale2_cache_001,13,51.6199991107,127.291,0
cache_best_scale2_cache_046,13,12141.5395737,12246.312,0
cache_worst_scale1_cache_000,13,70.6600025296,217.411,0
cache_best_scale2_cache_047,13,22420.4998016,22502.654,0
cache_best_scale1_cache_046,13,6774.11985397,6922.355,0
cache_best_scale1_cache_047,13,11754.5995712,11912.291,0
cache_best_scale2_cache_047,14,22556.760788,22689.216,0
cache_worst_scale1_cache_001,14,112.759999931,273.461,0
cache_worst_scale1_cache_000,14,63.299998641,125.201,0
cache_worst_scale2_cache_001,14,61.1400008202,122.481,0
cache_worst_scale2_cache_000,14,55.9000000358,127.35,0
cache_best_scale1_cache_047,14,11767.3196793,11835.72,0
cache_best_scale1_cache_046,14,6758.48007202,6906.925,0
cache_best_scale2_cache_046,14,12387.2203827,12542.023,0
cache_best_scale1_cache_046,15,6772.22013474,6909.065,0
cache_best_scale2_cache_046,15,12379.6195984,12517.654,0
cache_best_scale2_cache_047,15,22469.0208435,22617.755,0
cache_worst_scale1_cache_000,15,122.479997575,280.651,0
cache_worst_scale1_cache_001,15,65.2799978852,146.051,0
cache_worst_scale2_cache_000,15,49.9599985778,142.001,0
cache_best_scale1_cache_047,15,11775.0396729,11869.73,0
cache_worst_scale2_cache_001,15,80.260001123,283.632,0
cache_worst_scale1_cache_001,16,67.6399990916,133.66,0
cache_best_scale1_cache_046,16,6575.60014725,6651.394,0
cache_worst_scale2_cache_001,16,77.9799968004,273.552,0
cache_best_scale2_cache_047,16,22531.9404602,22623.995,0
cache_best_scale2_cache_046,16,12357.3799133,12512.004,0
cache_best_scale1_cache_047,16,11806.1199188,11959.771,0
cache_worst_scale2_cache_000,16,84.3800008297,226.081,0
cache_worst_scale1_cache_000,16,57.2599992156,131.48,0
cache_worst_scale1_cache_000,17,59.8799996078,138.561,0
cache_worst_scale1_cache_001,17,97.1399992704,166.621,0
cache_best_scale1_cache_047,17,11720.2997208,11820.77,0
cache_best_scale2_cache_047,17,22553.1597137,22706.533,0
