case,problem,cores,valid,cold_makespan,archive_makespan,cold_speedup,archive_speedup,outcome,trained_graph,calls,seconds,failures,best_name
case_072,3,5,True,4807808,4795217,4.97062861079311,4.983680196328967,loss,False,4,86.36386977200164,0,v2_p3_component_cache_window
case_073,1,5,True,3420654,3517515,2.947280256933323,2.8661216796516857,win,False,8,15.435859438992338,0,v2_p1_branch_s2_critical
case_073,2,5,True,1803161,1792821,5.5910847672504005,5.623331052012443,loss,False,8,16.29874727599963,0,joint_g0_crossover_branch
case_073,3,5,True,1799219,1751868,5.60333455793875,5.7547863195172235,loss,False,8,17.81932018698717,0,joint_fifo_g1_t0_w8_advance
case_074,1,5,True,333227,330675,5.048327416445846,5.087288122779164,loss,False,6,13.49341614099103,0,wcc_task_5_mv_complement_batch2
case_074,2,5,True,340140,331744,4.94572528958664,5.070895027491077,loss,False,8,10.336201103011263,0,v2_p2_component_critical
case_074,3,5,True,326695,329495,5.149264604600622,5.105506912092748,win,False,8,10.892724192992318,0,v2_p3_component_cache_window
case_075,1,5,True,758284,720755,1.901410289548507,2.000414842769041,loss,True,6,119.87344115800806,2,v2_p1_branch_s2_critical
case_075,2,5,True,413605,392249,3.4859564076836596,3.6757493326942834,loss,True,8,38.402054120000685,0,op_critical_path_w200
case_075,3,5,True,409050,379091,3.5247744774477447,3.8033321814551124,loss,True,8,45.81177550100256,0,op_critical_path_w200
case_076,1,5,True,1344727,1229020,4.599530611045959,5.0325568339001805,loss,False,2,102.28381880599773,1,v2_p1_component_critical
case_076,2,5,True,1235493,1232186,5.006190241466362,5.01962609541092,loss,False,2,40.05458916899806,0,v2_p2_component_critical
case_076,3,5,True,1223447,1229998,5.055480948500425,5.028555330984278,win,False,2,38.63910801699967,0,v2_p3_component_cache_window
case_077,1,5,True,119125,119429,4.157985309548793,4.14740138492326,win,False,8,18.19221855700016,0,selective_local_quantile_critical_path_x1_a5_eft
case_077,2,5,True,116668,114545,4.245551479411664,4.324239381902309,loss,False,8,9.06528313900344,0,v2_p2_component_critical
case_077,3,5,True,109574,114545,4.520415427017358,4.324239381902309,win,False,8,9.440945664988249,0,joint_g0_crossover_branch
case_078,1,5,True,553407,619540,4.149103643430603,3.706206217516222,win,False,8,4.099893346996396,0,v2_p1_wavefront_s4_critical
case_078,2,5,True,469283,488618,4.892874875075381,4.699259953583372,win,False,8,4.064996742003132,0,v2_p2_branch_s2_residency
case_078,3,5,True,454208,459213,5.055267630689023,5.000169855818542,win,False,8,4.573336492001545,0,v2_p3_branch_s2_residency
case_079,1,5,True,6063684,6056359,5.121020653450938,5.12721438739018,loss,False,4,120.13695980599732,2,v2_p1_component_critical
case_079,2,5,True,6075766,6008220,5.110837217891539,5.168294603060474,loss,False,7,109.96445941099955,0,joint_g0_reallocate_affinity
case_079,3,5,True,5992556,6007100,5.181804058234917,5.169258211116845,win,False,2,21.336013139996794,0,v2_p3_component_cache_window
case_080,1,5,True,99530,95868,2.9351753240229077,3.047294196186423,loss,False,8,4.156637009000406,0,wcc_task_4_mv_complement_batch2
case_080,2,5,True,87562,79721,3.3363559534958087,3.6645049610516676,loss,False,8,4.500902240994037,0,v2_p2_branch_s2_residency
case_080,3,5,True,74411,75051,3.92600556369354,3.892526415370881,win,False,8,4.677246431994718,0,v2_p3_branch_s2_cache_window
case_081,1,5,True,30943,30943,4.905632937982743,4.905632937982743,tie,False,2,2.216814728002646,0,wcc_start0_simple_a5_per_core_lpt_mv
case_081,2,5,True,30943,30943,4.905632937982743,4.905632937982743,tie,False,2,2.067185829000664,0,wcc_start0_simple_a5_per_core_lpt_mv
case_081,3,5,True,30943,30943,4.905632937982743,4.905632937982743,tie,False,2,2.0931596480077133,0,wcc_start0_simple_a5_per_core_lpt_mv
case_082,1,5,True,356186,386894,2.0243384074612703,1.8636655001111415,win,False,8,40.0499662910006,0,joint_g0_reallocate_branch
case_082,2,5,True,238028,206067,3.0292276538894582,3.4990609850194354,loss,False,8,11.906608817007509,0,op_critical_path_w200
case_082,3,5,True,225020,195762,3.2043418362812193,3.6832531339075,loss,False,8,13.684522309005843,0,v2_p3_branch_s4_residency
case_083,1,5,True,412888,412888,2.562421286159927,2.562421286159927,tie,False,8,10.344796735997079,0,wcc_task_4_mv_complement_batch2
case_083,2,5,True,223224,259240,4.7396023725047485,4.081133312760376,win,False,8,11.063321009001811,0,v2_p2_branch_s2_residency
case_083,3,5,True,234686,222425,4.508121489990882,4.7566280768798475,loss,False,8,9.650352914992254,0,joint_g0_reallocate_branch
case_084,1,5,True,503472,503472,4.98024120507198,4.98024120507198,tie,False,8,94.01572151097935,0,wcc_start0_simple_a5_per_core_lpt_mv
case_084,2,5,True,503472,503472,4.98024120507198,4.98024120507198,tie,False,8,55.74887442900217,0,wcc_start0_simple_a5_per_core_lpt_mv
case_084,3,5,True,503472,503472,4.98024120507198,4.98024120507198,tie,False,8,59.66775119700469,0,wcc_start0_simple_a5_per_core_lpt_mv
case_085,1,5,True,2760933,2760933,1.1546455491676184,1.1546455491676184,tie,True,4,119.87925216900476,2,selective_phase_band_critical_path_x2_a5_eft
case_085,2,5,True,969255,869620,3.2890199173592087,3.66585290126722,loss,True,8,88.3985425990104,0,op_critical_path_w200
case_085,3,5,True,908530,816858,3.508853862833368,3.902635464181045,loss,True,6,107.71567995598889,0,joint_fifo_g1_t0_w8_advance
case_086,1,5,True,83505,86066,1.4179150949044967,1.375723282132317,win,False,8,17.842553577007493,0,v2_p1_branch_s2_critical
case_086,2,5,True,58454,45893,2.0255756663359223,2.579979517573486,loss,False,8,12.517264381007408,0,op_stable_id_w200
case_086,3,5,True,53200,42862,2.2256203007518796,2.7624235919929077,loss,False,8,13.633890230004909,0,op_stable_id_w200
case_087,1,5,False,,879179,,4.52020692031998,invalid,False,3,119.89118924399372,3,
case_087,2,5,True,802148,865736,4.954286490772277,4.5903959174621365,win,False,8,113.86713369299832,0,v2_p2_component_critical
case_087,3,5,True,796883,865731,4.987019424432445,4.590422429137919,win,False,7,118.47432876200764,0,joint_g0_crossover_affinity
case_088,1,5,True,146562,174545,1.662252152672589,1.3957604056260564,win,False,8,11.429574680005317,0,v2_p1_branch_s4_critical
case_088,2,5,True,95254,89756,2.5576143783988075,2.714280939435804,loss,False,8,8.054221753001912,0,op_stable_id_w200
case_088,3,5,True,93090,82216,2.6170695026318618,2.9632066750997375,loss,False,8,9.395674037004937,0,op_stable_id_w200
case_089,1,5,True,147432,147432,4.701096098540344,4.701096098540344,tie,False,8,12.538344312997651,0,wcc_start0_simple_a5_per_core_lpt_mv
case_089,2,5,True,139679,140432,4.962034378825736,4.935427822718469,win,False,8,10.174355479990481,0,v2_p2_branch_s2_residency
case_089,3,5,True,147432,139354,4.701096098540344,4.973606785596394,loss,False,8,10.49713165400317,0,wcc_start0_simple_a5_per_core_lpt_mv
case_090,1,5,True,467065,494219,2.52291008746106,2.384293197954753,win,False,8,4.389938766005798,0,joint_g0_crossover_branch_merge
case_090,2,5,True,298275,290083,3.950592573966977,4.0621580720000825,loss,False,8,4.430853946003481,0,op_critical_path_w200
case_090,3,5,True,281960,232265,4.179184990778834,5.073355865067918,loss,False,8,5.240610576001927,0,op_critical_path_w200
case_091,1,5,True,2014037,1861235,4.561370520998373,4.935845822800452,loss,False,3,109.59225393900124,1,selective_whole_critical_path_x1_a5_eft
case_091,2,5,True,1882479,1867312,4.880144214092162,4.919782553745705,loss,False,3,76.94056622500648,0,wcc_start0_simple_a5_per_core_lpt_mv
case_091,3,5,True,1864458,1863993,4.9273134605338385,4.928542650106519,loss,False,3,79.63586454000324,0,v2_p3_component_cache_window
case_092,1,5,True,1618214,1618214,2.975844974768479,2.975844974768479,tie,False,5,107.39406246200087,1,wcc_task_4_mv_complement_batch2
case_092,2,5,True,929593,786613,5.180282123466936,6.121884586194228,loss,False,8,72.08475966801052,0,v2_p2_branch_s2_critical
case_092,3,5,True,864270,774426,5.571816677658602,6.21822356170893,loss,False,8,73.08701457097777,0,v2_p3_branch_s2_cache_window
case_093,1,5,True,15876,15876,4.674036281179139,4.674036281179139,tie,False,3,1.0872451389877824,0,wcc_start0_simple_a5_per_core_lpt_mv
case_093,2,5,True,15841,15630,4.684363360898933,4.747600767754319,loss,False,8,2.7113456139923073,0,joint_g0_reallocate_branch
case_093,3,5,True,15841,15630,4.684363360898933,4.747600767754319,loss,False,8,2.8906372630008264,0,joint_g0_reallocate_branch
case_094,1,5,True,24943,23422,3.804353926953454,4.051404662283323,loss,False,8,2.8378171069925884,0,wcc_start0_simple_a5_per_core_lpt_mv
case_094,2,5,True,20365,20970,4.659562975693592,4.525131139723414,win,False,8,2.7722240220027743,0,v2_p2_component_critical
case_094,3,5,True,22433,20156,4.230018276646012,4.70787854733082,loss,False,8,2.8726998400088632,0,v2_p3_affinity_s2_residency
case_095,1,5,True,420852,420852,4.953886401870491,4.953886401870491,tie,False,8,20.839183100993978,0,wcc_start0_simple_a5_per_core_lpt_mv
case_095,2,5,True,420749,420852,4.955099120853525,4.953886401870491,win,False,8,15.974814809000236,0,joint_g0_reallocate_branch
case_095,3,5,True,420852,420852,4.953886401870491,4.953886401870491,tie,False,8,16.334269418002805,0,wcc_start0_simple_a5_per_core_lpt_mv
case_096,1,5,True,27053,26984,3.112187188112224,3.120145271271865,loss,False,8,3.1943078669864917,0,wcc_start0_simple_a5_per_core_lpt_mv
case_096,2,5,True,24596,24231,3.423076923076923,3.474639924064215,loss,False,8,2.560717314001522,0,v2_p2_affinity_s2_critical
case_096,3,5,True,21779,24072,3.8658340603333485,3.497590561648388,win,False,8,3.0262679689913057,0,v2_p3_affinity_s2_residency
case_097,1,5,True,2102348,2102348,5.466035594487687,5.466035594487687,tie,False,2,30.33089040699997,0,wcc_start0_simple_a5_per_core_lpt_mv
case_097,2,5,True,2102348,2102294,5.466035594487687,5.466175996316405,loss,False,2,10.155519822001224,0,wcc_start0_simple_a5_per_core_lpt_mv
case_097,3,5,True,2102250,2101714,5.466290403139493,5.467684470865208,loss,False,2,10.026905052000075,0,wcc_start0_simple_a5_per_core_lpt_mv
case_098,1,5,True,82199,89756,2.1585420747211037,1.9768037791345425,win,False,8,4.112650864000898,0,v2_p1_affinity_s4_critical
case_098,2,5,True,62306,45597,2.847719320771675,3.891264776191416,loss,False,8,3.1079185970011167,0,v2_p2_affinity_s2_critical
case_098,3,5,True,61768,44288,2.872522989250097,4.006277095375722,loss,False,8,3.6609722989960574,0,v2_p3_affinity_s2_residency
case_099,1,5,True,337075,337075,4.814949195282949,4.814949195282949,tie,False,6,51.976332318998175,0,wcc_start0_simple_a5_per_core_lpt_mv
case_099,2,5,True,330964,330651,4.903853591327153,4.908495664613142,loss,False,8,31.836447255001985,0,v2_p2_component_critical
case_099,3,5,True,326319,325469,4.973657678529292,4.986646961769017,loss,False,8,29.975001101003727,0,joint_g0_reallocate_branch
case_100,1,5,True,58085,57811,2.603477662047,2.6158170590372074,loss,False,8,4.6393533180089435,0,wcc_start0_simple_a5_per_core_lpt_mv
case_100,2,5,True,58085,57811,2.603477662047,2.6158170590372074,loss,False,8,3.8785460779909045,0,wcc_start0_simple_a5_per_core_lpt_mv
case_100,3,5,True,58085,57811,2.603477662047,2.6158170590372074,loss,False,8,3.9589740249939496,0,wcc_start0_simple_a5_per_core_lpt_mv
