problem,method,control,pairs,successful_pairs,method_failures,control_failures,wins,ties,losses,mean_paired_reduction_pct,median_paired_reduction_pct
1,integrated,baseline,4,4,0,0,3,1,0,16.5671309877465,14.435400932989868
1,integrated,local_legacy,4,4,0,0,3,1,0,17.646419936755883,12.225388269055953
1,local_legacy,baseline,4,4,0,0,1,2,1,-2.937619742816122,0.0
2,integrated,baseline,6,6,0,0,4,1,1,0.24993339119368332,0.14139937858138607
2,integrated,local_legacy,6,6,0,0,3,3,0,0.061536231200011914,0.002759629105847372
2,local_legacy,baseline,6,6,0,0,2,3,1,0.18853985490051386,0.0
3,integrated,baseline,6,6,0,0,3,2,1,0.38018212986773064,0.00015305497734763307
3,integrated,local_legacy,6,6,0,0,0,6,0,0.0,0.0
3,local_legacy,baseline,6,6,0,0,3,2,1,0.38018212986773064,0.00015305497734763307
